Heat 7 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,86,Jimmy Diggs,TRACK MOD - RWD,2:14.008,Supra
2,27,Brad Perkins,UNLIMITED - RWD,2:14.797,M3
3,52,Nicholas Gardner,UNLIMITED - RWD,2:16.761,SHELBY GT500
4,336,James Clay,STREET MOD - RWD,2:18.802,M4
5,121,Ryan Mathews,STREET MOD - RWD,2:19.490,Corvette
6,171,Andrius Bertulis,UNLIMITED - RWD,2:22.242,RCF
7,79,Nick Kohrs,STREET MOD - FWD,2:22.593,CIVIC
8,570,Kyle Magnuson,STREET GT - RWD,2:24.077,718 CAYMAN
9,437,Cory Ross,TRACK MOD - RWD,2:26.398,M3
10,480,Ravi Tomerlin,TRACK MOD - FWD,2:26.674,Civic
11,55,Charles Miller,STREET - AWD,2:26.973,LANCER
12,206,Dalton Klein,TRACK MOD - RWD,2:27.649,Corvette
13,14,Kal Fortner,STREET MOD - RWD,2:27.756,AMG GT S
14,625,Sam Bosnian,STREET - RWD,2:29.725,350Z
15,77,Jason Kanakry,TRACK MOD - RWD,2:30.205,720S
16,46,Nehru Cheddie,CLUB TR - AWD,2:49.005,GR COROLLA
17,515,Jared Garcia,CLUB TR - RWD,2:54.147,S2000
18,82,Jaime Santos,STREET MOD - RWD,6:22.545,135I
19,511,Peter Granberg,CLUB TR - RWD,14:56.176,BRZ
20,338,Ernestas Puzelis,UNLIMITED - RWD,,Corvette
21,226,Jerry Liu,STREET GT - RWD,,Cayman
22,257,Mike Dusold,UNLIMITED - RWD,,Camaro
23,174,David Calzada,UNLIMITED - RWD,,Miata
