Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,257,Mike Dusold,UNLIMITED - RWD,2:10.711,Camaro
2,338,Ernestas Puzelis,UNLIMITED - RWD,2:16.550,Corvette
3,77,Jason Kanakry,TRACK MOD - RWD,2:18.703,720S
4,86,Jimmy Diggs,TRACK MOD - RWD,2:19.304,Supra
5,121,Ryan Mathews,STREET MOD - RWD,2:20.778,Corvette
6,131,Sterling Cole,SUPER UNLIMITED - RWD,2:20.828,RX7
7,52,Nicholas Gardner,UNLIMITED - RWD,2:21.823,SHELBY GT500
8,171,Andrius Bertulis,UNLIMITED - RWD,2:23.784,RCF
9,174,David Calzada,UNLIMITED - RWD,2:24.257,Miata
10,14,Kal Fortner,STREET MOD - RWD,2:24.789,AMG GT S
11,570,Kyle Magnuson,STREET GT - RWD,2:26.537,718 CAYMAN
12,336,James Clay,STREET MOD - RWD,2:26.692,M4
13,79,Nick Kohrs,STREET MOD - FWD,2:26.949,CIVIC
14,314,Michael Puglisi,TRACK MOD - AWD,2:27.023,LANCER
15,82,Jaime Santos,STREET MOD - RWD,2:29.045,135I
16,437,Cory Ross,TRACK MOD - RWD,2:29.949,M3
17,55,Charles Miller,STREET - AWD,2:30.126,LANCER
18,226,Jerry Liu,STREET GT - RWD,2:30.855,Cayman
19,625,Sam Bosnian,STREET - RWD,2:31.426,350Z
20,17,Peter Zhang,STREET GT - RWD,2:34.707,M3
21,206,Dalton Klein,TRACK MOD - RWD,2:39.907,Corvette
22,736,Cody Smith,STREET MOD - RWD,2:41.286,CUTLASS
23,515,Jared Garcia,CLUB TR - RWD,2:43.933,S2000
24,209,Kevin Wendt,CLUB TR - FWD,3:00.742,CRX
