Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,257,Mike Dusold,UNLIMITED - RWD,2:08.183*,CAMARO
2,338,Ernestas Puzelis,UNLIMITED - RWD,2:12.934,Corvette
3,86,Jimmy Diggs,TRACK MOD - RWD,2:13.387,Supra
4,27,Brad Perkins,UNLIMITED - RWD,2:14.99*,M3
5,174,David Calzada,UNLIMITED - RWD,2:17.446,Miata
6,52,Nicholas Gardner,UNLIMITED - RWD,2:17.771,SHELBY GT500
7,74,Nick Kohrs,STREET MOD - FWD,2:20.24*,CIVIC
8,14,Kal Fortner,STREET MOD - RWD,2:20.29*,AMG GTS
9,570,Kyle Magnuson,STREET GT - RWD,2:25.19*,CAYMAN
10,437,Cory Ross,TRACK MOD - RWD,2:25.794,M3
11,206,Dalton Klein,TRACK MOD - RWD,2:26.317,Corvette
12,226,Jerry Liu,STREET GT - RWD,2:27.26*,Cayman
13,171,Andrius Bertulis,UNLIMITED - RWD,2:29.448,RCF
14,77,Jason Kanakry,TRACK MOD - RWD,2:29.501,720S
15,426,Alex Roy,TRACK MOD - RWD,2:31.344,M3
16,511,Peter Granberg,CLUB TR - RWD,2:35.658,BRZ
17,736,Cody Smith,STREET MOD - RWD,2:37.26*,CUTLASS
18,736,Cody Smith,STREET MOD - RWD,2:37.265,CUTLASS
19,625,Sam Bosnian,STREET - RWD,2:38.523,350Z
20,515,Jared Garcia,CLUB TR - RWD,2:40.254,S2000
21,46,Nehru Cheddie,CLUB TR - AWD,2:48.294,GR COROLLA
22,82,Jaime Santos,STREET MOD - RWD,2:53.821,135I
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,*retrieved from driver in-car data due to timing failure,,
