GLTC Race 3 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,82,Eric Kutil,GLTC - FWD,1:40.381,2,7,,25
2,830,James Houghton,GLTC - FWD,1:41.034,2,7,0.18,21
3,484,Matan Rosenberg,GLTC - RWD,1:41.012,2,7,1.216,18
4,7,Luke Mcgrew,GLTC - RWD,1:40.643,2,7,1.204,16
5,715,Salil Shukla,GLTC - RWD,1:40.658,2,7,0.907,15
6,90,Matt Waldbaum,GLTC - RWD,1:40.927,2,7,0.639,14
7,184,Eric Jensen,GLTC - RWD,1:41.550,2,7,0.771,13
8,42,Zac Lovoy,GLTC - RWD,1:41.255,2,7,0.806,12
9,3,Erik Meadows,GLTC - RWD,1:41.157,2,7,0.88,11
10,98,Andrew Rains,GLTC - RWD,1:41.972,2,7,1.348,10
11,1,Gary Wimble,GLTC - RWD,1:41.889,2,7,2.124,9
12,32,Jake Joraanstad,GLTC - RWD,1:41.875,2,7,0.714,8
13,26,Louis Chatroop,GLTC - RWD,1:43.202,2,7,0.686,7
14,330,Eric Magnussen,GLTC - RWD,1:43.250,2,7,0.676,6
15,84,Thomas Lathrop,GLTC - RWD,1:43.554,2,7,1.712,5
16,52,Mackenzie Korince,GLTC - FWD,1:44.081,2,7,1.017,4
17,55,Paul Darling,GLTC - RWD,1:43.433,2,7,1.863,3
18,28,Peter Zhang,GLTC - RWD,1:44.459,2,7,0.819,2
19,17,Tony Marchev,GLTC - RWD,1:45.061,2,7,0.852,1
20,86,Jackie Ding,GLTC - FWD,1:46.062,2,7,1.068,0
21,109,Dana Basinski,GLTC - RWD,1:45.681,2,7,0.793,0
22,43,Joe Tullo,GLTC - RWD,1:46.419,2,7,0.814,0
23,202,Jacob Price,GLTC - RWD,1:45.617,2,7,0.867,0
24,2,Aryton Grim,GLTC - RWD,1:46.425,2,7,1.599,0
25,24,Dustin Bartee,GLTC - FWD,1:45.849,2,7,1.099,0
26,85,Samuel Scott,GLTC - RWD,1:45.871,2,7,0.965,0
27,5,Kevin Bandy,GLTC - RWD,1:45.848,2,7,1.017,0
28,83,Carlos Mendez,GLTC - RWD,1:45.572,2,7,1.583,0
29,541,Seth Gale,GLTC - FWD,1:47.544,2,7,1.039,0
30,77,Hans Horpedahl,GLTC - RWD,1:46.203,2,7,0.247,0
31,57,Jorge Ortiz,GLTC - RWD,1:47.174,2,7,2.33,0
32,337,Bryan Leonard,GLTC - RWD,1:47.531,2,7,1.785,0
33,714,Tony Barber,GLTC - RWD,1:50.870,2,7,0.711,0
34,171,Clayton Fitzpatrick,GLTC - RWD,1:48.936,2,7,1.159,0
35,546,Andy Sundeen,GLTC - RWD,1:48.894,2,7,0.979,0
36,328,Ryan Schabel,GLTC - RWD,1:51.560,2,7,1.2,0
37,618,Bob Dice,GLTC - FWD,1:46.664,2,7,1.082,0
38,78,Jason Kanakry,GLTC - RWD,1:48.645,2,7,1.736,0
39,89,Steve Pruden,GLTC - RWD,1:46.336,2,7,1.183,0
40,222,Kyle Hale,GLTC - RWD,1:53.092,2,7,1.9,0
41,521,Sean Macneil,GLTC - FWD,1:51.673,2,7,1.249,0
42,311,Jose Santacruz,GLTC - FWD,1:51.780,2,7,0.698,0
43,860,Nathan Manning,GLTC - RWD,1:49.657,2,7,1.737,0
44,308,Kyle Malarkey,GLTC - RWD,1:56.913,2,7,1.338,0
45,207,Adam Wood,GLTC - AWD,1:48.815,1,5,2 Laps,0
46,71,Joel Morrison,GLTC - RWD,1:49.734,1,2,3 Laps,0
47,51,David Rudzinski,GLTC - RWD,1:57.180,1,1,1 Lap,0
48,888,Dai Nguyen,GLTC - RWD,,0,,1 Lap,0
DQ,11,Jeremy Zeitler,GLTC - FWD,1:47.958,2,7,,0
DQ,44,Kerry James,GLTC - RWD,1:49.403,1,2,,0
