Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,5,Luke McGrew,TRACK MODIFIED - RWD,2:34.018,Viper ACR
2,221,shawn krebsbach,STREET MODIFIED - AWD,2:37.726,Lancer Evolution 9
3,71,Joel Morrison,TRACK MODIFIED - RWD,2:38.384,s2000
4,21,Evolve Autosport,STREET MODIFIED - RWD,2:38.588,M3
5,86,Jackie Ding,STREET MODIFIED - RWD,2:39.182,S2000
6,34,Austin Hertel,STREET - RWD,2:39.399,370z
7,70,"Eric """"Dewey"""""" DeWitt""",STREET MODIFIED - AWD,2:40.008,Impreza L
8,90,Kevin Boehm,TRACK MODIFIED - FWD,2:40.166,Civic Si Coupe
9,357,Dan Lewis,STREET MODIFIED - RWD,2:41.106,S2000
10,74,Chris Neuman,STREET - RWD,2:42.509,M3
11,706,Dan Simms,STREET GT - RWD,2:42.821,Corvette
12,55,Michael Pagano,STREET MODIFIED - RWD,2:43.313,330ci
13,420,levi brown,TRACK MODIFIED - FWD,2:43.387,civic
14,56,Charles Miller,STREET - AWD,2:44.771,Evo IX
15,984,Stan Fayngold,STREET MODIFIED - RWD,2:44.786,FR-S
16,106,Peitz Performance,TRACK MODIFIED - RWD,2:44.982,Corvette
17,110,Chinchi Chiang,STREET MODIFIED - FWD,2:45.956,Civic Type-R
18,777,Joshua Halka,STREET - AWD,2:46.693,WRX
19,36,Ben Mich,STREET MODIFIED - RWD,2:46.823,RX-7
20,625,Sam Bosnian,STREET - RWD,2:47.036,350z Nismo
21,150,Anthony Leclerc,STREET - RWD,2:47.206,4C
22,133,Corrin Tyson,STREET - FWD,2:47.248,Civic Type R
23,62,Brian Blaine,TRACK MODIFIED - RWD,2:47.323,Rx7
24,88,Fiona Lou,STREET MODIFIED - RWD,2:47.365,S2000
25,555,Dainius Radzevicius,STREET - AWD,2:47.549,Impreza wrx sti
26,575,Clay Davidson,STREET MODIFIED - RWD,2:47.659,Mustang
27,130,Coby Shield,STREET GT - RWD,2:48.063,Camaro
28,330,Vladimir Skirda,STREET MODIFIED - AWD,2:48.384,STi
29,35,Alex Westergaard,STREET MODIFIED - RWD,2:49.369,S2000
30,174,James Rauck,STREET - FWD,2:49.929,Type R
31,259,Nathan Park,STREET MODIFIED - AWD,2:49.941,Evo X
32,94,Brandon Johnson,STREET - RWD,2:50.018,350Z
33,12,Andrew Sonnevil,ROADSTER MODIFIED - RWD,2:50.360,Miata
34,96,Nigel Teags,STREET MODIFIED - AWD,2:50.664,Impreza WRX
35,28,Peter Zhang,STREET MODIFIED - AWD,2:50.851,WRX
36,621,Troy Mass,STREET - RWD,2:51.358,BRZ
37,60,Mark Brylo,STREET - AWD,2:52.491,Lancer Evolution
38,321,Teagan Thostenson,STREET - AWD,2:53.323,STI
39,314,Michael Puglisi,TRACK MODIFIED - AWD,2:53.631,Evolution
40,151,David McCallister,TRACK MODIFIED - AWD,2:54.049,Lancer Evo IX
41,32,Ron Mullet,STREET GT - RWD,2:54.183,Corvette
42,24,Les Epps,STREET - FWD,2:54.482,Teggy
43,154,Jan Guzman,TRACK MODIFIED - RWD,2:54.719,135i
44,917,Alex MacAllister,STREET GT - RWD,2:58.034,Mustang
45,441,Walter Smith,STREET - RWD,2:59.780,S2000
46,211,Troy Videkovich,STREET MODIFIED - AWD,2:59.805,WRX
47,31,BART GOLDENBELD,ROADSTER MODIFIED - RWD,2:59.997,Miata
48,135,Charlie Ensslin,UNLIMITED - RWD,3:00.075,635
49,218,Derrick Maske,STREET MODIFIED - RWD,3:01.145,S2000
50,44,Joel Phillips,ROADSTER MODIFIED - RWD,3:02.185,Miata
51,312,TF Works,STREET MODIFIED - FWD,3:02.941,RSX
52,89,James Kelly,STREET - RWD,3:04.042,BRZ
53,42,Ben Bulthuis,TRACK MODIFIED - FWD,3:05.430,CRX
54,323,Michael Peters,STREET - RWD,3:07.077,S2000
55,14,Kal Fortner,STREET MODIFIED - AWD,3:07.862,S4
56,48,Torry Skurski,TRACK MODIFIED - RWD,3:08.161,328i
57,0,Cars and Coffee Survivor Racing,STREET GT - RWD,3:10.234,Mustang
58,125,Andrew Molique,STREET - FWD,3:15.373,Integra
59,93,Alexander Mishra,SUNDAE CUP / SPECFIT - FWD,3:17.534,Fit
60,15,Mark Bucheit,SUNDAE CUP / SPECFIT - FWD,3:18.361,Fit
61,75,Ryan Gaydos,STREET - RWD,3:31.906,S2000
62,651,TF Works,STREET - FWD,,Civic
63,54,Joseph Neuman,STREET - RWD,,S2000
