Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,5,Luke McGrew,TRACK MODIFIED - RWD,1:31.675,Viper ACR
2,522,Jason Harding,TRACK MODIFIED - RWD,1:33.312,Corvette
3,71,Joel Morrison,TRACK MODIFIED - RWD,1:33.327,s2000
4,34,Austin Hertel,STREET - RWD,1:34.536,370z
5,86,Jackie Ding,STREET MODIFIED - RWD,1:34.703,S2000
6,221,shawn krebsbach,STREET MODIFIED - AWD,1:34.894,Lancer Evolution 9
7,984,Stan Fayngold,STREET MODIFIED - RWD,1:35.149,FR-S
8,70,"Eric """"Dewey"""""" DeWitt""",STREET MODIFIED - AWD,1:35.152,Impreza L
9,90,Kevin Boehm,TRACK MODIFIED - FWD,1:35.214,Civic Si Coupe
10,6,Michael Aumick,STREET MODIFIED - AWD,1:35.352,WRX STI
11,21,Evolve Autosport,STREET MODIFIED - RWD,1:35.479,M3
12,357,Dan Lewis,STREET MODIFIED - RWD,1:35.756,S2000
13,62,Brian Blaine,TRACK MODIFIED - RWD,1:35.790,Rx7
14,130,Coby Shield,STREET GT - RWD,1:36.341,Camaro
15,150,Anthony Leclerc,STREET - RWD,1:36.472,4C
16,0,Cars and Coffee Survivor Racing,STREET GT - RWD,1:36.654,Mustang
17,74,Chris Neuman,STREET - RWD,1:37.430,M3
18,777,Joshua Halka,STREET - AWD,1:37.923,WRX
19,575,Clay Davidson,STREET MODIFIED - RWD,1:37.989,Mustang
20,625,Sam Bosnian,STREET - RWD,1:38.101,350z Nismo
21,420,levi brown,TRACK MODIFIED - FWD,1:38.157,civic
22,56,Charles Miller,STREET - AWD,1:38.220,Evo IX
23,706,Dan Simms,STREET GT - RWD,1:38.222,Corvette
24,46,Nehru Cheddie,STREET - RWD,1:38.873,M3
25,55,Michael Pagano,STREET MODIFIED - RWD,1:38.878,330ci
26,330,Vladimir Skirda,STREET MODIFIED - AWD,1:39.069,STi
27,94,Brandon Johnson,STREET - RWD,1:39.116,350Z
28,312,TF Works,STREET MODIFIED - FWD,1:39.164,RSX
29,555,Dainius Radzevicius,STREET - AWD,1:39.198,Impreza wrx sti
30,110,Chinchi Chiang,STREET MODIFIED - FWD,1:39.511,Civic Type-R
31,96,Nigel Teags,STREET MODIFIED - AWD,1:39.803,Impreza WRX
32,151,David McCallister,TRACK MODIFIED - AWD,1:39.882,Lancer Evo IX
33,12,Andrew Sonnevil,ROADSTER MODIFIED - RWD,1:39.898,Miata
34,36,Ben Mich,STREET MODIFIED - RWD,1:39.939,RX-7
35,88,Fiona Lou,STREET MODIFIED - RWD,1:40.379,S2000
36,35,Alex Westergaard,STREET MODIFIED - RWD,1:40.622,S2000
37,28,Peter Zhang,STREET MODIFIED - AWD,1:40.625,WRX
38,106,Peitz Performance,TRACK MODIFIED - RWD,1:40.629,Corvette
39,621,Troy Mass,STREET - RWD,1:40.722,BRZ
40,174,James Rauck,STREET - FWD,1:41.183,Type R
41,667,Mike Hryckiewicz,UNLIMITED - RWD,1:41.489,Corvette
42,259,Nathan Park,STREET MODIFIED - AWD,1:41.847,Evo X
43,75,Ryan Gaydos,STREET - RWD,1:41.867,S2000
44,321,Teagan Thostenson,STREET - AWD,1:42.577,STI
45,154,Jan Guzman,TRACK MODIFIED - RWD,1:42.926,135i
46,24,Les Epps,STREET - FWD,1:43.109,Teggy
47,73,David Hornburg,ROADSTER MODIFIED - RWD,1:43.215,Miata
48,917,Alex MacAllister,STREET GT - RWD,1:43.217,Mustang
49,133,Corrin Tyson,STREET - FWD,1:43.503,Civic Type R
50,22,Jeremy Boysen,STREET MODIFIED - RWD,1:44.561,GT4
51,211,Troy Videkovich,STREET MODIFIED - AWD,1:44.667,WRX
52,32,Ron Mullet,STREET GT - RWD,1:44.679,Corvette
53,44,Joel Phillips,ROADSTER MODIFIED - RWD,1:45.081,Miata
54,243,Mike Wills,STREET GT - RWD,1:45.167,Mustang
55,60,Mark Brylo,STREET - AWD,1:45.315,Lancer Evolution
56,375,Carson Christel,TRACK MODIFIED - FWD,1:45.530,GTi
57,441,Walter Smith,STREET - RWD,1:45.799,S2000
58,14,Kal Fortner,STREET MODIFIED - AWD,1:46.004,S4
59,234,Brad Riemann,STREET - AWD,1:46.168,Focus RS
60,31,BART GOLDENBELD,ROADSTER MODIFIED - RWD,1:46.334,Miata
61,135,Charlie Ensslin,UNLIMITED - RWD,1:47.168,635
62,42,Ben Bulthuis,TRACK MODIFIED - FWD,1:47.440,CRX
63,218,Derrick Maske,STREET MODIFIED - RWD,1:47.893,S2000
64,54,Joseph Neuman,STREET - RWD,1:48.000,S2000
65,323,Michael Peters,STREET - RWD,1:48.256,S2000
66,89,James Kelly,STREET - RWD,1:49.208,BRZ
67,48,Torry Skurski,TRACK MODIFIED - RWD,1:50.561,328i
68,125,Andrew Molique,STREET - FWD,1:52.916,Integra
69,15,Mark Bucheit,SUNDAE CUP / SPECFIT - FWD,1:55.910,Fit
70,93,Alexander Mishra,SUNDAE CUP / SPECFIT - FWD,1:56.756,Fit
71,185,Kyle Champine,STREET - FWD,2:10.630,Civic
72,144,Martin Fedko,UNLIMITED - RWD,,Viper Competition Coupe
74,,,,,
75,,,,,
76,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
