Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,882,Mark Kilgore,STREET GT - RWD,1:37.999,M4
2,713,Matt Rouse,STREET GT - RWD,1:38.734,Corvette
3,402,Anthony Lusano,CLUB TR - FWD,1:39.538,Civic
4,693,Alex Schwartz,TRACK MOD - AWD,1:40.000,Golf R
5,375,Jason Brumfield,STREET GT - RWD,1:41.163,M3
6,461,Josh McQuaid,CLUB TR - RWD,1:42.322,S2000
7,13,Jerami Bailey,CLUB TR - RWD,1:42.740,FR-S
8,7,Halka Racing,STREET - AWD,1:45.625,Impreza
9,331,David Neil,CLUB TR - RWD,1:45.785,Miata
10,934,Cameron Boers,STREET - FWD,1:47.150,GTI
11,329,Cameron Hall,CLUB TR - RWD,1:49.199,Miata
12,143,Michael Robinson,CLUB TR - RWD,1:52.872,323i
13,125,Kevin Head,CLUB TR - RWD,1:53.959,RX7
14,91,Chris Rice,SUNDAE CUP - FWD,1:56.555,Fit
15,122,Jason Davidson,SUNDAE CUP - FWD,1:56.871,Fit
