Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,962,Andrew Pinkerton,UNLIMITED - RWD,1:27.195,Miata
2,29,Kyle McKiou,STREET MOD - RWD,1:34.340,GR Supra
3,525,Jeremy Lowder,UNLIMITED - RWD,1:35.092,Camaro
4,307,Andy Hsiao,STREET MOD - RWD,1:35.331,Corvette
5,701,Phil Grabow,UNLIMITED - AWD,1:35.402,WRX STi
6,687,Jackie Ding,STREET GT - RWD,1:35.489,MR
7,115,Phillip Glass-Hess,TRACK MOD - RWD,1:35.823,Miata
8,570,Kyle Magnuson,STREET GT - RWD,1:37.002,Cayman
9,104,Evan McWhirter,UNLIMITED - RWD,1:37.039,Corvette
10,425,Zachary Lovoy,TRACK MOD - RWD,1:37.428,M3
11,333,Tony Barber,STREET - AWD,1:37.479,Model 3
12,18,Kevin Vue,CLUB TR - FWD,1:38.629,Integra
13,674,David Entz,STREET GT - RWD,1:39.277,Cayman GT4
14,7,Halka Racing,STREET - AWD,1:39.414,Impreza
15,713,Matt Rouse,STREET GT - RWD,1:39.652,Corvette
16,40,Ben Bulthuis,STREET GT - RWD,1:39.901,Supra
17,781,Lyle Zyra,CLUB TR - RWD,1:39.949,GR86
18,281,Randy Reeves,STREET MOD - RWD,1:40.881,Miata
19,732,Chris Harper,STREET GT - RWD,1:41.360,440i
20,232,Brian Tyson,CLUB TR - AWD,1:42.025,Focus RS
21,693,Alex Schwartz,TRACK MOD - AWD,1:42.064,Golf R
22,461,Josh McQuaid,CLUB TR - RWD,1:42.542,S2000
23,161,Todd Kaley,CLUB TR - RWD,1:42.700,S2000
24,882,Mark Kilgore,STREET GT - RWD,1:42.790,M4
25,375,Jason Brumfield,STREET GT - RWD,1:42.815,M3
26,47,Kerry Kerr,UNLIMITED - RWD,1:43.156,M3
27,515,Jared Garcia,CLUB TR - RWD,1:43.904,S2000
28,329,Cameron Hall,CLUB TR - RWD,1:44.715,Miata
29,414,Julio Perez,CLUB TR - RWD,1:45.702,Z3
30,331,David Neil,CLUB TR - RWD,1:49.010,Miata
31,919,Xianwei Hou,STREET - RWD,1:50.670,370Z
32,934,Cameron Boers,STREET - FWD,1:51.907,GTI
33,91,Chris Rice,SUNDAE CUP - FWD,1:52.584,Fit
34,147,Brett Whisenant,CLUB TR - FWD,1:52.802,Fiesta ST
35,143,Michael Robinson,CLUB TR - RWD,1:53.186,323i
36,122,Jason Davidson,SUNDAE CUP - RWD,1:58.364,Fit
