Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,525,Jeremy Lowder,UNLIMITED - RWD,1:34.873,Camaro
2,115,Phillip Glass-Hess,TRACK MOD - RWD,1:36.254,Miata
3,29,Kyle McKiou,STREET MOD - RWD,1:36.379,GR Supra
4,570,Kyle Magnuson,STREET GT - RWD,1:37.768,Cayman
5,882,Mark Kilgore,STREET GT - RWD,1:38.191,M4
6,40,Ben Bulthuis,STREET GT - RWD,1:38.626,Supra
7,713,Matt Rouse,STREET GT - RWD,1:38.745,Corvette
8,7,Halka Racing,STREET - AWD,1:38.987,Impreza
9,674,David Entz,STREET GT - RWD,1:39.582,Cayman GT4
10,402,Anthony Lusano,CLUB TR - FWD,1:39.760,Civic
11,732,Chris Harper,STREET GT - RWD,1:40.178,440i
12,693,Alex Schwartz,TRACK MOD - AWD,1:40.231,Golf R
13,281,Randy Reeves,STREET MOD - RWD,1:40.338,Miata
14,781,Lyle Zyra,CLUB TR - RWD,1:40.629,GR86
15,47,Kerry Kerr,UNLIMITED - RWD,1:41.017,M3
16,13,Jerami Bailey,CLUB TR - RWD,1:41.421,FR-S
17,232,Brian Tyson,CLUB TR - AWD,1:41.841,Focus RS
18,375,Jason Brumfield,STREET GT - RWD,1:42.161,M3
19,161,Todd Kaley,CLUB TR - RWD,1:42.447,S2000
20,461,Josh McQuaid,CLUB TR - RWD,1:43.243,S2000
21,414,Julio Perez,CLUB TR - RWD,1:44.890,Z3
22,329,Cameron Hall,CLUB TR - RWD,1:45.650,Miata
23,934,Cameron Boers,STREET - FWD,1:45.903,GTI
24,331,David Neil,CLUB TR - RWD,1:48.835,Miata
25,125,Kevin Head,CLUB TR - RWD,1:50.198,RX7
26,919,Xianwei Hou,STREET - RWD,1:52.225,370Z
27,147,Brett Whisenant,CLUB TR - FWD,1:52.689,Fiesta ST
28,91,Chris Rice,SUNDAE CUP - FWD,1:52.962,Fit
29,143,Michael Robinson,CLUB TR - RWD,1:54.131,323i
30,122,Jason Davidson,SUNDAE CUP - FWD,1:58.238,Fit
