Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,962,Andrew Pinkerton,UNLIMITED - RWD,1:28.315,Miata
2,325,Erin Sanford,TRACK MOD - RWD,1:35.509,240sx
3,687,Jackie Ding,STREET GT - RWD,1:38.127,MR
4,40,Ben Bulthuis,STREET GT - RWD,1:38.530,Supra
5,674,David Entz,STREET GT - RWD,1:38.977,Cayman GT4
6,18,Kevin Vue,CLUB TR - FWD,1:39.409,Integra
7,402,Anthony Lusano,CLUB TR - FWD,1:39.595,Civic
8,882,Mark Kilgore,STREET GT - RWD,1:39.658,M4
9,732,Chris Harper,STREET GT - RWD,1:40.170,440i
10,693,Alex Schwartz,TRACK MOD - AWD,1:41.112,Golf R
11,281,Randy Reeves,STREET MOD - RWD,1:41.334,Miata
12,115,Phillip Glass-Hess,TRACK MOD - RWD,1:41.394,Miata
13,232,Brian Tyson,CLUB TR - AWD,1:41.453,Focus RS
14,525,Jeremy Lowder,UNLIMITED - RWD,1:41.729,Camaro
15,161,Todd Kaley,CLUB TR - RWD,1:41.916,S2000
16,375,Jason Brumfield,STREET GT - RWD,1:41.948,M3
17,461,Josh McQuaid,CLUB TR - RWD,1:41.957,S2000
18,47,Kerry Kerr,UNLIMITED - RWD,1:42.208,M3
19,298,Brian Flanagan,STREET - RWD,1:42.873,M3
20,515,Jared Garcia,CLUB TR - RWD,1:43.635,S2000
21,132,Clayton Abercrombie,STREET MOD - RWD,1:45.563,Camaro
22,414,Julio Perez,CLUB TR - RWD,1:46.395,Z3
23,934,Cameron Boers,STREET - FWD,1:48.899,GTI
24,331,David Neil,CLUB TR - RWD,1:49.551,Miata
25,919,Xianwei Hou,STREET - RWD,1:51.489,370Z
26,143,Michael Robinson,CLUB TR - RWD,1:52.170,323i
27,91,Chris Rice,SUNDAE CUP - FWD,1:52.501,Fit
28,7,Halka Racing,STREET - AWD,1:54.830,Impreza
29,227,Dustin Stevenson,SUNDAE CUP - RWD,1:56.956,Miata
30,147,Brett Whisenant,CLUB TR - FWD,1:58.778,Fiesta ST
31,498,Bradley Folse,STREET - AWD,2:02.404,STI
32,329,Cameron Hall,CLUB TR - RWD,,Miata
33,29,Kyle McKiou,STREET MOD - RWD,,GR Supra
34,570,Kyle Magnuson,STREET GT - RWD,,Cayman
35,701,Phil Grabow,UNLIMITED - AWD,,WRX STi
36,425,Zachary Lovoy,TRACK MOD - RWD,,M3
37,333,Tony Barber,STREET - AWD,,Model 3
38,104,Evan McWhirter,UNLIMITED - RWD,,Corvette
39,781,Lyle Zyra,CLUB TR - RWD,,GR86
40,713,Matt Rouse,STREET GT - RWD,,Corvette
41,307,Andy Hsiao,STREET MOD - RWD,,Corvette
42,122,Jason Davidson,SUNDAE CUP - RWD,,Fit
