Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,86,Jackie Ding,STREET MODIFIED - RWD,2:20.343,Supra #TA90
2,121,Ryan Mathews,STREET MODIFIED - RWD,2:20.691,Z06
3,991,James Rauck,TRACK MODIFIED - RWD,2:23.904,GT2RS
4,62,Brian Blaine,TRACK MODIFIED - RWD,2:25.220,Rx7
5,130,Coby Shield,STREET GT - RWD,2:25.997,Camaro
6,115,Electron Sport,STREET MODIFIED - RWD,2:27.172,Corvette
7,501,Ben Aurich,SUPER UNLIMITED - RWD,2:27.950,Howe ASA Blue
8,502,Jess Moeding,SUPER UNLIMITED - RWD,2:28.333,Howe ASA Purple
9,303,Ryan Dussex,UNLIMITED - AWD,2:28.370,WRX
10,500,Carl Thomas,SUPER UNLIMITED - RWD,2:28.677,Howe ASA White
11,271,Mark Thomsen,TRACK MODIFIED - AWD,2:28.686,GTR
12,52,Nicholas Gardner,TRACK MODIFIED - RWD,2:28.689,Shelby GT500
13,330,Vladimir Skirda,STREET - AWD,2:29.114,STi
14,335,Christopher Bickford,STREET GT - RWD,2:29.165,Corvette
15,7,Joshua Halka,STREET - AWD,2:29.256,Impreza WRX
16,298,Orange Crush Racing,STREET MODIFIED - AWD,2:30.314,WRX STI
17,36,Ben Mich,STREET MODIFIED - RWD,2:31.571,Rx7
18,79,Nicholas Kohrs,STREET MODIFIED - FWD,2:32.500,Civic Si
19,60,Mark Brylo,STREET - AWD,2:32.590,Evo
20,120,Steve Loudin,TRACK MODIFIED - RWD,2:32.713,ZR1
21,77,Alex Artayet,STREET GT - RWD,2:33.103,M3
22,575,Clay Davidson,STREET MODIFIED - RWD,2:33.554,Mustang
23,117,Jared Garcia,STREET MODIFIED - RWD,2:33.672,S2000
24,22,Jeremy Boysen,STREET GT - RWD,2:34.138,C8
25,151,David McCallister,TRACK MODIFIED - AWD,2:34.420,Lancer Evolution IX
26,625,Samel Meseljevic,STREET - RWD,2:34.636,350Z Nismo
27,35,Alex Westergaard,STREET MODIFIED - RWD,2:34.698,S2000
28,717,Drew Cleaver,STREET GT - AWD,2:34.858,Model 3
29,23,Nilesh Patel,STREET MODIFIED - AWD,2:35.098,EVO 9
30,324,Garrett Tkach,STREET GT - RWD,2:35.196,C5 Z06
31,495,Richard Cho,STREET - RWD,2:35.560,370z
32,66,Ben Thorn,STREET - FWD,2:35.729,Civic
33,511,Peter Granberg,STREET MODIFIED - RWD,2:36.228,BRZ
34,10,Kyoo Lee,STREET - AWD,2:36.685,Lancer Evolution
35,13,Jerami Bailey,STREET MODIFIED - RWD,2:37.535,FRS
36,64,Grant Mullet,STREET GT - RWD,2:37.915,Z06
37,32,Yo Keutla,STREET - RWD,2:39.035,Cayman
38,150,Alexander Moss,STREET MODIFIED - RWD,2:39.176,S2000
39,32,Ron Mullet,TRACK MODIFIED - RWD,2:39.308,Corvette
40,63,Luca Barberis,STREET MODIFIED - AWD,2:39.390,Lancer Evolution IX
41,118,Jason Owens,STREET - FWD,2:39.886,Civic Si
42,103,Wilbur Huang,UNLIMITED - RWD,2:39.980,M4
43,46,Nehru Cheddie,STREET - RWD,2:40.377,M3
44,211,Troy Videkovich,STREET MODIFIED - AWD,2:40.720,WRX
45,777,Dewey DeWitt,STREET - RWD,2:40.904,BRZ
46,619,Taylor Bowling,STREET - RWD,2:41.342,Cayman S
47,512,Savanna Little,STREET MODIFIED - RWD,2:43.102,Skyline
48,76,David Ottobre,STREET MODIFIED - RWD,2:45.358,240sx
49,270,Max Rooney,STREET - FWD,2:46.471,Civic Si
50,135,Charlie Ensslin,UNLIMITED - RWD,2:47.451,Mustang
51,69,Kevin Hardin,STREET - RWD,2:49.001,350z
52,177,Michael Neat,STREET MODIFIED - RWD,2:49.125,FR-S
53,12,Andrew Sonnevil,STREET MODIFIED - RWD,2:51.208,Focus ST
54,56,Patrick Hardin,STREET - FWD,2:53.555,Civic Si
55,440,Taylor Steck,STREET - RWD,2:54.711,350z
56,48,Torry Skurski,STREET - RWD,2:54.830,328i
57,969,Peter Lindberg,SUNDAE CUP / SPECFIT - FWD,3:19.727,Fit
58,197,Mechanical Advantage Unlimited,UNLIMITED - AWD,,Sti
59,108,Jeanette Negri,STREET MODIFIED - RWD,,BRZ
60,55,Charles Miller,STREET - AWD,,Evo IX
61,426,Adam Wood,STREET - AWD,,Impreza
