Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,121,Ryan Mathews,STREET MODIFIED - RWD,2:21.067,Z06
2,86,Jackie Ding,STREET MODIFIED - RWD,2:21.784,Supra #TA90
3,120,Steve Loudin,TRACK MODIFIED - RWD,2:23.138,ZR1
4,150,Alexander Moss,STREET MODIFIED - RWD,2:23.217,S2000
5,130,Coby Shield,STREET GT - RWD,2:25.853,Camaro
6,991,James Rauck,TRACK MODIFIED - RWD,2:26.528,GT2RS
7,62,Brian Blaine,TRACK MODIFIED - RWD,2:26.784,Rx7
8,115,Electron Sport,STREET MODIFIED - RWD,2:29.195,Corvette
9,335,Christopher Bickford,STREET GT - RWD,2:29.267,Corvette
10,502,Jess Moeding,SUPER UNLIMITED - RWD,2:29.631,Howe ASA Purple
11,79,Nicholas Kohrs,STREET MODIFIED - FWD,2:30.282,Civic Si
12,271,Mark Thomsen,TRACK MODIFIED - AWD,2:30.590,GTR
13,330,Vladimir Skirda,STREET - AWD,2:31.007,STi
14,501,Ben Aurich,SUPER UNLIMITED - RWD,2:31.150,Howe ASA Blue
15,52,Nicholas Gardner,TRACK MODIFIED - RWD,2:31.209,Shelby GT500
16,55,Charles Miller,STREET - AWD,2:31.768,Evo IX
17,36,Ben Mich,STREET MODIFIED - RWD,2:31.996,Rx7
18,77,Alex Artayet,STREET GT - RWD,2:32.366,M3
19,298,Orange Crush Racing,STREET MODIFIED - AWD,2:32.567,WRX STI
20,117,Jared Garcia,STREET MODIFIED - RWD,2:32.741,S2000
21,303,Ryan Dussex,UNLIMITED - AWD,2:33.736,WRX
22,575,Clay Davidson,STREET MODIFIED - RWD,2:34.394,Mustang
23,60,Mark Brylo,STREET - AWD,2:34.475,Evo
24,511,Peter Granberg,STREET MODIFIED - RWD,2:34.593,BRZ
25,151,David McCallister,TRACK MODIFIED - AWD,2:34.897,Lancer Evolution IX
26,625,Samel Meseljevic,STREET - RWD,2:35.240,350Z Nismo
27,495,Richard Cho,STREET - RWD,2:35.296,370z
28,717,Drew Cleaver,STREET GT - AWD,2:37.141,Model 3
29,10,Kyoo Lee,STREET - AWD,2:37.310,Lancer Evolution
30,426,Adam Wood,STREET - AWD,2:37.429,Impreza
31,66,Ben Thorn,STREET - FWD,2:38.020,Civic
32,23,Nilesh Patel,STREET MODIFIED - AWD,2:38.448,EVO 9
33,64,Grant Mullet,STREET GT - RWD,2:38.716,Z06
34,35,Alex Westergaard,STREET MODIFIED - RWD,2:38.797,S2000
35,22,Jeremy Boysen,STREET GT - RWD,2:38.941,C8
36,103,Wilbur Huang,UNLIMITED - RWD,2:39.016,M4
37,118,Jason Owens,STREET - FWD,2:39.507,Civic Si
38,63,Luca Barberis,STREET MODIFIED - AWD,2:39.859,Lancer Evolution IX
39,324,Garrett Tkach,STREET GT - RWD,2:40.486,C5 Z06
40,13,Jerami Bailey,STREET MODIFIED - RWD,2:40.860,FRS
41,32,Yo Keutla,STREET - RWD,2:42.164,Cayman
42,777,Dewey DeWitt,STREET - RWD,2:42.535,BRZ
43,46,Nehru Cheddie,STREET - RWD,2:44.294,M3
44,512,Savanna Little,STREET MODIFIED - RWD,2:44.629,Skyline
45,211,Troy Videkovich,STREET MODIFIED - AWD,2:44.915,WRX
46,32,Ron Mullet,TRACK MODIFIED - RWD,2:45.543,Corvette
47,270,Max Rooney,STREET - FWD,2:48.468,Civic Si
48,500,Carl Thomas,SUPER UNLIMITED - RWD,2:51.464,Howe ASA White
49,12,Andrew Sonnevil,STREET MODIFIED - RWD,2:52.069,Focus ST
50,69,Kevin Hardin,STREET - RWD,2:52.456,350z
51,177,Michael Neat,STREET MODIFIED - RWD,2:53.721,FR-S
52,56,Patrick Hardin,STREET - FWD,2:53.860,Civic Si
53,48,Torry Skurski,STREET - RWD,2:57.527,328i
54,440,Taylor Steck,STREET - RWD,3:01.493,350z
55,108,Jeanette Negri,STREET MODIFIED - RWD,3:02.612,BRZ
56,76,David Ottobre,STREET MODIFIED - RWD,,240sx
