Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,120,Steve Loudin,TRACK MODIFIED - RWD,2:23.443,ZR1
2,121,Ryan Mathews,STREET MODIFIED - RWD,2:23.539,Z06
3,130,Coby Shield,STREET GT - RWD,2:26.238,Camaro
4,150,Alexander Moss,STREET MODIFIED - RWD,2:26.839,S2000
5,62,Brian Blaine,TRACK MODIFIED - RWD,2:27.051,Rx7
6,86,Jackie Ding,STREET MODIFIED - RWD,2:28.731,Supra #TA90
7,7,Joshua Halka,STREET - AWD,2:29.451,Impreza WRX
8,55,Charles Miller,STREET - AWD,2:32.360,Evo IX
9,502,Jess Moeding,UNLIMITED - RWD,2:32.861,Howe ASA Purple
10,335,Christopher Bickford,STREET GT - RWD,2:33.677,Corvette
11,330,Vladimir Skirda,STREET - AWD,2:33.908,STi
12,460,Grant Walker,TRACK MODIFIED - RWD,2:33.970,Miata
13,36,Ben Mich,STREET MODIFIED - RWD,2:34.365,Rx7
14,271,Mark Thomsen,TRACK MODIFIED - AWD,2:34.597,GTR
15,991,James Rauck,TRACK MODIFIED - RWD,2:34.816,GT2RS
16,22,Jeremy Boysen,STREET GT - RWD,2:35.984,C8
17,575,Clay Davidson,STREET MODIFIED - RWD,2:36.001,Mustang
18,117,Jared Garcia,STREET MODIFIED - RWD,2:36.452,S2000
19,49,Micaiah Hackbarth,STREET MODIFIED - AWD,2:37.067,TTRS
20,79,Nicholas Kohrs,STREET MODIFIED - FWD,2:37.387,Civic Si
21,511,Peter Granberg,STREET MODIFIED - RWD,2:37.782,BRZ
22,60,Mark Brylo,STREET - AWD,2:38.020,Evo
23,500,Carl Thomas,UNLIMITED - RWD,2:38.238,Howe ASA White
24,426,Adam Wood,STREET - AWD,2:39.373,Impreza
25,103,Wilbur Huang,UNLIMITED - RWD,2:39.442,M4
26,77,Alex Artayet,STREET GT - RWD,2:39.943,M3
27,625,Samel Meseljevic,STREET - RWD,2:40.135,350Z Nismo
28,151,David McCallister,TRACK MODIFIED - AWD,2:40.425,Lancer Evolution IX
29,495,Richard Cho,STREET - RWD,2:42.152,370z
30,32,Yo Keutla,STREET - RWD,2:42.193,Cayman
31,66,Ben Thorn,STREET - FWD,2:42.819,Civic
32,501,Ben Aurich,UNLIMITED - RWD,2:42.845,Howe ASA Blue
33,10,Kyoo Lee,STREET - AWD,2:43.156,Lancer Evolution
34,118,Jason Owens,STREET - FWD,2:44.279,Civic Si
35,777,Dewey DeWitt,STREET - RWD,2:45.005,BRZ
36,619,Taylor Bowling,STREET - RWD,2:46.341,Cayman S
37,63,Luca Barberis,STREET MODIFIED - AWD,2:47.435,Lancer Evolution IX
38,211,Troy Videkovich,STREET MODIFIED - AWD,2:48.221,WRX
39,717,Drew Cleaver,STREET GT - AWD,2:48.401,Model 3
40,23,Nilesh Patel,STREET MODIFIED - AWD,2:54.008,EVO 9
41,135,Charlie Ensslin,UNLIMITED - RWD,2:54.688,Mustang
42,12,Andrew Sonnevil,STREET MODIFIED - RWD,2:55.594,Focus ST
43,48,Torry Skurski,STREET - RWD,10:49.822,328i
44,76,David Ottobre,STREET MODIFIED - RWD,12:49.064,240sx
45,440,Taylor Steck,STREET - RWD,,350z
46,108,Jeanette Negri,STREET MODIFIED - RWD,,BRZ
47,46,Nehru Cheddie,STREET - RWD,,M3
48,303,Ryan Dussex,UNLIMITED - AWD,,WRX
49,69,Kevin Hardin,STREET - RWD,,350z
50,64,Grant Mullet,STREET GT - RWD,,Z06
51,177,Michael Neat,STREET MODIFIED - RWD,,FR-S
52,13,Jerami Bailey,STREET MODIFIED - RWD,,FRS
53,270,Max Rooney,STREET - FWD,,Civic Si
54,35,Alex Westergaard,STREET MODIFIED - RWD,,S2000
55,115,Electron Sport,STREET MODIFIED - RWD,,Corvette
56,56,Patrick Hardin,STREET - FWD,,Civic Si
57,324,Garrett Tkach,STREET GT - RWD,,C5 Z06
58,52,Nicholas Gardner,TRACK MODIFIED - RWD,,Shelby GT500
59,298,Orange Crush Racing,STREET MODIFIED - AWD,,WRX STI
60,32,Ron Mullet,TRACK MODIFIED - RWD,,Corvette
