Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,130,Coby Shield,STREET GT - RWD,2:48.890,Camaro
2,86,Jackie Ding,STREET MODIFIED - RWD,2:53.129,Supra #TA90
3,7,Joshua Halka,STREET - AWD,2:56.031,Impreza WRX
4,330,Vladimir Skirda,STREET - AWD,2:56.572,STi
5,49,Micaiah Hackbarth,STREET MODIFIED - AWD,3:02.892,TTRS
6,991,James Rauck,TRACK MODIFIED - RWD,3:04.880,GT2RS
7,60,Mark Brylo,STREET - AWD,3:04.918,Evo
8,55,Charles Miller,STREET - AWD,3:07.932,Evo IX
9,271,Mark Thomsen,TRACK MODIFIED - AWD,3:08.859,GTR
10,303,Ryan Dussex,UNLIMITED - AWD,3:09.361,WRX
11,426,Adam Wood,STREET - AWD,3:09.770,Impreza
12,120,Steve Loudin,TRACK MODIFIED - RWD,3:10.252,ZR1
13,298,Orange Crush Racing,STREET MODIFIED - AWD,3:10.636,WRX STI
14,151,David McCallister,TRACK MODIFIED - AWD,3:11.228,Lancer Evolution IX
15,62,Brian Blaine,TRACK MODIFIED - RWD,3:11.599,Rx7
16,66,Ben Thorn,STREET - FWD,3:14.099,Civic
17,118,Jason Owens,STREET - FWD,3:14.244,Civic Si
18,495,Richard Cho,STREET - RWD,3:14.524,370z
19,77,Alex Artayet,STREET GT - RWD,3:15.215,M3
20,22,Jeremy Boysen,STREET GT - RWD,3:15.340,C8
21,63,Luca Barberis,STREET MODIFIED - AWD,3:16.281,Lancer Evolution IX
22,511,Peter Granberg,STREET MODIFIED - RWD,3:16.804,BRZ
23,32,Yo Keutla,STREET - RWD,3:17.087,Cayman
24,777,Dewey DeWitt,STREET - RWD,3:17.808,BRZ
25,103,Wilbur Huang,UNLIMITED - RWD,3:18.239,M4
26,12,Andrew Sonnevil,STREET MODIFIED - RWD,3:20.431,Focus ST
27,211,Troy Videkovich,STREET MODIFIED - AWD,3:20.862,WRX
28,32,Ron Mullet,TRACK MODIFIED - RWD,3:21.473,Corvette
29,48,Torry Skurski,STREET - RWD,3:21.990,328i
30,52,Nicholas Gardner,TRACK MODIFIED - RWD,3:22.324,Shelby GT500
31,324,Garrett Tkach,STREET GT - RWD,3:23.331,C5 Z06
32,56,Patrick Hardin,STREET - FWD,3:24.942,Civic Si
33,115,Electron Sport,STREET MODIFIED - RWD,3:26.524,Corvette
34,76,David Ottobre,STREET MODIFIED - RWD,3:28.230,240sx
35,135,Charlie Ensslin,UNLIMITED - RWD,3:39.970,Mustang
36,177,Michael Neat,STREET MODIFIED - RWD,3:42.384,FR-S
37,69,Kevin Hardin,STREET - RWD,3:42.876,350z
38,270,Max Rooney,STREET - FWD,3:49.153,Civic Si
39,13,Jerami Bailey,STREET MODIFIED - RWD,3:52.065,FRS
40,440,Taylor Steck,STREET - RWD,3:56.108,350z
41,108,Jeanette Negri,STREET MODIFIED - RWD,4:03.675,BRZ
