GLTC Race 1 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,82,Eric Kutil,GLTC - FWD,1:41.975,4,7,,25
2,484,Matan Rosenberg,GLTC - RWD,1:42.651,2,7,0.772,21
3,7,Luke Mcgrew,GLTC - RWD,1:42.053,4,7,1.182,18
4,41,James Houghton,GLTC - FWD,1:41.923,4,7,0.629,16
5,330,Eric Magnussen,GLTC - RWD,1:42.779,3,7,4.828,15
6,90,Matt Waldbaum,GLTC - RWD,1:42.715,4,7,0.645,14
7,236,Jon Kozlow,GLTC - RWD,1:43.424,4,7,0.385,13
8,129,James Cathers,GLTC - RWD,1:43.460,5,7,0.995,12
9,184,Eric Jensen,GLTC - RWD,1:43.761,6,7,3.822,11
10,99,Ronnie Vajdak,GLTC - FWD,1:42.749,4,7,1.127,10
11,204,Lealand Wamboldt,GLTC - FWD,1:44.285,4,7,0.646,9
12,917,Lena Chin,GLTC - RWD,1:44.402,4,7,0.719,8
13,72,Dj Alessandrini,GLTC - RWD,1:44.455,5,7,0.916,7
14,715,Salil Shukla,GLTC - RWD,1:44.374,5,7,1.977,6
15,166,Ben Thorn,GLTC - FWD,1:44.276,4,7,0.041,5
16,98,Andrew Rains,GLTC - RWD,1:44.624,4,7,1.376,4
17,83,Carlos Mendez,GLTC - RWD,1:44.569,5,7,0.437,3
18,212,Andy Smedegard,GLTC - RWD,1:45.028,3,7,5.138,2
19,33,Justin Lee,GLTC - RWD,1:45.578,7,7,7.354,1
20,4,Adam Ulrich,GLTC - RWD,1:46.449,5,7,4.57,0
21,124,Peter Collins,GLTC - RWD,1:46.420,5,7,0.825,0
22,71,Joel Morrison,GLTC - RWD,1:46.393,5,7,1.627,0
23,86,Jackie Ding,GLTC - RWD,1:46.447,5,7,0.061,0
24,69,James Forbis,GLTC - RWD,1:46.953,4,7,2.797,0
25,84,Thomas Lathrop,GLTC - RWD,1:47.085,4,7,1.07,0
26,337,Bryan Leonard,GLTC - RWD,1:48.847,3,7,9.713,0
27,171,Clayton Fitzpatrick,GLTC - RWD,1:48.031,4,7,0.457,0
28,38,Ernestas Puzelis,GLTC - RWD,1:48.853,5,7,0.478,0
29,9,Adam Griffith,GLTC - RWD,1:47.559,5,7,3.471,0
30,92,Marcus Luttrell,GLTC - RWD,1:46.879,6,7,1.087,0
31,886,Jason Nguyen,GLTC - RWD,1:46.945,7,7,2.742,0
32,62,Doug Geiger,GLTC - RWD,1:50.509,4,7,8.917,0
33,56,Bob Ross,GLTC - RWD,1:50.683,4,7,0.241,0
34,5,Kevin Bandy,GLTC - RWD,1:51.821,5,7,11.487,0
35,515,Thomas Moss,GLTC - RWD,1:49.415,4,7,7.239,0
36,860,Nathan Manning,GLTC - RWD,1:52.027,5,7,0.287,0
37,16,Robert Mcdaniels,GLTC - RWD,1:52.887,5,7,0.234,0
38,10,Brian Tyson,GLTC - FWD,1:44.487,4,6,1 Lap,0
39,1,Gary Wimble,GLTC - RWD,1:44.167,3,5,1 Lap,0
40,159,Joshua Rubenstein,GLTC - RWD,1:48.390,3,4,1 Lap,0
41,100,Andrew Cowden,GLTC - RWD,1:51.931,3,4,21.197,0
42,136,Austin Cobb,GLTC - RWD,1:48.581,2,3,1 Lap,0
43,888,Dai Nguyen,GLTC - RWD,1:54.659,1,2,1 Lap,0
44,87,Nicholas Stentiford,GLTC - RWD,1:54.423,1,1,1 Lap,0
45,521,Sean Macneil,GLTC - FWD,2:02.581,1,1,15.351,0
