GLTC Race 4 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,484,Matan Rosenberg,GLTC - RWD,2:31.047,5,5,,25
2,3,Jeremy Swenson,GLTC - RWD,2:30.900,5,5,0.306,21
3,34,Austin Hertel,GLTC - RWD,2:31.030,4,5,1.430,18
4,19,Aaron Leichty,GLTC - RWD,2:31.181,3,5,0.589,16
5,7,Luke Mcgrew,GLTC - RWD,2:29.772,2,5,0.849,15
6,94,Andy Smedegard,GLTC - RWD,2:31.045,5,5,1.166,14
7,447,Micaiah Hackbarth,GLTC - RWD,2:31.222,4,5,1.090,13
8,325,Robert Manouchehri,GLTC - RWD,2:31.424,4,5,1.529,12
9,17,Tony Marchev,GLTC - RWD,2:31.021,5,5,1.421,11
10,1,Gary Wimble,GLTC - RWD,2:31.843,2,5,1.494,10
11,90,Matt Waldbaum,GLTC - RWD,2:32.409,4,5,5.806,9
12,2,Erik Meadows,GLTC - RWD,2:33.700,3,5,2.040,8
13,917,Lena Chin,GLTC - RWD,2:34.616,5,5,6.492,7
14,26,Louis Chatroop,GLTC - RWD,2:34.725,4,5,2.465,6
15,13,Ryan Upham,GLTC - RWD,2:33.295,4,5,1.500,5
16,187,Chris Adams,GLTC - RWD,2:34.838,3,5,0.562,4
17,71,Joel Morrison,GLTC - RWD,2:32.879,4,5,2.475,3
18,40,Jeremy Boysen,GLTC - FWD,2:35.472,5,5,2.519,2
19,18,Colton Wade,GLTC - RWD,2:34.980,4,5,1.171,1
20,77,Hans Horpedahl,GLTC - RWD,2:35.654,5,5,3.212,0
21,33,Thing 3 Racing,GLTC - RWD,2:35.580,5,5,0.055,0
22,14,Carlos Mendez,GLTC - RWD,2:35.840,5,5,1.021,0
23,177,Justin Lautz,GLTC - RWD,2:36.445,3,5,4.793,0
24,23,Brian Tyson,GLTC - FWD,2:36.699,5,5,2.388,0
25,113,Wesley Penn,GLTC - RWD,2:35.999,4,5,3.176,0
26,207,Adam Wood,GLTC - RWD,2:37.118,3,5,1.532,0
27,320,Chris Murray,GLTC - RWD,2:37.543,4,5,2.849,0
28,146,Bill Griffin,GLTC - RWD,2:40.898,4,5,6.850,0
29,546,Andy Sundeen,GLTC - RWD,2:39.449,4,5,5.486,0
30,43,Joe Tullo,GLTC - RWD,2:40.724,4,5,6.481,0
31,504,Karl Hertel,GLTC - FWD,2:45.437,5,5,14.265,0
32,213,Robertson Racing,GLTC - RWD,2:35.436,3,4,1 Lap,0
33,202,Jacob Price,GLTC - RWD,2:37.095,3,3,1 Lap,0
34,150,Alex Moss,GLTC - RWD,2:40.311,3,3,32.834,0
35,132,Jake Joraanstad,GLTC - RWD,2:34.464,2,2,1 Lap,0
36,42,Zac Lovoy,GLTC - RWD,2:42.386,1,1,1 Lap,0
