Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,307,Andy Hsiao,STREET MODIFIED - RWD,1:27.582,Corvette Z06
2,106,Jason Kanakry,STREET MODIFIED - RWD,1:27.839,600LT
3,991,Jimmy Rauck,TRACK MODIFIED - RWD,1:28.556,911 GT2RS
4,42,David Marcus,STREET GT - RWD,1:28.984,Supra
5,23,Chris Sewell,STREET MODIFIED - RWD,1:29.469,370z
6,74,Grant Davidson,CLUB TR - FWD,1:29.851,Integra GSR
7,24,Anthony Lusano,CLUB TR - FWD,1:31.991,Civic
8,9,Drew Turner,CLUB TR - RWD,1:32.042,S2000
9,53,Robert Rushton,STREET - FWD,1:32.366,Civic Type R
10,189,Jakob Boedenauer,CLUB TR - RWD,1:32.630,S2000
11,555,Patrick Daugherty,STREET - FWD,1:32.729,Type R
12,696,Fernando Granados,STREET GT - RWD,1:33.976,Supra
13,110,William Gravely,STREET - RWD,1:34.095,911
14,311,Berk Cerci,STREET GT - RWD,1:34.123,Mustang GT
15,5,Zachary Anderson,CLUB TR - RWD,1:34.418,FR-S
16,933,Grant Murphy,CLUB TR - RWD,1:35.208,FR-S
17,540,Douglas Hills,TRACK MODIFIED - FWD,1:35.735,Civic
18,222,Meredith Najewicz,CLUB TR - RWD,1:35.924,BRZ
19,142,Juan Johnson,CLUB TR - RWD,1:36.347,S2000
20,373,Ivan Onofriiciuc,STREET - RWD,1:36.934,370z
21,197,Kendall Samuel,TRACK MODIFIED - AWD,1:37.005,Impreza
22,91,Chris Rice,STREET GT - RWD,1:37.198,Mustang Shelby GT
23,20,Ryan Zupancic,CLUB TR - RWD,1:37.339,Miata
24,277,Brandon Luethye,STREET - AWD,1:37.775,Golf R
25,934,Cameron Boers,STREET - FWD,1:38.171,GTI
26,137,Lisa Keys,STREET MODIFIED - FWD,1:39.193,Civic
27,780,Mark Johnson,STREET - RWD,1:39.920,Miata
28,193,Mark Kilgore,STREET MODIFIED - RWD,1:40.172,135i
29,129,Matt Williams,SUNDAE CUP - RWD,1:40.877,Fit
30,231,Frank Schwartz,SUNDAE CUP - FWD,1:40.889,Cooper
31,616,Nathan Valdez,STREET - AWD,1:41.068,A3
32,75,Jerome Cahuzac,STREET GT - RWD,1:42.285,M2
33,395,Michael Smith,SUNDAE CUP - FWD,1:42.323,Fit
34,130,James Smith,SUNDAE CUP - RWD,1:42.646,Fit
35,175,Cortland Bailey,STREET MODIFIED - RWD,1:43.024,325is
36,139,Kevin Head,SUNDAE CUP - FWD,1:43.065,Fit
37,713,Fernando Dahbura,SUNDAE CUP - FWD,1:43.725,Cooper
38,411,Kyle Carstens,SUNDAE CUP - FWD,1:44.621,Fit
39,201,Faaez Dar,SUNDAE CUP - FWD,1:44.623,Fit
40,301,Stewart Storm,SUNDAE CUP - FWD,1:46.537,Fit
41,8,Christopher Wolf,SUNDAE CUP - FWD,1:47.161,Fit
42,235,Anthony Novelli,SUNDAE CUP - FWD,1:47.501,Fit
43,42,Brandt Vircks,SUNDAE CUP - FWD,1:48.365,Cobalt
44,725,Erik Voelkle,SUNDAE CUP - FWD,1:50.705,Fit
