Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,106,Jason Kanakry,STREET MODIFIED - RWD,1:40.416,600LT
2,7,Tony Barber,STREET - AWD,1:43.003,Impreza WRX
3,23,Chris Sewell,STREET MODIFIED - RWD,1:44.684,370z
4,110,William Gravely,STREET - RWD,1:44.777,911
5,5,Zachary Anderson,CLUB TR - RWD,1:48.092,FR-S
6,231,Frank Schwartz,SUNDAE CUP - FWD,1:49.079,Cooper
7,24,Anthony Lusano,CLUB TR - FWD,1:49.342,Civic
8,272,Brad Balkham,STREET MODIFIED - AWD,1:49.882,EVO X
9,130,James Smith,SUNDAE CUP - RWD,1:50.087,Fit
10,311,Berk Cerci,STREET GT - RWD,1:50.327,Mustang GT
11,142,Juan Johnson,CLUB TR - RWD,1:50.813,S2000
12,395,Michael Smith,SUNDAE CUP - FWD,1:51.303,Fit
13,934,Cameron Boers,STREET - FWD,1:52.079,GTI
14,91,Chris Rice,STREET GT - RWD,1:52.266,Mustang Shelby GT
15,129,Matt Williams,SUNDAE CUP - RWD,1:52.274,Fit
16,474,Derek Durkee,CLUB TR - FWD,1:52.989,Cooper S
17,373,Ivan Onofriiciuc,STREET - RWD,1:54.563,370z
18,235,Anthony Novelli,SUNDAE CUP - FWD,1:54.950,Fit
19,926,James Morgan,SUNDAE CUP - FWD,1:55.305,Fit
20,139,Kevin Head,SUNDAE CUP - FWD,1:55.349,Fit
21,137,Lisa Keys,STREET MODIFIED - FWD,1:55.681,Civic
22,193,Mark Kilgore,STREET MODIFIED - RWD,1:56.708,135i
23,616,Nathan Valdez,STREET - AWD,1:57.072,A3
24,75,Jerome Cahuzac,STREET GT - RWD,1:57.710,M2
25,411,Kyle Carstens,SUNDAE CUP - FWD,1:58.151,Fit
26,713,Fernando Dahbura,SUNDAE CUP - FWD,1:58.347,Cooper
27,42,Brandt Vircks,SUNDAE CUP - FWD,2:00.664,Cobalt
28,93,Derick Hohenshilt,TRACK MODIFIED - FWD,2:00.672,CR-X
29,725,Erik Voelkle,SUNDAE CUP - FWD,2:03.330,Fit
