Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,106,Jason Kanakry,STREET MODIFIED - RWD,1:26.949,600LT
2,307,Andy Hsiao,STREET MODIFIED - RWD,1:27.186,Corvette Z06
3,991,Jimmy Rauck,TRACK MODIFIED - RWD,1:28.333,911 GT2RS
4,42,David Marcus,STREET GT - RWD,1:29.039,Supra
5,23,Chris Sewell,STREET MODIFIED - RWD,1:29.108,370z
6,7,Tony Barber,STREET - AWD,1:30.103,Impreza WRX
7,53,Robert Rushton,STREET - FWD,1:30.778,Civic Type R
8,555,Patrick Daugherty,STREET - FWD,1:31.521,Type R
9,24,Anthony Lusano,CLUB TR - FWD,1:31.626,Civic
10,232,Rod Summers,STREET MODIFIED - RWD,1:31.700,G35
11,74,Grant Davidson,CLUB TR - FWD,1:32.145,Integra GSR
12,9,Drew Turner,CLUB TR - RWD,1:32.398,S2000
13,189,Jakob Boedenauer,CLUB TR - RWD,1:32.575,S2000
14,311,Berk Cerci,STREET GT - RWD,1:32.756,Mustang GT
15,272,Brad Balkham,STREET MODIFIED - AWD,1:33.396,EVO X
16,222,Meredith Najewicz,CLUB TR - RWD,1:33.968,BRZ
17,110,William Gravely,STREET - RWD,1:34.493,911
18,933,Grant Murphy,CLUB TR - RWD,1:34.656,FR-S
19,5,Zachary Anderson,CLUB TR - RWD,1:34.680,FR-S
20,696,Fernando Granados,STREET GT - RWD,1:34.689,Supra
21,373,Ivan Onofriiciuc,STREET - RWD,1:34.964,370z
22,540,Douglas Hills,TRACK MODIFIED - FWD,1:35.634,Civic
23,91,Chris Rice,STREET GT - RWD,1:36.248,Mustang Shelby GT
24,142,Juan Johnson,CLUB TR - RWD,1:36.661,S2000
25,75,Jerome Cahuzac,STREET GT - RWD,1:36.706,M2
26,20,Ryan Zupancic,CLUB TR - RWD,1:36.801,Miata
27,193,Mark Kilgore,STREET MODIFIED - RWD,1:37.686,135i
28,18,Kevin Vue,CLUB TR - FWD,1:37.748,Integra
29,277,Brandon Luethye,STREET - AWD,1:39.087,Golf R
30,780,Mark Johnson,STREET - RWD,1:39.762,Miata
31,934,Cameron Boers,STREET - FWD,1:39.988,GTI
32,129,Matt Williams,SUNDAE CUP - RWD,1:40.518,Fit
33,197,Kendall Samuel,TRACK MODIFIED - AWD,1:40.960,Impreza
34,231,Frank Schwartz,SUNDAE CUP - FWD,1:41.476,Cooper
35,616,Nathan Valdez,STREET - AWD,1:41.572,A3
36,395,Michael Smith,SUNDAE CUP - FWD,1:41.624,Fit
37,130,James Smith,SUNDAE CUP - RWD,1:42.472,Fit
38,713,Fernando Dahbura,SUNDAE CUP - FWD,1:42.530,Cooper
39,139,Kevin Head,SUNDAE CUP - FWD,1:42.551,Fit
40,175,Cortland Bailey,STREET MODIFIED - RWD,1:43.016,325is
41,201,Faaez Dar,SUNDAE CUP - FWD,1:43.686,Fit
42,411,Kyle Carstens,SUNDAE CUP - FWD,1:44.829,Fit
43,137,Lisa Keys,STREET MODIFIED - FWD,1:46.187,Civic
44,301,Stewart Storm,SUNDAE CUP - FWD,1:46.258,Fit
45,8,Christopher Wolf,SUNDAE CUP - FWD,1:46.566,Fit
46,235,Anthony Novelli,SUNDAE CUP - FWD,1:48.259,Fit
47,42,Brandt Vircks,SUNDAE CUP - FWD,1:48.343,Cobalt
48,725,Erik Voelkle,SUNDAE CUP - FWD,1:48.655,Fit
49,959,James Wood,TRACK MODIFIED - RWD,1:48.917,318i
50,197,Kendall Samuel,UNLIMITED - AWD,,Impreza
51,22,Renee Hines,CLUB TR - FWD,,CRX
