Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,934,Cameron Boers,STREET - FWD,1:49.737,GTI
2,129,Matt Williams,SUNDAE CUP - RWD,1:51.413,Fit
3,106,Jason Kanakry,STREET MODIFIED - RWD,1:51.961,600LT
4,5,Zachary Anderson,CLUB TR - RWD,1:53.299,FR-S
5,130,James Smith,SUNDAE CUP - RWD,1:53.329,Fit
6,142,Juan Johnson,CLUB TR - RWD,1:53.573,S2000
7,395,Michael Smith,SUNDAE CUP - FWD,1:53.619,Fit
8,91,Chris Rice,STREET GT - RWD,1:54.630,Mustang Shelby GT
9,110,William Gravely,STREET - RWD,1:54.639,911
10,311,Berk Cerci,STREET GT - RWD,1:54.837,Mustang GT
11,272,Brad Balkham,STREET MODIFIED - AWD,1:55.344,EVO X
12,301,Stewart Storm,SUNDAE CUP - FWD,1:57.283,Fit
13,616,Nathan Valdez,STREET - AWD,1:58.414,A3
14,926,James Morgan,SUNDAE CUP - FWD,1:59.280,Fit
15,235,Anthony Novelli,SUNDAE CUP - FWD,1:59.382,Fit
16,8,Christopher Wolf,SUNDAE CUP - FWD,2:01.556,Fit
17,474,Derek Durkee,CLUB TR - FWD,2:03.924,Cooper S
18,725,Erik Voelkle,SUNDAE CUP - FWD,2:04.061,Fit
19,193,Mark Kilgore,STREET MODIFIED - RWD,2:06.050,135i
20,713,Fernando Dahbura,SUNDAE CUP - FWD,2:08.113,Cooper
21,696,Fernando Granados,STREET GT - RWD,2:13.701,Supra
22,373,Ivan Onofriiciuc,STREET - RWD,2:17.816,370z
23,75,Jerome Cahuzac,STREET GT - RWD,2:21.884,M2
24,411,Kyle Carstens,SUNDAE CUP - FWD,,Fit
25,222,Meredith Najewicz,CLUB TR - RWD,,BRZ
