Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,714,Sasha Anis,UNLIMITED - RWD,51.729,350Z
2,70,Dewey Dewitt,STREET MOD - AWD,55.014,IMPREZA
3,460,Grant Walker,UNLIMITED - FWD,55.445,CIVIC
4,33,Chris Boersma,TRACK MOD - FWD,55.536,CIVIC
5,319,Stefano Lucente,UNLIMITED - RWD,56.802,M2
6,338,Ernestas Puzelis,UNLIMITED - RWD,56.883,CORVETTE C6
7,14,Kal Fortner,STREET MOD - RWD,57.086,AMG GT S
8,29,Kyle Mckiou,STREET MOD - RWD,57.108,GR SUPRA
9,6,Michael Aumick,STREET MOD - AWD,57.663,IMPREZA
10,878,James Houghton,STREET MOD - FWD,57.713 DQ,CIVIC
11,525,Jeremy Lowder,UNLIMITED - RWD,58.261,CAMARO
12,109,Dana Basinski,CLUB TR - RWD,58.727,BRZ
13,330,James Houghton,CLUB TR - FWD,58.800 DQ,CSX
14,713,William Auyeung,UNLIMITED - FWD,58.859,RSX
15,220,Jesse Echanique,TRACK MOD - AWD,59.515,ECLIPSE
16,275,Steven Mahadeo,TRACK MOD - FWD,59.615,CIVIC
17,212,Chris Smith,TRACK MOD - RWD,59.711,1 SERIES
18,555,Joe Mielke,STREET - AWD,59.773,WRX STI
19,511,Peter Granberg,CLUB TR - RWD,59.804,BRZ
20,71,Kevin Horn,STREET GT - RWD,59.805,CAMARO
21,145,Devin Hofmann,STREET MOD - AWD,59.863,WRX
22,727,Mario Mirone,CLUB TR - FWD,59.912,CIVIC
23,34,Andy Voelkel,STREET GT - RWD,1:00.012,CORVETTE
24,531,Evan Weider,CLUB TR - FWD,1:00.118,CIVIC
25,868,Steven Cheng,STREET GT - RWD,1:00.310,M3
26,369,Igor Kesilyov,TRACK MOD - AWD,1:00.326,MODEL 3
27,418,Blake Fitzgerald,CLUB TR - RWD,1:00.370,S2000
28,82,Jaime Santos,STREET - FWD,1:00.542,FOCUS
29,167,Michael Kosior,STREET MOD - AWD,1:00.566,LANCER
30,2,Connor Gallagher,STREET GT - AWD,1:00.606,GT-R
31,994,Nathan Brown,STREET - FWD,1:00.629,GTI
32,115,Zi Lin,STREET GT - RWD,1:00.707,M4
33,313,Otto Munoz,CLUB TR - RWD,1:00.821,S2000
34,470,Eddy Segal,STREET - FWD,1:00.836,CIVIC
35,44,Joel Phillips,STREET GT - RWD,1:00.891,911
36,404,David Bamforth,TRACK MOD - RWD,1:00.945,CAYMAN
37,230,Daniel Persing,CLUB TR - RWD,1:00.945,BRZ
38,514,Evan Mclaren,CLUB TR - FWD,1:01.057,INTEGRA
39,55,Charles Miller,STREET - AWD,1:01.096,LANCER
40,64,Alex Westergaard,TRACK MOD - RWD,1:01.162,S2000
41,80,Chris Nahill,CLUB TR - RWD,1:01.179,BRZ
42,987,Raul Mora,TRACK MOD - AWD,1:01.286,IMPREZA
43,991,Michael Budai,CLUB TR - FWD,1:01.327,CIVIC
44,495,Richard Cho,STREET - RWD,1:01.327,370Z
45,155,Michael Pagano,STREET GT - RWD,1:01.692,M4
46,92,Nate Vincent,TRACK MOD - RWD,1:01.757,190E
47,399,Kevin Kerr,STREET - AWD,1:01.906,LANCER
48,194,Mike Callaway,STREET - AWD,1:02.034,IMPREZA
49,410,Foster Johnson,CLUB TR - RWD,1:02.108,S2000
50,28,Knottfast Motorsports,TRACK MOD - RWD,1:02.158,FR-S
51,49,Christopher Acosta,CLUB TR - FWD,1:02.255,CIVIC
52,880,Dead Boiz Racing,CLUB TR - RWD,1:02.259,FR-S
53,187,Keenan Prusank,STREET GT - RWD,1:02.419,CAMARO
54,53,Benson Tai,CLUB TR - RWD,1:02.495,S2000
55,10,Ian Brown,STREET MOD - FWD,1:02.982,COOPER
56,69,Cody Umbaugh,STREET - FWD,1:03.293,CIVIC
57,5,Ezekiel Malchow,STREET MOD - RWD,1:03.464,MUSTANG
58,442,Logan Geyer,CLUB TR - RWD,1:03.843,BRZ
59,401,Sean Sullivan,STREET - FWD,1:03.935,GOLF GTI
60,36,Daniel Cummings,SUPER UNLIMITED - RWD,1:03.941,360
61,21,Devin Herndon,STREET - FWD,1:03.968,GLA
62,464,Nicholas Babin,CLUB TR - RWD,1:04.287,MX-5 MIATA
63,238,Garrett Gloceri,CLUB TR - RWD,1:04.935,RX-8
64,712,Ian Johnson,CLUB TR - RWD,1:05.126,RX-8
65,142,Juan Johnson,CLUB TR - RWD,1:05.293,S2000
66,130,James Smith,SUNDAE CUP - FWD,1:05.520,FIT
67,232,Andrew Dekoning,TRACK MOD - AWD,1:05.550,MODEL S
68,395,Michael Smith,SUNDAE CUP - FWD,1:05.684,FIT
69,126,Jacob Abbott,SUNDAE CUP - FWD,1:05.883,FIT
70,925,Evan Motl,CLUB TR - RWD,1:06.025,S2000
71,91,Chris Rice,SUNDAE CUP - FWD,1:06.160,FIT
72,419,James Bates,STREET GT - RWD,1:06.311,TRANS AM
73,973,Luke Paglione,CLUBTR - FWD,1:07.166,INTEGRA
74,545,Danny Kruger,SUNDAE CUP - FWD,1:07.174,FIT
75,909,Robertson Racing Mooncake,SUNDAE CUP - FWD,1:07.836,2
76,959,James Wood,TRACK MOD - RWD,1:07.906,RX-7
77,322,Justin Okamoto,CLUB TR - RWD,1:08.584,318I
78,218,Jason Mulderig,CLUB TR - RWD,1:08.657,S2000
79,181,Heretics TimeAttack,SUNDAE CUP - FWD,1:08.662,PROTEGE
80,427,Daley Pagano,STREET - AWD,1:10.016,IMPREZA
81,509,Kevin Wendt,CLUB TR - FWD,1:11.045,CR-X
82,823,Junar Gwinn,SUNDAE CUP - FWD,1:11.202,CR-Z
83,202,Rebekah Cohen,STREET MOD - FWD,1:11.365,CIVIC TYPE R
84,400,Logan Manning,SUNDAE CUP - FWD,1:11.412,FIT
85,197,Mechanical Advantage Racing,UNLIMITED - AWD,1:12.746,IMPREZA
86,505,Isaac Rodriguez,SUNDAE CUP - FWD,1:14.180,2
87,756,Mini Cupper,SUNDAE CUP - FWD,1:19.330,COOPER
88,352,Mark Bucheit,STREET - FWD,3:16.154,CIVIC
89,87,Alan Newsome,STREET MOD - RWD,9:47.800,RX-7
90,76,Ethan Brown,STREET MOD - FWD,,GOLF GTI
91,810,Jonny Grunwald,TRACK MOD - RWD,,RX-7
92,146,Rob Dahm,STREET MOD - RWD,,RX-7
