Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,714,Sasha Anis,UNLIMITED - RWD,51.357,350Z
2,33,Chris Boersma,TRACK MOD - FWD,54.725,CIVIC
3,460,Grant Walker,UNLIMITED - RWD,54.778,MIATA
4,500,Steven Luca,UNLIMITED - RWD,56.044,MUSTANG
5,878,James Houghton,STREET MOD - FWD,56.620 DQ,CIVIC
6,29,Kyle Mckiou,STREET MOD - RWD,57.111,GR SUPRA
7,319,Stefano Lucente,UNLIMITED - RWD,57.324,M2
8,713,William Auyeung,UNLIMITED - FWD,57.398,RSX
9,14,Kal Fortner,STREET MOD - RWD,57.568,AMG GT S
10,338,Ernestas Puzelis,UNLIMITED - RWD,57.698,CORVETTE C6
11,6,Michael Aumick,STREET MOD - AWD,58.109,IMPREZA
12,275,Steven Mahadeo,TRACK MOD - FWD,58.157,CIVIC
13,109,Dana Basinski,CLUB TR - RWD,58.593,BRZ
14,632,Chris Ferraro,STREET MOD - RWD,58.750,M3
15,145,Devin Hofmann,STREET MOD - AWD,58.755,WRX
16,330,James Houghton,CLUB TR - FWD,58.794 DQ,CSX
17,34,Andy Voelkel,STREET GT - RWD,58.845,CORVETTE
18,167,Michael Kosior,STREET MOD - AWD,58.902,LANCER
19,187,Keenan Prusank,STREET GT - RWD,59.323,CAMARO
20,555,Joe Mielke,STREET - AWD,59.400,WRX STI
21,404,David Bamforth,TRACK MOD - RWD,59.481,CAYMAN
22,531,Evan Weider,CLUB TR - FWD,59.488,CIVIC
23,727,Mario Mirone,CLUB TR - FWD,59.536,CIVIC
24,220,Jesse Echanique,TRACK MOD - AWD,59.551,ECLIPSE
25,212,Chris Smith,TRACK MOD - RWD,59.631,1 SERIES
26,333,Tony Barber,STREET - AWD,59.865,MODEL 3
27,71,Kevin Horn,STREET GT - RWD,59.953,CAMARO
28,868,Steven Cheng,STREET GT - RWD,1:00.099,M3
29,82,Jaime Santos,STREET - FWD,1:00.100,FOCUS
30,28,Knottfast Motorsports,TRACK MOD - RWD,1:00.146,FR-S
31,511,Peter Granberg,CLUB TR - RWD,1:00.147,BRZ
32,369,Igor Kesilyov,TRACK MOD - AWD,1:00.286,MODEL 3
33,514,Evan Mclaren,CLUB TR - FWD,1:00.338,INTEGRA
34,470,Eddy Segal,STREET - FWD,1:00.530,CIVIC
35,418,Blake Fitzgerald,CLUB TR - RWD,1:00.623,S2000
36,987,Raul Mora,TRACK MOD - AWD,1:00.771,IMPREZA
