Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
37,925,Evan Motl,CLUB TR - RWD,1:00.868,S2000
38,230,Daniel Persing,CLUB TR - RWD,1:00.878,BRZ
39,2,Connor Gallagher,STREET GT - AWD,1:00.930,GT-R
40,994,Nathan Brown,STREET - FWD,1:00.948,GTI
41,64,Alex Westergaard,TRACK MOD - RWD,1:01.073,S2000
42,313,Otto Munoz,CLUB TR - RWD,1:01.260,S2000
43,194,Mike Callaway,STREET - AWD,1:01.278,IMPREZA
44,80,Chris Nahill,CLUB TR - RWD,1:01.289,BRZ
45,880,Dead Boiz Racing,CLUB TR - RWD,1:01.409,FR-S
46,495,Richard Cho,STREET - RWD,1:01.480,370Z
47,53,Benson Tai,CLUB TR - RWD,1:01.493,S2000
48,991,Michael Budai,CLUB TR - FWD,1:01.529,CIVIC
49,44,Joel Phillips,STREET GT - RWD,1:01.619,911
50,49,Christopher Acosta,CLUB TR - FWD,1:01.816,CIVIC
51,92,Nate Vincent,TRACK MOD - RWD,1:01.920,190E
52,155,Michael Pagano,STREET GT - RWD,1:01.974,M4
53,146,Rob Dahm,STREET MOD - RWD,1:02.467,RX-7
54,76,Ethan Brown,STREET MOD - FWD,1:02.734,GOLF GTI
55,442,Logan Geyer,CLUB TR - RWD,1:02.772,BRZ
56,238,Garrett Gloceri,CLUB TR - RWD,1:02.926,RX-8
57,464,Nicholas Babin,CLUB TR - RWD,1:03.019,MX-5 MIATA
58,5,Ezekiel Malchow,STREET MOD - RWD,1:03.078,MUSTANG
59,69,Cody Umbaugh,STREET - FWD,1:03.091,CIVIC
60,973,Luke Paglione,CLUBTR - FWD,1:03.607,INTEGRA
61,36,Daniel Cummings,SUPER UNLIMITED - RWD,1:03.670,360
62,87,Alan Newsome,STREET MOD - RWD,1:03.876,RX-7
63,10,Ian Brown,STREET MOD - FWD,1:03.963,COOPER
64,401,Sean Sullivan,STREET - FWD,1:03.986,GOLF GTI
65,21,Devin Herndon,STREET - FWD,1:03.990,GLA
66,142,Juan Johnson,CLUB TR - RWD,1:04.516,S2000
67,712,Ian Johnson,CLUB TR - RWD,1:04.725,RX-8
68,419,James Bates,STREET GT - RWD,1:05.257,TRANS AM
69,395,Michael Smith,SUNDAE CUP - FWD,1:05.638,FIT
70,959,James Wood,TRACK MOD - RWD,1:05.715,RX-7
71,91,Chris Rice,SUNDAE CUP - FWD,1:05.750,FIT
72,126,Jacob Abbott,SUNDAE CUP - FWD,1:05.791,FIT
73,130,James Smith,SUNDAE CUP - FWD,1:05.895,FIT
74,909,Robertson Racing Mooncake,SUNDAE CUP - FWD,1:06.020,2
75,352,Mark Bucheit,STREET - FWD,1:07.178,CIVIC
76,545,Danny Kruger,SUNDAE CUP - FWD,1:07.328,FIT
77,218,Jason Mulderig,CLUB TR - RWD,1:07.905,S2000
78,202,Rebekah Cohen,STREET MOD - FWD,1:08.178,CIVIC TYPE R
79,322,Justin Okamoto,CLUB TR - RWD,1:08.197,318I
80,427,Daley Pagano,STREET - AWD,1:08.604,IMPREZA
81,197,Mechanical Advantage Racing,UNLIMITED - AWD,1:09.117,IMPREZA
82,823,Junar Gwinn,SUNDAE CUP - FWD,1:09.720,CR-Z
83,509,Kevin Wendt,CLUB TR - FWD,1:13.362,CR-X
84,400,Logan Manning,SUNDAE CUP - FWD,1:14.855,FIT
85,756,Mini Cupper,SUNDAE CUP - FWD,1:15.927,COOPER
86,505,Isaac Rodriguez,SUNDAE CUP - FWD,1:19.203,2
87,115,Zi Lin,STREET GT - RWD,3:10.556,M4
88,399,Kevin Kerr,STREET - AWD,,LANCER
89,810,Jonny Grunwald,TRACK MOD - RWD,,RX-7
90,232,Andrew Dekoning,TRACK MOD - AWD,,MODEL S
