Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,70,Dewey Dewitt,STREET MOD - AWD,54.524,IMPREZA
2,878,James Houghton,STREET MOD - FWD,54.683,CIVIC
3,338,Ernestas Puzelis,UNLIMITED - RWD,54.847,CORVETTE C6
4,713,William Auyeung,UNLIMITED - FWD,55.046,RSX
5,500,Steven Luca,UNLIMITED - RWD,55.138,MUSTANG
6,6,Michael Aumick,STREET MOD - AWD,55.253,IMPREZA
7,232,Andrew Dekoning,TRACK MOD - AWD,55.855,MODEL S
8,319,Stefano Lucente,UNLIMITED - RWD,56.557,M2
9,525,Jeremy Lowder,UNLIMITED - RWD,57.315,CAMARO
10,275,Steven Mahadeo,TRACK MOD - FWD,57.591,CIVIC
11,14,Kal Fortner,STREET MOD - RWD,57.642,AMG GT S
12,330,James Houghton,CLUB TR - FWD,57.907,CSX
13,555,Joe Mielke,STREET - AWD,58.020,WRX STI
14,167,Michael Kosior,STREET MOD - AWD,58.097,LANCER
15,34,Andy Voelkel,STREET GT - RWD,58.331,CORVETTE
16,145,Devin Hofmann,STREET MOD - AWD,58.415,WRX
17,109,Dana Basinski,CLUB TR - RWD,58.430,BRZ
18,187,Keenan Prusank,STREET GT - RWD,58.624,CAMARO
19,404,David Bamforth,TRACK MOD - RWD,58.676,CAYMAN
20,632,Chris Ferraro,STREET MOD - RWD,58.696,M3
21,727,Mario Mirone,CLUB TR - FWD,58.746,CIVIC
22,531,Evan Weider,CLUB TR - FWD,58.916,CIVIC
23,511,Peter Granberg,CLUB TR - RWD,59.157,BRZ
24,418,Blake Fitzgerald,CLUB TR - RWD,59.236,S2000
25,28,Knottfast Motorsports,TRACK MOD - RWD,59.454,FR-S
26,71,Kevin Horn,STREET GT - RWD,59.510,CAMARO
27,333,Tony Barber,STREET - AWD,59.550,MODEL 3
28,2,Connor Gallagher,STREET GT - AWD,59.577,GT-R
29,82,Jaime Santos,STREET - FWD,59.628,FOCUS
30,868,Steven Cheng,STREET GT - RWD,59.848,M3
31,194,Mike Callaway,STREET - AWD,59.923,IMPREZA
32,987,Raul Mora,TRACK MOD - AWD,59.983,IMPREZA
33,514,Evan Mclaren,CLUB TR - FWD,1:00.088,INTEGRA
34,991,Michael Budai,CLUB TR - FWD,1:00.293,CIVIC
35,470,Eddy Segal,STREET - FWD,1:00.339,CIVIC
36,925,Evan Motl,CLUB TR - RWD,1:00.498,S2000
37,230,Daniel Persing,CLUB TR - RWD,1:00.501,BRZ
38,212,Chris Smith,TRACK MOD - RWD,1:00.514,1 SERIES
39,55,Charles Miller,STREET - AWD,1:00.583,LANCER
40,64,Alex Westergaard,TRACK MOD - RWD,1:00.602,S2000
41,880,Dead Boiz Racing,CLUB TR - RWD,1:00.629,FR-S
42,442,Logan Geyer,CLUB TR - RWD,1:00.972,BRZ
43,197,Mechanical Advantage Racing,UNLIMITED - AWD,1:01.113,IMPREZA
44,80,Chris Nahill,CLUB TR - RWD,1:01.164,BRZ
45,44,Joel Phillips,STREET GT - RWD,1:01.255,911
46,53,Benson Tai,CLUB TR - RWD,1:01.386,S2000
47,313,Otto Munoz,CLUB TR - RWD,1:01.410,S2000
48,155,Michael Pagano,STREET GT - RWD,1:01.433,M4
49,369,Igor Kesilyov,TRACK MOD - AWD,1:01.551,MODEL 3
50,49,Christopher Acosta,CLUB TR - FWD,1:01.634,CIVIC
51,69,Cody Umbaugh,STREET - FWD,1:01.687,CIVIC
52,76,Ethan Brown,STREET MOD - FWD,1:01.817,GOLF GTI
53,238,Garrett Gloceri,CLUB TR - RWD,1:02.028,RX-8
54,994,Nathan Brown,STREET - FWD,1:02.475,GTI
55,5,Ezekiel Malchow,STREET MOD - RWD,1:02.598,MUSTANG
56,87,Alan Newsome,STREET MOD - RWD,1:02.805,RX-7
57,973,Luke Paglione,CLUBTR - FWD,1:02.842,INTEGRA
58,36,Daniel Cummings,SUPER UNLIMITED - RWD,1:02.897,360
59,401,Sean Sullivan,STREET - FWD,1:03.700,GOLF GTI
60,419,James Bates,STREET GT - RWD,1:03.915,TRANS AM
61,712,Ian Johnson,CLUB TR - RWD,1:03.948,RX-8
62,464,Nicholas Babin,CLUB TR - RWD,1:03.986,MX-5 MIATA
63,142,Juan Johnson,CLUB TR - RWD,1:04.029,S2000
64,218,Jason Mulderig,CLUB TR - RWD,1:04.473,S2000
65,126,Jacob Abbott,SUNDAE CUP - FWD,1:05.048,FIT
66,91,Chris Rice,SUNDAE CUP - FWD,1:05.073,FIT
