Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,33,Chris Boersma,TRACK MOD - FWD,55.042,CIVIC
2,70,Dewey Dewitt,STREET MOD - AWD,55.644,IMPREZA
3,338,Ernestas Puzelis,UNLIMITED - RWD,56.704,CORVETTE C6
4,29,Kyle Mckiou,STREET MOD - RWD,56.735,GR SUPRA
5,14,Kal Fortner,STREET MOD - RWD,57.022,AMG GT S
6,319,Stefano Lucente,UNLIMITED - RWD,57.285,M2
7,232,Andrew Dekoning,TRACK MOD - AWD,57.429,MODEL S
8,525,Jeremy Lowder,UNLIMITED - RWD,58.120,CAMARO
9,109,Dana Basinski,CLUB TR - RWD,58.678,BRZ
10,555,Joe Mielke,STREET - AWD,58.795,WRX STI
11,34,Andy Voelkel,STREET GT - RWD,58.869,CORVETTE
12,6,Michael Aumick,STREET MOD - AWD,59.257,IMPREZA
13,187,Keenan Prusank,STREET GT - RWD,59.325,CAMARO
14,511,Peter Granberg,CLUB TR - RWD,59.390,BRZ
15,632,Chris Ferraro,STREET MOD - RWD,59.414,M3
16,369,Igor Kesilyov,TRACK MOD - AWD,59.514,MODEL 3
17,71,Kevin Horn,STREET GT - RWD,59.616,CAMARO
18,531,Evan Weider,CLUB TR - FWD,59.641,CIVIC
19,727,Mario Mirone,CLUB TR - FWD,59.815,CIVIC
20,868,Steven Cheng,STREET GT - RWD,1:00.211,M3
21,230,Daniel Persing,CLUB TR - RWD,1:00.365,BRZ
22,470,Eddy Segal,STREET - FWD,1:00.493,CIVIC
23,713,William Auyeung,UNLIMITED - FWD,1:00.723,RSX
24,145,Devin Hofmann,STREET MOD - AWD,1:00.730,WRX
25,80,Chris Nahill,CLUB TR - RWD,1:00.749,BRZ
26,2,Connor Gallagher,STREET GT - AWD,1:00.828,GT-R
27,167,Michael Kosior,STREET MOD - AWD,1:00.840,LANCER
28,991,Michael Budai,CLUB TR - FWD,1:00.870,CIVIC
29,418,Blake Fitzgerald,CLUB TR - RWD,1:00.954,S2000
30,82,Jaime Santos,STREET - FWD,1:00.979,FOCUS
31,64,Alex Westergaard,TRACK MOD - RWD,1:01.019,S2000
32,313,Otto Munoz,CLUB TR - RWD,1:01.391,S2000
33,115,Zi Lin,STREET GT - RWD,1:01.441,M4
34,880,Dead Boiz Racing,CLUB TR - RWD,1:01.577,FR-S
35,495,Richard Cho,STREET - RWD,1:01.628,370Z
36,399,Kevin Kerr,STREET - AWD,1:01.667,LANCER
37,404,David Bamforth,TRACK MOD - RWD,1:01.745,CAYMAN
38,994,Nathan Brown,STREET - FWD,1:01.892,GTI
39,53,Benson Tai,CLUB TR - RWD,1:02.064,S2000
40,28,Knottfast Motorsports,TRACK MOD - RWD,1:02.178,FR-S
41,155,Michael Pagano,STREET GT - RWD,1:02.932,M4
42,194,Mike Callaway,STREET - AWD,1:02.974,IMPREZA
43,212,Chris Smith,TRACK MOD - RWD,1:02.975,1 SERIES
44,142,Juan Johnson,CLUB TR - RWD,1:03.092,S2000
45,76,Ethan Brown,STREET MOD - FWD,1:03.315,GOLF GTI
46,21,Devin Herndon,STREET - FWD,1:03.397,GLA
47,44,Joel Phillips,STREET GT - RWD,1:03.414,911
48,10,Ian Brown,STREET MOD - FWD,1:03.979,COOPER
49,712,Ian Johnson,CLUB TR - RWD,1:04.115,RX-8
50,401,Sean Sullivan,STREET - FWD,1:04.149,GOLF GTI
51,5,Ezekiel Malchow,STREET MOD - RWD,1:04.285,MUSTANG
52,514,Evan Mclaren,CLUB TR - FWD,1:04.315,INTEGRA
53,55,Charles Miller,STREET - AWD,1:05.253,LANCER
54,69,Cody Umbaugh,STREET - FWD,1:05.493,CIVIC
55,238,Garrett Gloceri,CLUB TR - RWD,1:05.499,RX-8
56,395,Michael Smith,SUNDAE CUP - FWD,1:05.804,FIT
57,36,Daniel Cummings,SUPER UNLIMITED - RWD,1:05.950,360
58,130,James Smith,SUNDAE CUP - FWD,1:06.036,FIT
59,87,Alan Newsome,STREET MOD - RWD,1:06.308,RX-7
60,442,Logan Geyer,CLUB TR - RWD,1:06.447,BRZ
61,126,Jacob Abbott,SUNDAE CUP - FWD,1:06.641,FIT
62,218,Jason Mulderig,CLUB TR - RWD,1:08.159,S2000
63,91,Chris Rice,SUNDAE CUP - FWD,1:08.452,FIT
64,419,James Bates,STREET GT - RWD,1:08.772,TRANS AM
65,352,Mark Bucheit,STREET - FWD,1:09.766,CIVIC
66,427,Daley Pagano,STREET - AWD,1:11.502,IMPREZA
67,400,Logan Manning,SUNDAE CUP - FWD,1:11.504,FIT
68,909,Robertson Racing Mooncake,SUNDAE CUP - FWD,1:12.152,2
69,823,Junar Gwinn,SUNDAE CUP - FWD,1:13.503,CR-Z
70,197,Mechanical Advantage Racing,UNLIMITED - AWD,1:14.404,IMPREZA
71,756,Mini Cupper,SUNDAE CUP - FWD,1:14.516,COOPER
72,202,Rebekah Cohen,STREET MOD - FWD,1:15.761,CIVIC TYPE R
73,505,Isaac Rodriguez,SUNDAE CUP - FWD,1:16.865,2
