Heat 7 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,86,Jackie Ding,STREET MODIFIED - RWD,1:35.680,GR Supra
2,52,Nicholas Gardner,UNLIMITED - RWD,1:38.934,Mustang
3,918,Nick Anderson,UNLIMITED - RWD,1:38.969,Viper
4,100,Andy Hollis,TRACK MODIFIED - RWD,1:39.042,720S
5,106,Jason Kanakry,STREET MODIFIED - RWD,1:39.070,720S
6,313,Tadas Karlinskas,UNLIMITED - RWD,1:39.135,Cayman
7,623,Stan Fayngold,STREET - AWD,1:41.200,Lancer
8,7,Joshua Halka,STREET - AWD,1:41.397,Impreza
9,62,Brian Blaine,TRACK MODIFIED - RWD,1:41.574,RX-7
10,171,Andrius Bertulis,UNLIMITED - RWD,1:41.998,RC F
11,2,Ryan Dussex,UNLIMITED - AWD,1:42.343,Impreza
12,206,Dalton Klein,TRACK MODIFIED - RWD,1:42.786,Corvette
13,35,Alex Westergaard,STREET MODIFIED - RWD,1:43.520,S2000
14,310,Mike Coons,STREET - AWD,1:43.526,Impreza
15,241,Lali Nyiri,TRACK MODIFIED - AWD,1:43.672,Skyline GT-R
16,109,Dana Basinski,CLUB TR - RWD,1:43.718,BRZ
17,74,Grant Davidson,CLUB TR - FWD,1:43.853,Integra
18,55,Charles Miller,STREET - AWD,1:43.908,Lancer
19,570,Kyle Magnuson,STREET GT - RWD,1:44.124,Cayman
20,226,Jerry Liu,STREET MODIFIED - RWD,1:44.193,GR Supra
21,727,Trey Tyler,STREET MODIFIED - AWD,1:44.356,WRX
22,531,Evan Weider,CLUB TR - FWD,1:44.681,Civic
23,347,Nicholas Hendrix,STREET GT - RWD,1:45.040,Corvette
24,437,Cory Ross,TRACK MODIFIED - RWD,1:45.859,M3
25,73,James King,SUPER UNLIMITED - RWD,1:45.987,SR3 RS
26,258,Brent Schneekloth,STREET - AWD,1:45.989,Lancer
27,511,Peter Granberg,CLUB TR - RWD,1:46.116,BRZ
28,469,Rich Enriquez,STREET MODIFIED - RWD,1:46.338,GR Supra
29,627,Mario Mirone,CLUB TR - FWD,1:46.352,Civic
30,13,Jerami Bailey,CLUB TR - RWD,1:46.448,FR-S
31,218,Matt Thompson,TRACK MODIFIED - RWD,1:46.739,Mustang
32,304,Luke Records,STREET GT - RWD,1:47.651,Corvette
33,880,Shane Patza,CLUB TR - RWD,1:47.838,FR-S
34,736,Cody Smith,STREET MODIFIED - RWD,1:47.972,Cutlass
35,309,Tony Starks,STREET - FWD,1:47.975,TL
36,89,Brandon Hodge,STREET GT - RWD,1:48.374,GR Supra
37,320,Nathan Poulson,CLUB TR - RWD,1:48.792,BRZ
38,205,Neal Scharte,STREET MODIFIED - RWD,1:48.911,RX-8
39,600,Jeffrey West,STREET - AWD,1:49.355,Impreza
40,373,Ivan Onofriiciuc,STREET - RWD,1:49.469,370Z
41,199,Ian Flavin,CLUB TR - RWD,1:49.797,BRZ
42,150,Alex Moss,UNLIMITED - RWD,1:49.850,S2000
43,567,Wilson Racing,CLUB TR - RWD,1:50.124,MX-5 Miata
44,750,She Breaks He Fixes,CLUB TR - RWD,1:50.220,FR-S
45,38,Ernestas Puzelis,CLUB TR - RWD,1:50.359,S2000
46,673,Sam Narrow,STREET GT - RWD,1:50.752,Corvette
47,262,Derrick (Dex) Maske,STREET MODIFIED - RWD,1:51.921,S2000
48,740,Alexis Fregoso,CLUB TR - FWD,1:52.255,RSX
49,234,Brad Riemann,STREET - AWD,1:54.273,Focus
50,369,Lucas Urban,SUNDAE CUP - FWD,1:57.821,ZX2
51,943,Rock's Trailer Sales,SUNDAE CUP - FWD,1:57.853,Civic
52,92,Brad Smith,SUNDAE CUP - FWD,1:58.176,Fit
53,47,Nick Lucchesi,STREET - FWD,1:58.482,Civic
54,130,Jim Smitholene,SUNDAE CUP - FWD,1:58.638,Fit
55,826,Jake Abbott,SUNDAE CUP - FWD,2:00.247,Fit
56,235,Anthony Novelli,SUNDAE CUP - FWD,2:00.587,Fit
57,411,Kyle Carstens,SUNDAE CUP - FWD,2:00.631,Fit
58,273,Adam Pessetto,CLUB TR - FWD,2:01.079,Fit
59,594,Rory Lonergan,SUNDAE CUP - FWD,2:02.273,Fit
60,84,Trip Walker,SUNDAE CUP - FWD,2:02.646,Fit
61,362,Mark Bucheit,CLUB TR - FWD,2:02.747,Fit
62,269,Christian Wendland,SUNDAE CUP - FWD,2:07.563,Fit
63,42,Brandt Vircks,SUNDAE CUP - AWD,2:09.178,Legacy
64,510,Piero Pucci,CLUB TR - RWD,,FR-S
65,103,Brandon Oglesby,TRACK MODIFIED - RWD,,135
66,79,Nicholas Kohrs,STREET MODIFIED - FWD,,Civic
