Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,UNLIMITED - RWD,1:31.275,Corvette
2,86,Jackie Ding,STREET MODIFIED - RWD,1:36.562,GR Supra
3,52,Nicholas Gardner,UNLIMITED - RWD,1:39.375,Mustang
4,100,Andy Hollis,TRACK MODIFIED - RWD,1:39.669,720S
5,313,Tadas Karlinskas,UNLIMITED - RWD,1:39.818,Cayman
6,106,Jason Kanakry,STREET MODIFIED - RWD,1:40.416,720S
7,7,Joshua Halka,STREET - AWD,1:41.459,Impreza
8,2,Ryan Dussex,UNLIMITED - AWD,1:42.327,Impreza
9,623,Stan Fayngold,STREET - AWD,1:42.741,Lancer
10,62,Brian Blaine,TRACK MODIFIED - RWD,1:42.848,RX-7
11,171,Andrius Bertulis,UNLIMITED - RWD,1:42.988,RC F
12,74,Grant Davidson,CLUB TR - FWD,1:43.647,Integra
13,206,Dalton Klein,TRACK MODIFIED - RWD,1:43.761,Corvette
14,241,Lali Nyiri,TRACK MODIFIED - AWD,1:44.026,Skyline GT-R
15,103,Brandon Oglesby,TRACK MODIFIED - RWD,1:44.140,135
16,109,Dana Basinski,CLUB TR - RWD,1:44.172,BRZ
17,310,Mike Coons,STREET - AWD,1:44.296,Impreza
18,55,Charles Miller,STREET - AWD,1:44.304,Lancer
19,570,Kyle Magnuson,STREET GT - RWD,1:44.397,Cayman
20,226,Jerry Liu,STREET MODIFIED - RWD,1:44.472,GR Supra
21,35,Alex Westergaard,STREET MODIFIED - RWD,1:44.774,S2000
22,347,Nicholas Hendrix,STREET GT - RWD,1:45.051,Corvette
23,437,Cory Ross,TRACK MODIFIED - RWD,1:45.321,M3
24,531,Evan Weider,CLUB TR - FWD,1:45.785,Civic
25,73,James King,SUPER UNLIMITED - RWD,1:45.878,SR3 RS
26,258,Brent Schneekloth,STREET - AWD,1:46.123,Lancer
27,511,Peter Granberg,CLUB TR - RWD,1:46.151,BRZ
28,89,Brandon Hodge,STREET GT - RWD,1:46.182,GR Supra
29,266,Derek Mews,STREET - RWD,1:46.258,Z
30,627,Mario Mirone,CLUB TR - FWD,1:46.303 UO,Civic
31,727,Trey Tyler,STREET MODIFIED - AWD,1:46.318,WRX
32,260,Alex Roy,TRACK MODIFIED - RWD,1:46.823,M3
33,880,Shane Patza,CLUB TR - RWD,1:47.610,FR-S
34,654,Nick Aegerter,STREET - AWD,1:47.680,Focus
35,736,Cody Smith,STREET MODIFIED - RWD,1:47.704,Cutlass
36,309,Tony Starks,STREET - FWD,1:47.903,TL
37,9,Drew Turner,CLUB TR - RWD,1:47.943,S2000
38,469,Rich Enriquez,STREET MODIFIED - RWD,1:48.209,GR Supra
39,218,Matt Thompson,TRACK MODIFIED - RWD,1:48.540,Mustang
40,41,Foster Johnson,CLUB TR - RWD,1:48.868,S2000
41,600,Jeffrey West,STREET - AWD,1:49.164,Impreza
42,700,Tom Halka,STREET - AWD,1:49.505,Impreza
43,373,Ivan Onofriiciuc,STREET - RWD,1:49.508,370Z
44,150,Alex Moss,UNLIMITED - RWD,1:49.537,S2000
45,199,Ian Flavin,CLUB TR - RWD,1:49.554,BRZ
46,38,Ernestas Puzelis,CLUB TR - RWD,1:49.713,S2000
47,13,Jerami Bailey,CLUB TR - RWD,1:50.099,FR-S
48,28,Knottfast Motorsports,CLUB TR - RWD,1:50.170,FR-S
49,750,She Breaks He Fixes,CLUB TR - RWD,1:50.315,FR-S
50,320,Nathan Poulson,CLUB TR - RWD,1:50.321,BRZ
51,205,Neal Scharte,STREET MODIFIED - RWD,1:50.330,RX-8
52,510,Piero Pucci,CLUB TR - RWD,1:50.714,FR-S
53,234,Brad Riemann,STREET - AWD,1:51.262,Focus
54,567,Wilson Racing,CLUB TR - RWD,1:51.652,MX-5 Miata
55,673,Sam Narrow,STREET GT - RWD,1:52.539,Corvette
56,262,Derrick (Dex) Maske,STREET MODIFIED - RWD,1:53.435,S2000
57,740,Alexis Fregoso,CLUB TR - FWD,1:53.463,RSX
58,163,Duston Nixon,STREET - RWD,1:55.287,350Z
59,130,Jim Smitholene,SUNDAE CUP - FWD,1:57.887,Fit
60,92,Brad Smith,SUNDAE CUP - FWD,1:57.890,Fit
61,244,Aaron Cooper,SUNDAE CUP - FWD,1:57.905,Fit
62,47,Nick Lucchesi,STREET - FWD,1:58.896,Civic
63,826,Jake Abbott,SUNDAE CUP - FWD,1:58.931,Fit
64,943,Rock's Trailer Sales,SUNDAE CUP - FWD,1:59.510,Civic
65,610,Fez Babar,CLUB TR - RWD,1:59.676,GR86
66,273,Adam Pessetto,CLUB TR - FWD,2:00.281,Fit
67,771,Aric Streeter,SUNDAE CUP - FWD,2:00.989,Cooper
68,235,Anthony Novelli,SUNDAE CUP - FWD,2:01.041,Fit
69,594,Rory Lonergan,SUNDAE CUP - FWD,2:02.691,Fit
70,732,Aaron Dukes,CLUB TR - FWD,2:03.075,RSX
71,84,Trip Walker,SUNDAE CUP - FWD,2:04.550,Fit
72,362,Mark Bucheit,CLUB TR - FWD,2:05.248,Fit
73,804,Joey Vance,SUNDAE CUP - FWD,2:06.100,Fit
74,42,Brandt Vircks,SUNDAE CUP - AWD,2:09.926,Legacy
75,269,Christian Wendland,SUNDAE CUP - FWD,2:11.086,Fit
76,79,Nicholas Kohrs,STREET MODIFIED - FWD,,Civic
