Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,UNLIMITED - RWD,1:32.237,Corvette
2,86,Jackie Ding,STREET MODIFIED - RWD,1:36.572,GR Supra
3,313,Tadas Karlinskas,UNLIMITED - RWD,1:39.303,Cayman
4,79,Nicholas Kohrs,STREET MODIFIED - FWD,1:39.448,Civic
5,6,Michael Aumick,STREET MODIFIED - AWD,1:39.719,Impreza
6,106,Jason Kanakry,STREET MODIFIED - RWD,1:40.766,720S
7,100,Andy Hollis,TRACK MODIFIED - RWD,1:41.094,720S
8,241,Lali Nyiri,TRACK MODIFIED - AWD,1:41.294,Skyline GT-R
9,623,Stan Fayngold,STREET - AWD,1:41.541,Lancer
10,7,Joshua Halka,STREET - AWD,1:42.034,Impreza
11,62,Brian Blaine,TRACK MODIFIED - RWD,1:42.786,RX-7
12,52,Nicholas Gardner,UNLIMITED - RWD,1:42.823,Mustang
13,350,Steve Luca,STREET GT - RWD,1:42.924,Mustang
14,2,Ryan Dussex,UNLIMITED - AWD,1:43.351,Impreza
15,109,Dana Basinski,CLUB TR - RWD,1:43.406,BRZ
16,171,Andrius Bertulis,UNLIMITED - RWD,1:43.575,RC F
17,55,Charles Miller,STREET - AWD,1:43.622,Lancer
18,74,Grant Davidson,CLUB TR - FWD,1:43.830,Integra
19,570,Kyle Magnuson,STREET GT - RWD,1:44.364,Cayman
20,266,Derek Mews,STREET - RWD,1:44.679,Z
21,347,Nicholas Hendrix,STREET GT - RWD,1:44.886,Corvette
22,310,Mike Coons,STREET - AWD,1:45.269,Impreza
23,226,Jerry Liu,STREET MODIFIED - RWD,1:45.294,GR Supra
24,103,Brandon Oglesby,TRACK MODIFIED - RWD,1:45.719,135
25,437,Cory Ross,TRACK MODIFIED - RWD,1:45.898,M3
26,73,James King,SUPER UNLIMITED - RWD,1:46.080,SR3 RS
27,627,Mario Mirone,CLUB TR - FWD,1:46.115 UO,Civic
28,511,Peter Granberg,CLUB TR - RWD,1:46.386,BRZ
29,727,Trey Tyler,STREET MODIFIED - AWD,1:46.881,WRX
30,206,Dalton Klein,TRACK MODIFIED - RWD,1:47.116,Corvette
31,258,Brent Schneekloth,STREET - AWD,1:47.334,Lancer
32,469,Rich Enriquez,STREET MODIFIED - RWD,1:47.370,GR Supra
33,610,Fez Babar,CLUB TR - RWD,1:47.498,GR86
34,654,Nick Aegerter,STREET - AWD,1:47.694,Focus
35,218,Matt Thompson,TRACK MODIFIED - RWD,1:47.830,Mustang
36,260,Alex Roy,TRACK MODIFIED - RWD,1:47.833,M3
37,600,Jeffrey West,STREET - AWD,1:47.862,Impreza
38,89,Brandon Hodge,STREET GT - RWD,1:48.547,GR Supra
39,736,Cody Smith,STREET MODIFIED - RWD,1:48.935,Cutlass
40,41,Foster Johnson,CLUB TR - RWD,1:49.333,S2000
41,737,Alex Lundeen,STREET - FWD,1:49.356,SPEED3
42,9,Drew Turner,CLUB TR - RWD,1:49.637,S2000
43,880,Shane Patza,CLUB TR - RWD,1:49.866,FR-S
44,373,Ivan Onofriiciuc,STREET - RWD,1:50.001,370Z
45,199,Ian Flavin,CLUB TR - RWD,1:50.166,BRZ
46,309,Tony Starks,STREET - FWD,1:50.355,TL
47,38,Ernestas Puzelis,CLUB TR - RWD,1:50.378,S2000
48,402,Graham Gaylord,STREET GT - AWD,1:50.391,S3
49,750,She Breaks He Fixes,CLUB TR - RWD,1:50.426,FR-S
50,13,Jerami Bailey,CLUB TR - RWD,1:50.530,FR-S
51,150,Alex Moss,UNLIMITED - RWD,1:50.688,S2000
52,320,Nathan Poulson,CLUB TR - RWD,1:50.921,BRZ
53,700,Tom Halka,STREET - AWD,1:51.189,Impreza
54,510,Piero Pucci,CLUB TR - RWD,1:51.540,FR-S
55,46,Ru Cheddie,STREET - RWD,1:51.672,M3
56,234,Brad Riemann,STREET - AWD,1:51.680,Focus
57,567,Wilson Racing,CLUB TR - RWD,1:52.745,MX-5 Miata
58,28,Knottfast Motorsports,CLUB TR - RWD,1:54.072,FR-S
59,673,Sam Narrow,STREET GT - RWD,1:54.175,Corvette
60,262,Derrick (Dex) Maske,STREET MODIFIED - RWD,1:54.372,S2000
61,163,Duston Nixon,STREET - RWD,1:56.244,350Z
62,130,Jim Smitholene,SUNDAE CUP - FWD,1:58.318,Fit
63,92,Brad Smith,SUNDAE CUP - FWD,1:58.712,Fit
64,244,Aaron Cooper,SUNDAE CUP - FWD,1:59.248,Fit
65,826,Jake Abbott,SUNDAE CUP - FWD,2:00.067,Fit
66,943,Rock's Trailer Sales,SUNDAE CUP - FWD,2:00.238,Civic
67,732,Aaron Dukes,CLUB TR - FWD,2:01.166,RSX
68,273,Adam Pessetto,CLUB TR - FWD,2:01.231,Fit
69,47,Nick Lucchesi,STREET - FWD,2:01.630,Civic
70,771,Aric Streeter,SUNDAE CUP - FWD,2:01.751,Cooper
71,411,Kyle Carstens,SUNDAE CUP - FWD,2:01.875,Fit
72,594,Rory Lonergan,SUNDAE CUP - FWD,2:02.603,Fit
73,235,Anthony Novelli,SUNDAE CUP - FWD,2:04.297,Fit
74,804,Joey Vance,SUNDAE CUP - FWD,2:05.331,Fit
75,84,Trip Walker,SUNDAE CUP - FWD,2:06.548,Fit
76,269,Christian Wendland,SUNDAE CUP - FWD,2:07.393,Fit
77,42,Brandt Vircks,SUNDAE CUP - AWD,2:08.853,Legacy
