Heat 8 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,918,Nick Anderson,UNLIMITED - RWD,1:37.931,Viper
2,52,Nicholas Gardner,UNLIMITED - RWD,1:38.907,Mustang
3,79,Nicholas Kohrs,STREET MODIFIED - FWD,1:39.598,Civic
4,100,Andy Hollis,TRACK MODIFIED - RWD,1:39.602,720S
5,62,Brian Blaine,TRACK MODIFIED - RWD,1:40.848,RX-7
6,106,Jason Kanakry,STREET MODIFIED - RWD,1:40.863,720S
7,623,Stan Fayngold,STREET - AWD,1:41.522,Lancer
8,2,Ryan Dussex,UNLIMITED - AWD,1:41.834,Impreza
9,7,Joshua Halka,STREET - AWD,1:42.030,Impreza
10,171,Andrius Bertulis,UNLIMITED - RWD,1:42.937,RC F
11,109,Dana Basinski,CLUB TR - RWD,1:43.360,BRZ
12,55,Charles Miller,STREET - AWD,1:43.866,Lancer
13,73,James King,SUPER UNLIMITED - RWD,1:44.313,SR3 RS
14,570,Kyle Magnuson,STREET GT - RWD,1:44.496,Cayman
15,310,Mike Coons,STREET - AWD,1:44.768,Impreza
16,531,Evan Weider,CLUB TR - FWD,1:44.821,Civic
17,347,Nicholas Hendrix,STREET GT - RWD,1:45.237,Corvette
18,469,Rich Enriquez,STREET MODIFIED - RWD,1:45.286,GR Supra
19,226,Jerry Liu,STREET MODIFIED - RWD,1:45.523,GR Supra
20,103,Brandon Oglesby,TRACK MODIFIED - RWD,1:45.674,135
21,627,Mario Mirone,CLUB TR - FWD,1:46.539,Civic
22,89,Brandon Hodge,STREET GT - RWD,1:46.972,GR Supra
23,13,Jerami Bailey,CLUB TR - RWD,1:47.121,FR-S
24,309,Tony Starks,STREET - FWD,1:47.560,TL
25,304,Luke Records,STREET GT - RWD,1:48.188,Corvette
26,736,Cody Smith,STREET MODIFIED - RWD,1:48.613,Cutlass
27,373,Ivan Onofriiciuc,STREET - RWD,1:49.307,370Z
28,199,Ian Flavin,CLUB TR - RWD,1:49.614,BRZ
29,510,Piero Pucci,CLUB TR - RWD,1:50.164,FR-S
30,567,Wilson Racing,CLUB TR - RWD,1:50.692,MX-5 Miata
31,700,Tom Halka,STREET - AWD,1:52.204,Impreza
32,673,Sam Narrow,STREET GT - RWD,1:52.270,Corvette
33,262,Derrick (Dex) Maske,STREET MODIFIED - RWD,1:53.720,S2000
34,943,Rock's Trailer Sales,SUNDAE CUP - FWD,1:58.556,Civic
35,369,Lucas Urban,SUNDAE CUP - FWD,1:58.571,ZX2
36,130,Jim Smitholene,SUNDAE CUP - FWD,1:58.934,Fit
37,235,Anthony Novelli,SUNDAE CUP - FWD,2:00.535,Fit
38,594,Rory Lonergan,SUNDAE CUP - FWD,2:01.012,Fit
39,92,Brad Smith,SUNDAE CUP - FWD,2:01.090,Fit
40,42,Brandt Vircks,SUNDAE CUP - AWD,2:14.557,Legacy
41,437,Cory Ross,TRACK MODIFIED - RWD,,M3
42,269,Christian Wendland,SUNDAE CUP - FWD,,Fit
43,320,Nathan Poulson,CLUB TR - RWD,,BRZ
