Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,150,Alex Moss,STREET MODIFIED - RWD,1:28.588,S2000
2,991,Jimmy Rauck,TRACK MODIFIED - RWD,1:30.846,911 GT2RS
3,350,Steve Luca,STREET GT - RWD,1:31.725,GT350R
4,7,Josh Halka,STREET - AWD,1:32.106,WRX
5,35,Alex Westergaard,STREET MODIFIED - RWD,1:32.447,S2000
6,109,Dana Basinski,CLUB TR - RWD,1:32.782,BRZ
7,623,Stan Fayngold,STREET - AWD,1:32.791,Evo X
8,63,Luca Barberis,STREET - AWD,1:32.903,Lancer Evolution 9
9,52,Nicholas Gardner,UNLIMITED - RWD,1:33.226,GT500
10,313,Zachary Moore,STREET MODIFIED - RWD,1:33.328,Corvette
11,333,Tony Barber,STREET - AWD,1:33.452,Model 3 Performance
12,171,Andrius Bertulis,UNLIMITED - RWD,1:33.513,RC F
13,531,Evan Weider,CLUB TR - FWD,1:33.758,Civic
14,511,Peter Granberg,CLUB TR - RWD,1:34.341,BRZ
15,334,Jim Smitholene,CLUB TR - RWD,1:34.434,S2000
16,829,Tim Fleury,TRACK MODIFIED - RWD,1:34.440,Camaro
17,226,Jerry Liu,STREET MODIFIED - RWD,1:34.451,GR Supra
18,525,Christopher Quashnie,TRACK MODIFIED - RWD,1:34.553,Camaro ZL1 1LE
19,27,Mario Mirone,CLUB TR - FWD,1:35.231,Civic
20,310,Mike Coons,STREET - AWD,1:35.435,WRX Sti
21,50,Ruben Manrique,STREET GT - RWD,1:35.544,Supra
22,41,Foster Johnson,CLUB TR - RWD,1:35.569,S2000
23,610,Fez Babar,CLUB TR - RWD,1:35.676,GR86
24,968,Matthew Davey,STREET MODIFIED - FWD,1:35.768,Focus ST
25,470,Edward Segal,STREET - FWD,1:35.799,Civic Type R
26,12,Matthew Koval,CLUB TR - RWD,1:36.048,S2000
27,827,Vito Jin,STREET - RWD,1:36.456,M3
28,284,Ido Waksman,CLUB TR - RWD,1:36.493,128i
29,869,Kevin Vo,CLUB TR - RWD,1:36.619,FR-S
30,351,Michael Barnes,STREET GT - RWD,1:37.244,Shelby GT350
31,736,Cody Smith,STREET MODIFIED - RWD,1:37.593,Cutlass
32,316,Phillip Jue,STREET - RWD,1:38.232,350Z
33,46,Nehru Cheddie,STREET - RWD,1:38.628,E46 M3
34,113,Trip Walker,CLUB TR - RWD,1:38.779,FR-S
35,388,Eric Jancsovics,CLUB TR - RWD,1:38.920,BRZ
36,107,Andre Wenzel,STREET MODIFIED - FWD,1:39.395,RX-7
37,205,Neal Scharte,STREET MODIFIED - RWD,1:39.420,Rx8
38,238,Garrett Gloceri,CLUB TR - RWD,1:39.686,RX-8
39,373,Ivan Onofriiciuc,STREET - RWD,1:40.105,370z
40,828,Matthew Smith,CLUB TR - RWD,1:40.318,S2000
41,96,Sean Heneghan,CLUB TR - FWD,1:40.361,Civic Si
42,20,Arthur Dvortsen,CLUB TR - RWD,1:40.568,MX-5
43,442,Logan Geyer,CLUB TR - RWD,1:40.764,BRZ
44,519,Malindima Sampa,STREET - RWD,1:41.068,350Z
45,28,Azmath Mohammed,CLUB TR - RWD,1:41.113,FR-S
46,743,Devin Giles,STREET MODIFIED - RWD,1:41.191,Cayman S
47,510,Piero Pucci,CLUB TR - RWD,1:41.282,FRS
48,154,Jeff Franson,STREET MODIFIED - AWD,1:42.543,Pulsar
49,998,Thomas Bitterman,CLUB TR - FWD,1:42.942,Civic Si
50,700,Thomas Halka,STREET - AWD,1:43.360,RS
51,144,Kal/Daniel Als Autobody,UNLIMITED - AWD,1:44.107,S4
52,54,Jaime Santos,STREET MODIFIED - RWD,1:44.402,1M
53,169,Dan Mai,CLUB TR - RWD,1:45.037,325i
54,826,Jacob Abbott,SUNDAE CUP - FWD,1:46.763,Fit
55,37,Ekow Mensah,CLUB TR - RWD,1:48.133,Miata
56,235,Anthony Novelli,SUNDAE CUP - FWD,1:48.913,Fit
57,771,Aric Streeter,SUNDAE CUP - FWD,1:48.970,Cooper
58,967,Samuel Gwatkin,STREET GT - RWD,1:49.188,Mustang Cobra
59,594,Rory Lonergan,SUNDAE CUP - FWD,1:49.559,Fit
60,92,Brad Smith,SUNDAE CUP - FWD,1:49.757,Fit
61,230,Team NRB,CLUB TR - FWD,1:50.295,Celica GT
62,909,Becky Burton,SUNDAE CUP - FWD,1:51.827,Mazda 2
63,969,Pete Lindberg,SUNDAE CUP - FWD,1:52.529,Fit
64,201,Faaez Dar,SUNDAE CUP - FWD,1:52.768,Fit
65,725,Erik Voelkle,SUNDAE CUP - FWD,1:53.787,Fit
66,8,Christopher Wolf,SUNDAE CUP - FWD,1:56.109,Fit
67,412,Joe Sabol,STREET - FWD,4:23.671,TSX
68,47,Nicholas Lucchesi,STREET - FWD,,Civic
69,363,Mike Kubiak,STREET GT - RWD,,Corvette
