Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,86,Jackie Ding,STREET MODIFIED - RWD,1:26.372,GR Supra
2,991,Jimmy Rauck,TRACK MODIFIED - RWD,1:28.587,911 GT2RS
3,150,Alex Moss,STREET MODIFIED - RWD,1:28.669,S2000
4,377,Allen Ma,TRACK MODIFIED - RWD,1:31.464,GT3RS
5,7,Josh Halka,STREET - AWD,1:31.918,WRX
6,329,Alex Li,TRACK MODIFIED - RWD,1:32.136,911 GT3
7,54,Jaime Santos,STREET MODIFIED - RWD,1:32.600,1M
8,623,Stan Fayngold,STREET - AWD,1:32.601,Evo X
9,52,Nicholas Gardner,STREET UNLIMITED - RWD,1:32.608,GT500
10,35,Alex Westergaard,STREET MODIFIED - RWD,1:32.770,S2000
11,74,Grant Davidson,CLUB TR - FWD,1:32.842,GSR
12,63,Luca Barberis,STREET - AWD,1:33.220,Lancer Evolution 9
13,109,Dana Basinski,CLUB TR - RWD,1:33.747,BRZ
14,350,Steve Luca,STREET GT - RWD,1:33.902,GT350R
15,9,Drew Turner,STREET MODIFIED - RWD,1:34.134,Supra
16,171,Andrius Bertulis,UNLIMITED - RWD,1:34.330,RC F
17,363,Mike Kubiak,STREET GT - RWD,1:34.499,Corvette
18,531,Evan Weider,CLUB TR - FWD,1:34.700,Civic
19,334,Jim Smitholene,CLUB TR - RWD,1:34.705,S2000
20,226,Jerry Liu,STREET MODIFIED - RWD,1:34.807,GR Supra
21,16,Anish Ramrakhyani,STREET - RWD,1:35.022,Cayman T
22,266,Derek Mews,STREET - RWD,1:35.145,370z
23,773,Keenan Prusank,STREET GT - RWD,1:35.209,Camaro SS 1LE
24,333,Tony Barber,STREET - AWD,1:35.231,Model 3 Performance
25,511,Peter Granberg,CLUB TR - RWD,1:35.282,BRZ
26,50,Ruben Manrique,STREET GT - RWD,1:35.434,Supra
27,310,Mike Coons,STREET - AWD,1:35.828,WRX Sti
28,27,Mario Mirone,CLUB TR - FWD,1:35.885,Civic
29,41,Foster Johnson,CLUB TR - RWD,1:35.998,S2000
30,610,Fez Babar,CLUB TR - RWD,1:36.008,GR86
31,12,Matthew Koval,CLUB TR - RWD,1:36.042,S2000
32,869,Kevin Vo,CLUB TR - RWD,1:36.097,FR-S
33,525,Christopher Quashnie,TRACK MODIFIED - RWD,1:36.209,Camaro ZL1 1LE
34,351,Michael Barnes,STREET GT - RWD,1:36.382,Shelby GT350
35,931,Brad Moore,STREET GT - RWD,1:36.654,M2
36,827,Vito Jin,STREET - RWD,1:36.785,M3
37,829,Tim Fleury,TRACK MODIFIED - RWD,1:36.824,Camaro
38,44,Joel Phillips,TRACK MODIFIED - RWD,1:36.930,Carrera S
39,284,Ido Waksman,CLUB TR - RWD,1:37.766,128i
40,470,Edward Segal,STREET - FWD,1:37.768,Civic Type R
41,144,Kal/Daniel Als Autobody,UNLIMITED - AWD,1:37.784,S4
42,736,Cody Smith,STREET MODIFIED - RWD,1:38.569,Cutlass
43,95,Darian Taggart,CLUB TR - RWD,1:38.627,S2000
44,46,Nehru Cheddie,STREET - RWD,1:39.134,E46 M3
45,205,Neal Scharte,STREET MODIFIED - RWD,1:39.309,Rx8
46,316,Phillip Jue,STREET - RWD,1:39.441,350Z
47,388,Eric Jancsovics,CLUB TR - RWD,1:39.487,BRZ
48,700,Thomas Halka,STREET - AWD,1:39.566,RS
49,96,Sean Heneghan,CLUB TR - FWD,1:39.894,Civic Si
50,107,Andre Wenzel,STREET MODIFIED - FWD,1:40.383,RX-7
51,519,Malindima Sampa,STREET - RWD,1:40.409,350Z
52,238,Garrett Gloceri,CLUB TR - RWD,1:40.455,RX-8
53,28,Azmath Mohammed,CLUB TR - RWD,1:40.471,FR-S
54,113,Trip Walker,CLUB TR - RWD,1:40.610,FR-S
55,373,Ivan Onofriiciuc,STREET - RWD,1:41.476,370z
56,20,Arthur Dvortsen,CLUB TR - RWD,1:41.573,MX-5
57,828,Matthew Smith,CLUB TR - RWD,1:41.619,S2000
58,510,Piero Pucci,CLUB TR - RWD,1:41.804,FRS
59,442,Logan Geyer,CLUB TR - RWD,1:42.032,BRZ
60,743,Devin Giles,STREET MODIFIED - RWD,1:42.316,Cayman S
61,998,Thomas Bitterman,CLUB TR - FWD,1:44.011,Civic Si
62,169,Dan Mai,CLUB TR - RWD,1:44.676,325i
63,47,Nicholas Lucchesi,STREET - FWD,1:47.160,Civic
64,826,Jacob Abbott,SUNDAE CUP - FWD,1:47.258,Fit
65,37,Ekow Mensah,CLUB TR - RWD,1:47.973,Miata
66,235,Anthony Novelli,SUNDAE CUP - FWD,1:48.193,Fit
67,594,Rory Lonergan,SUNDAE CUP - FWD,1:49.018,Fit
68,92,Brad Smith,SUNDAE CUP - FWD,1:49.121,Fit
69,412,Joe Sabol,STREET - FWD,1:49.412,TSX
70,771,Aric Streeter,SUNDAE CUP - FWD,1:50.092,Cooper
71,969,Pete Lindberg,SUNDAE CUP - FWD,1:51.311,Fit
72,8,Christopher Wolf,SUNDAE CUP - FWD,1:51.744,Fit
73,201,Faaez Dar,SUNDAE CUP - FWD,1:52.033,Fit
74,411,Kyle Carstens,SUNDAE CUP - FWD,1:52.520,Fit
75,725,Erik Voelkle,SUNDAE CUP - FWD,1:55.326,Fit
