Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,86,Jackie Ding,STREET MODIFIED - RWD,1:30.267,GR Supra
2,377,Allen Ma,TRACK MODIFIED - RWD,1:34.776,GT3RS
3,35,Alex Westergaard,STREET MODIFIED - RWD,1:34.869,S2000
4,329,Alex Li,TRACK MODIFIED - RWD,1:35.942,911 GT3
5,226,Jerry Liu,STREET MODIFIED - RWD,1:36.133,GR Supra
6,829,Tim Fleury,TRACK MODIFIED - RWD,1:36.336,Camaro
7,27,Mario Mirone,CLUB TR - FWD,1:36.433,Civic
8,9,Drew Turner,STREET MODIFIED - RWD,1:36.489,Supra
9,54,Jaime Santos,STREET MODIFIED - RWD,1:36.573,1M
10,41,Foster Johnson,CLUB TR - RWD,1:36.688,S2000
11,12,Matthew Koval,CLUB TR - RWD,1:37.513,S2000
12,63,Luca Barberis,STREET - AWD,1:37.612,Lancer Evolution 9
13,313,Zachary Moore,STREET MODIFIED - RWD,1:38.343,Corvette
14,869,Kevin Vo,CLUB TR - RWD,1:39.046,FR-S
15,144,Kal/Daniel Als Autobody,UNLIMITED - AWD,1:39.586,S4
16,931,Brad Moore,STREET GT - RWD,1:39.837,M2
17,19,Scott Hollingsworth,STREET MODIFIED - RWD,1:39.867,S2000
18,95,Darian Taggart,CLUB TR - RWD,1:40.346,S2000
19,316,Phillip Jue,STREET - RWD,1:40.515,350Z
20,827,Vito Jin,STREET - RWD,1:40.588,M3
21,266,Derek Mews,STREET - RWD,1:40.968,370z
22,44,Joel Phillips,TRACK MODIFIED - RWD,1:41.241,Carrera S
23,736,Cody Smith,STREET MODIFIED - RWD,1:41.720,Cutlass
24,28,Azmath Mohammed,CLUB TR - RWD,1:41.902,FR-S
25,238,Garrett Gloceri,CLUB TR - RWD,1:43.226,RX-8
26,20,Arthur Dvortsen,CLUB TR - RWD,1:43.311,MX-5
27,113,Trip Walker,CLUB TR - RWD,1:43.529,FR-S
28,828,Matthew Smith,CLUB TR - RWD,1:43.598,S2000
29,519,Malindima Sampa,STREET - RWD,1:43.775,350Z
30,442,Logan Geyer,CLUB TR - RWD,1:44.537,BRZ
31,373,Ivan Onofriiciuc,STREET - RWD,1:44.865,370z
32,510,Piero Pucci,CLUB TR - RWD,1:46.732,FRS
33,826,Jacob Abbott,SUNDAE CUP - FWD,1:48.506,Fit
34,169,Dan Mai,CLUB TR - RWD,1:48.958,325i
35,7,Josh Halka,STREET - AWD,1:49.198,WRX
36,109,Dana Basinski,CLUB TR - RWD,1:50.723,BRZ
37,92,Brad Smith,SUNDAE CUP - FWD,1:50.915,Fit
38,235,Anthony Novelli,SUNDAE CUP - FWD,1:51.563,Fit
39,411,Kyle Carstens,SUNDAE CUP - FWD,1:51.923,Fit
40,334,Jim Smitholene,CLUB TR - RWD,1:52.444,S2000
41,47,Nicholas Lucchesi,STREET - FWD,1:52.534,Civic
42,412,Joe Sabol,STREET - FWD,1:52.728,TSX
43,594,Rory Lonergan,SUNDAE CUP - FWD,1:52.894,Fit
44,171,Andrius Bertulis,UNLIMITED - RWD,1:53.216,RC F
45,201,Faaez Dar,SUNDAE CUP - FWD,1:53.927,Fit
46,8,Christopher Wolf,SUNDAE CUP - FWD,1:54.572,Fit
47,610,Fez Babar,CLUB TR - RWD,1:55.239,GR86
48,725,Erik Voelkle,SUNDAE CUP - FWD,1:55.332,Fit
49,74,Grant Davidson,CLUB TR - FWD,1:55.656,GSR
50,284,Ido Waksman,CLUB TR - RWD,1:56.140,128i
51,968,Matthew Davey,STREET MODIFIED - FWD,1:56.655,Focus ST
52,230,Team NRB,CLUB TR - FWD,1:56.903,Celica GT
53,310,Mike Coons,STREET - AWD,1:57.287,WRX Sti
54,909,Becky Burton,SUNDAE CUP - FWD,1:57.551,Mazda 2
55,967,Samuel Gwatkin,STREET GT - RWD,1:58.818,Mustang Cobra
56,511,Peter Granberg,CLUB TR - RWD,1:58.865,BRZ
57,333,Tony Barber,STREET - AWD,2:01.418,Model 3 Performance
58,998,Thomas Bitterman,CLUB TR - FWD,2:01.808,Civic Si
59,470,Edward Segal,STREET - FWD,2:02.237,Civic Type R
60,96,Sean Heneghan,CLUB TR - FWD,2:02.801,Civic Si
61,531,Evan Weider,CLUB TR - FWD,2:03.267,Civic
62,388,Eric Jancsovics,CLUB TR - RWD,2:04.763,BRZ
63,525,Christopher Quashnie,TRACK MODIFIED - RWD,2:04.873,Camaro ZL1 1LE
64,743,Devin Giles,STREET MODIFIED - RWD,2:06.059,Cayman S
65,37,Ekow Mensah,CLUB TR - RWD,2:06.495,Miata
66,46,Nehru Cheddie,STREET - RWD,2:10.513,E46 M3
67,771,Aric Streeter,SUNDAE CUP - FWD,2:20.119,Cooper
68,205,Neal Scharte,STREET MODIFIED - RWD,2:21.100,Rx8
69,700,Thomas Halka,STREET - AWD,2:22.865,RS
70,6,Michael Aumick,STREET MODIFIED - AWD,,WRX Sti
71,107,Andre Wenzel,STREET MODIFIED - FWD,,RX-7
