Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,113,William Au-Yeung,UNLIMITED - FWD,1:22.982,Civic
2,5,Luke McGrew,TRACK MODIFIED - RWD,1:28.544,Viper ACR
3,33,Chris Boersma,TRACK MODIFIED - FWD,1:29.838,Civic
4,222,Kevin Wesley,UNLIMITED - RWD,1:30.489,Challenger Hellcat Redeye
5,71,Joel Morrison,TRACK MODIFIED - RWD,1:30.569,s2000
6,106,Feras Qartoumy,TRACK MODIFIED - RWD,1:31.535,Corvette Z06
7,711,Phillip Grabow,UNLIMITED - AWD,1:32.158,STI
8,188,DWIGHT KELLY,UNLIMITED - RWD,1:32.317,M3
9,520,Andrew Cassidy,UNLIMITED - RWD,1:32.911,RX-7
10,716,Blue By You Racing,STREET MODIFIED - RWD,1:33.079,Corvette
11,927,Alex Gallardo,UNLIMITED - RWD,1:34.069,350Z
12,715,Blue By You Racing,STREET MODIFIED - RWD,1:35.034,Mustang Boss 302
13,916,Savanna Little,UNLIMITED - RWD,1:35.227,350z
14,286,Hamilton Harris,TRACK MODIFIED - RWD,1:35.295,Exige
15,130,Coby Shield,STREET GT - RWD,1:35.476,Camaro
16,285,Brian Tyson,TRACK MODIFIED - FWD,1:35.515,Focus ST
17,55,Michael Pagano,STREET MODIFIED - RWD,1:35.919,330ci
18,86,Jackie Ding,STREET MODIFIED - RWD,1:36.451,GR Supra #TA90
19,28,Peter Zhang,STREET MODIFIED - AWD,1:36.818,WRX
20,575,Clay Davidson,STREET MODIFIED - RWD,1:36.947,Mustang
21,110,Chinchi Chiang,STREET MODIFIED - FWD,1:37.003,Civic Type-R
22,127,Mark Thomsen,TRACK MODIFIED - AWD,1:37.101,GTR
23,160,Nick Wehe,TRACK MODIFIED - RWD,1:37.296,S14
24,212,Kevin Wesley,TRACK MODIFIED - RWD,1:37.781,Challenger Scat Pack
25,34,Austin Hertel,STREET - RWD,1:37.997,370z
26,777,Joshua Halka,STREET - AWD,1:38.504,WRX
27,88,Fiona Lou,STREET MODIFIED - RWD,1:38.933,S2000
28,212,Jeff Mccullough,STREET GT - RWD,1:39.101,Corvette
29,136,Roderick Summers,STREET MODIFIED - RWD,1:39.591,G35
30,56,Charles Miller,STREET - AWD,1:39.596,Evo IX
31,10,Yo Keutla,STREET GT - RWD,1:39.912,Cayman S
32,714,Blue By You Racing,UNLIMITED - RWD,1:40.117,Mustang
33,719,James Mehl,TRACK MODIFIED - RWD,1:40.129,S2000
34,555,Dainius Radzevicius,STREET - AWD,1:40.367,Impreza wrx sti
35,500,Chris Allen,STREET GT - RWD,1:40.440,Mustang GT
36,133,Corrin Tyson,STREET - FWD,1:40.498,Civic Type R
37,12,Andrew Sonnevil,ROADSTER MODIFIED - RWD,1:40.508,Miata
38,190,Chinchi Chiang,STREET GT - RWD,1:40.588,GR Supra
39,259,Nathan Park,STREET MODIFIED - AWD,1:40.917,Evo X
40,36,Ben Mich,STREET MODIFIED - RWD,1:40.922,RX-7
41,183,Hunter Harris,STREET GT - RWD,1:41.152,Exige
42,318,Matthew Thompson,TRACK MODIFIED - RWD,1:41.612,Mustang
43,151,David McCallister,TRACK MODIFIED - AWD,1:41.669,Lancer Evo IX
44,299,Nishant Patel,UNLIMITED - RWD,1:41.804,350z
45,79,Frederico Assuncao,TRACK MODIFIED - AWD,1:42.081,Jetta GLI
46,981,Sarah Coleman,STREET - RWD,1:42.781,Caymen S 981
47,787,Gary Burris jr,STREET GT - AWD,1:42.993,Skyline GTR
48,505,Tim Beek,STREET - RWD,1:43.471,S2000
49,137,Sean Chapman,STREET MODIFIED - AWD,1:43.686,WRX
50,234,Brad Riemann,STREET - AWD,1:43.729,Focus RS
51,46,Nehru Cheddie,STREET - RWD,1:43.829,M3
52,14,Kal Fortner,STREET MODIFIED - AWD,1:44.041,S4
53,312,TF Works,STREET MODIFIED - FWD,1:44.590,RSX
54,350,Dhruv Bhavsar,STREET - AWD,1:45.028,Focus RS
55,24,Les Epps,STREET - FWD,1:45.442,Integra
56,226,Ian Jagor,STREET - RWD,1:45.584,335i Touring
57,401,silvio zucchet,STREET - RWD,1:46.228,BRZ
58,120,Jason Jones,TRACK MODIFIED - RWD,1:46.338,350z
59,60,Mark Brylo,STREET - AWD,1:46.755,Lancer Evolution
60,424,Michael Norman,STREET - AWD,1:47.087,STi Hatch
61,680,Liam Laurence,STREET MODIFIED - AWD,1:47.936,Impreza
62,959,James Wood,STREET MODIFIED - RWD,1:48.432,RX7
63,20,Erik Meadows,TRACK MODIFIED - RWD,1:48.572,Miata
64,224,Casey Heldman,STREET - RWD,1:49.106,BRZ Limited w/ Performance Package
65,277,Kevin Marques,STREET - FWD,1:49.190,Civic
66,319,Alejandro Campos,STREET - RWD,1:49.628,S2000
67,333,Brayden Connolly,TRACK MODIFIED - RWD,1:49.747,X1/9
68,238,Andrew Meek,UNLIMITED - FWD,1:50.015,INTEGRA
69,316,Robert Nelson,UNLIMITED - RWD,1:50.431,X19
70,269,Shawn Bassett,SUPER UNLIMITED - RWD,1:51.525,240Z
71,871,Kamil Dziwisz,TRACK MODIFIED - FWD,1:51.701,Rsx
72,886,Phillip Oliviera,STREET - RWD,1:51.852,FRS
73,121,Joseph King,STREET - FWD,1:54.178,Festiva
74,48,Torry Skurski,TRACK MODIFIED - RWD,1:54.311,328i
75,138,David Bruner,ROADSTER MODIFIED - RWD,1:54.766,Miata
76,228,Brian Phillips,STREET GT - RWD,1:55.055,Skyline GTR
