Heat 7 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,106,Feras Qartoumy,TRACK MODIFIED - RWD,1:29.698,Corvette Z06
2,33,Chris Boersma,TRACK MODIFIED - FWD,1:30.886,Civic
3,71,Joel Morrison,TRACK MODIFIED - RWD,1:30.935,s2000
4,520,Andrew Cassidy,UNLIMITED - RWD,1:30.994,RX-7
5,222,Kevin Wesley,UNLIMITED - RWD,1:31.755,Challenger Hellcat Redeye
6,927,Alex Gallardo,UNLIMITED - RWD,1:32.493,350Z
7,412,Sally McNulty,STREET MODIFIED - AWD,1:32.532,Sti
8,188,DWIGHT KELLY,UNLIMITED - RWD,1:32.558,M3
9,163,Tony Fuentes,TRACK MODIFIED - RWD,1:33.842,M4
10,714,Blue By You Racing,UNLIMITED - RWD,1:33.867,Mustang
11,716,Blue By You Racing,STREET MODIFIED - RWD,1:34.069,Corvette
12,281,Anthony Nguyen,STREET MODIFIED - RWD,1:34.507,BRZ
13,130,Coby Shield,STREET GT - RWD,1:34.567,Camaro
14,86,Jackie Ding,STREET MODIFIED - RWD,1:35.088,GR Supra #TA90
15,28,Peter Zhang,STREET MODIFIED - AWD,1:35.972,WRX
16,127,Mark Thomsen,TRACK MODIFIED - AWD,1:36.065,GTR
17,34,Austin Hertel,STREET - RWD,1:37.227,370z
18,160,Nick Wehe,TRACK MODIFIED - RWD,1:37.248,S14
19,212,Kevin Wesley,TRACK MODIFIED - RWD,1:37.774,Challenger Scat Pack
20,55,Michael Pagano,STREET MODIFIED - RWD,1:38.151,330ci
21,312,TF Works,STREET MODIFIED - FWD,1:38.328,RSX
22,60,Mark Brylo,STREET - AWD,1:39.093,Lancer Evolution
23,512,Jeff Mccullough,STREET GT - RWD,1:39.138,Corvette
24,777,Joshua Halka,STREET - AWD,1:39.259,WRX
25,190,Chinchi Chiang,STREET GT - RWD,1:39.268,GR Supra
26,133,Corrin Tyson,STREET - FWD,1:39.392,Civic Type R
27,183,Hunter Harris,STREET GT - RWD,1:39.527,Exige
28,719,James Mehl,TRACK MODIFIED - RWD,1:39.571,S2000
29,12,Andrew Sonnevil,ROADSTER MODIFIED - RWD,1:40.151,Miata
30,36,Ben Mich,STREET MODIFIED - RWD,1:40.233,RX-7
31,259,Nathan Park,STREET MODIFIED - AWD,1:40.416,Evo X
32,318,Matthew Thompson,TRACK MODIFIED - RWD,1:40.770,Mustang
33,871,Kamil Dziwisz,TRACK MODIFIED - FWD,1:40.906,Rsx
34,136,Roderick Summers,STREET MODIFIED - RWD,1:41.073,G35
35,151,David McCallister,TRACK MODIFIED - AWD,1:41.195,Lancer Evo IX
36,79,Frederico Assuncao,TRACK MODIFIED - AWD,1:41.277,Jetta GLI
37,500,Chris Allen,STREET GT - RWD,1:41.280,Mustang GT
38,299,Nishant Patel,UNLIMITED - RWD,1:42.680,350z
39,386,Tyler Starr,TRACK MODIFIED - RWD,1:42.933,FRS
40,981,Sarah Coleman,STREET - RWD,1:43.539,Caymen S 981
41,787,Gary Burris jr,STREET GT - AWD,1:43.557,Skyline GTR
42,14,Kal Fortner,STREET MODIFIED - AWD,1:43.656,S4
43,350,Dhruv Bhavsar,STREET - AWD,1:44.800,Focus RS
44,137,Sean Chapman,STREET MODIFIED - AWD,1:44.838,WRX
45,120,Jason Jones,TRACK MODIFIED - RWD,1:45.354,350z
46,401,silvio zucchet,STREET - RWD,1:45.450,BRZ
47,424,Michael Norman,STREET - AWD,1:47.122,STi Hatch
48,224,Casey Heldman,STREET - RWD,1:47.190,BRZ Limited w/ Performance Package
49,269,Shawn Bassett,SUPER UNLIMITED - RWD,1:47.393,240Z
50,680,Liam Laurence,STREET MODIFIED - AWD,1:47.414,Impreza
51,162,Scott Johnston,TRACK MODIFIED - RWD,1:47.592,Miata
52,959,James Wood,STREET MODIFIED - RWD,1:48.756,RX7
53,277,Kevin Marques,STREET - FWD,1:49.280,Civic
54,319,Alejandro Campos,STREET - RWD,1:49.787,S2000
55,886,Phillip Oliviera,STREET - RWD,1:50.129,FRS
56,316,Robert Nelson,UNLIMITED - RWD,1:50.625,X19
57,20,Erik Meadows,TRACK MODIFIED - RWD,1:51.473,Miata
58,48,Torry Skurski,TRACK MODIFIED - RWD,1:53.212,328i
59,220,Troy Pung,STREET - RWD,1:54.021,M3
60,197,Kendall Samuel,UNLIMITED - AWD,1:56.078,Impreza WRX
61,134,David Albrecht,STREET - RWD,1:57.021,RX-8
62,138,David Bruner,ROADSTER MODIFIED - RWD,1:58.063,Miata
63,325,Michael Hoffman,ROADSTER MODIFIED - RWD,1:59.101,Miata
64,232,Jordan Nichols,STREET - RWD,2:30.081,Miata
65,41,James Houghton,UNLIMITED - FWD,,Integra
