Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,113,William Au-Yeung,UNLIMITED - FWD,1:19.962,Civic
2,41,James Houghton,UNLIMITED - FWD,1:24.399,Integra
3,5,Luke McGrew,TRACK MODIFIED - RWD,1:27.990,Viper ACR
4,711,Phillip Grabow,UNLIMITED - AWD,1:30.097,STI
5,188,DWIGHT KELLY,UNLIMITED - RWD,1:30.143,M3
6,222,Kevin Wesley,UNLIMITED - RWD,1:30.498,Challenger Hellcat Redeye
7,71,Joel Morrison,TRACK MODIFIED - RWD,1:30.617,s2000
8,106,Feras Qartoumy,TRACK MODIFIED - RWD,1:30.944,Corvette Z06
9,33,Chris Boersma,TRACK MODIFIED - FWD,1:31.688,Civic
10,172,Derek Boyd,UNLIMITED - AWD,1:32.100,Evo
11,927,Alex Gallardo,UNLIMITED - RWD,1:33.476,350Z
12,715,Blue By You Racing,STREET MODIFIED - RWD,1:34.237,Mustang Boss 302
13,130,Coby Shield,STREET GT - RWD,1:35.356,Camaro
14,86,Jackie Ding,STREET MODIFIED - RWD,1:36.066,GR Supra #TA90
15,412,Sally McNulty,STREET MODIFIED - AWD,1:36.387,Sti
16,714,Blue By You Racing,UNLIMITED - RWD,1:36.906,Mustang
17,28,Peter Zhang,STREET MODIFIED - AWD,1:37.109,WRX
18,160,Nick Wehe,TRACK MODIFIED - RWD,1:37.380,S14
19,281,Anthony Nguyen,STREET MODIFIED - RWD,1:37.522,BRZ
20,56,Charles Miller,STREET - AWD,1:37.661,Evo IX
21,127,Mark Thomsen,TRACK MODIFIED - AWD,1:37.866,GTR
22,34,Austin Hertel,STREET - RWD,1:38.523,370z
23,212,Kevin Wesley,TRACK MODIFIED - RWD,1:38.722,Challenger Scat Pack
24,777,Joshua Halka,STREET - AWD,1:38.879,WRX
25,190,Chinchi Chiang,STREET GT - RWD,1:39.237,GR Supra
26,555,Dainius Radzevicius,STREET - AWD,1:39.449,Impreza wrx sti
27,312,TF Works,STREET MODIFIED - FWD,1:39.848,RSX
28,212,Jeff Mccullough,STREET GT - RWD,1:40.026,Corvette
29,420,levi brown,TRACK MODIFIED - FWD,1:40.061,civic
30,719,James Mehl,TRACK MODIFIED - RWD,1:40.065,S2000
31,136,Roderick Summers,STREET MODIFIED - RWD,1:40.255,G35
32,250,Vaughn Gittin Jr,STREET GT - RWD,1:40.279,Mustang
33,133,Corrin Tyson,STREET - FWD,1:40.749,Civic Type R
34,12,Andrew Sonnevil,ROADSTER MODIFIED - RWD,1:40.842,Miata
35,183,Hunter Harris,STREET GT - RWD,1:41.287,Exige
36,575,Clay Davidson,STREET MODIFIED - RWD,1:41.328,Mustang
37,545,Ron Ewerth,UNLIMITED - RWD,1:42.174,818R
38,36,Ben Mich,STREET MODIFIED - RWD,1:42.447,RX-7
39,318,Matthew Thompson,TRACK MODIFIED - RWD,1:42.576,Mustang
40,259,Nathan Park,STREET MODIFIED - AWD,1:42.927,Evo X
41,151,David McCallister,TRACK MODIFIED - AWD,1:43.060,Lancer Evo IX
42,981,Sarah Coleman,STREET - RWD,1:44.332,Caymen S 981
43,79,Frederico Assuncao,TRACK MODIFIED - AWD,1:44.676,Jetta GLI
44,500,Chris Allen,STREET GT - RWD,1:44.814,Mustang GT
45,46,Nehru Cheddie,STREET - RWD,1:45.013,M3
46,14,Kal Fortner,STREET MODIFIED - AWD,1:45.217,S4
47,137,Sean Chapman,STREET MODIFIED - AWD,1:45.426,WRX
48,505,Tim Beek,STREET - RWD,1:46.284,S2000
49,226,Ian Jagor,STREET - RWD,1:46.658,335i Touring
50,350,Dhruv Bhavsar,STREET - AWD,1:46.935,Focus RS
51,401,silvio zucchet,STREET - RWD,1:47.234,BRZ
52,828,John Pettit,TRACK MODIFIED - AWD,1:47.337,Focus RS
53,269,Shawn Bassett,SUPER UNLIMITED - RWD,1:47.536,240Z
54,162,Scott Johnston,TRACK MODIFIED - RWD,1:47.766,Miata
55,20,Erik Meadows,TRACK MODIFIED - RWD,1:47.958,Miata
56,120,Jason Jones,TRACK MODIFIED - RWD,1:48.383,350z
57,319,Alejandro Campos,STREET - RWD,1:48.811,S2000
58,224,Casey Heldman,STREET - RWD,1:48.853,BRZ Limited w/ Performance Package
59,424,Michael Norman,STREET - AWD,1:48.926,STi Hatch
60,680,Liam Laurence,STREET MODIFIED - AWD,1:49.304,Impreza
61,787,Gary Burris jr,STREET GT - AWD,1:49.481,Skyline GTR
62,238,Andrew Meek,UNLIMITED - FWD,1:50.189,INTEGRA
63,277,Kevin Marques,STREET - FWD,1:50.790,Civic
64,333,Brayden Connolly,TRACK MODIFIED - RWD,1:50.908,X1/9
65,197,Kendall cash,UNLIMITED - AWD,1:51.124,Impreza WRX
66,886,Phillip Oliviera,STREET - RWD,1:51.636,FRS
67,325,Michael Hoffman,ROADSTER MODIFIED - RWD,1:52.045,Miata
68,234,Brad Riemann,STREET - AWD,1:53.072,Focus RS
69,316,Robert Nelson,UNLIMITED - RWD,1:53.946,X19
70,121,Joseph King,STREET - FWD,1:53.977,Festiva
71,48,Torry Skurski,TRACK MODIFIED - RWD,1:54.740,328i
72,138,David Bruner,ROADSTER MODIFIED - RWD,1:55.039,Miata
73,716,Blue By You Racing,STREET MODIFIED - RWD,2:13.108,Corvette
74,232,Jordan Nichols,STREET - RWD,2:15.713,Miata
75,62,Brian Blaine,TRACK MODIFIED - RWD,,Rx7
76,871,Kamil Dziwisz,TRACK MODIFIED - FWD,,Rsx
77,90,Kevin Boehm,TRACK MODIFIED - FWD,,Civic Si Coupe
78,88,Fiona Lou,STREET MODIFIED - RWD,,S2000
79,60,Mark Brylo,STREET - AWD,,Lancer Evolution
