GLTC Race 2 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,7,Luke Mcgrew,GLTC - RWD,2:31.640,2,2,,25
2,330,Eric Magnussen,GLTC - RWD,2:33.485,2,2,1.752,21
3,19,Aaron Leichty,GLTC - RWD,2:33.183,2,2,0.32,18
4,3,Erik Meadows,GLTC - RWD,2:32.512,2,2,2.719,16
5,212,Andy Smedegard,GLTC - RWD,2:32.894,2,2,0.655,15
6,245,Ryan Power,GLTC - RWD,2:33.293,2,2,0.59,14
7,72,Scott Heckert,GLTC - RWD,2:34.740,2,2,0.025,13
8,90,Matt Waldbaum,GLTC - RWD,2:34.051,2,2,0.469,12
9,374,Emile Tabb,GLTC - RWD,2:34.616,2,2,0.12,11
10,40,Jeremy Boysen,GLTC - RWD,2:33.897,2,2,0.215,10
11,10,Brian Tyson,GLTC - FWD,2:33.397,2,2,1.722,9
12,17,Tony Marchev,GLTC - RWD,2:35.449,2,2,2.296,8
13,77,Hans Horpedahl,GLTC - RWD,2:41.580,2,2,6.725,7
14,46,Ryan Kristoff,GLTC - FWD,2:41.794,1,2,0.253,6
15,98,Andrew Rains,GLTC - RWD,2:42.122,2,2,0.672,5
16,83,Carlos Mendez,GLTC - RWD,2:41.472,2,2,0.236,4
17,26,Louis Chatroop,GLTC - RWD,2:41.258,2,2,0.447,3
18,28,Peter Zhang,GLTC - RWD,2:41.161,2,2,1.303,2
19,44,Kerry James,GLTC - RWD,2:42.614,2,2,1.078,1
20,136,Austin Cobb,GLTC - RWD,2:42.525,2,2,0.216,0
21,337,Bryan Leonard,GLTC - RWD,2:42.107,2,2,0.744,0
22,69,James Forbis,GLTC - RWD,2:44.837,1,2,3.199,0
23,150,Alex Moss,GLTC - RWD,2:45.019,1,2,0.588,0
24,4,Adam Ulrich,GLTC - RWD,2:44.904,1,2,0.146,0
25,202,Jake Price,GLTC - RWD,2:43.922,1,2,0.37,0
26,630,Roy Dietsch,GLTC - RWD,2:45.097,2,2,0.284,0
27,546,Andy Sundeen,GLTC - RWD,2:46.925,1,2,4.333,0
28,71,Joel Morrison,GLTC - RWD,2:49.237,1,2,15.837,0
29,25,Nicolas Fuller,GLTC - RWD,2:50.112,1,2,2.201,0
30,144,Vytis Aranauskas,GLTC - RWD,2:48.190,1,2,4.086,0
31,888,Dai Nguyen,GLTC - RWD,2:48.739,1,2,5.678,0
32,84,Thomas Lathrop,GLTC - RWD,2:50.840,1,2,2.081,0
33,43,Joe Tullo,GLTC - RWD,2:49.057,1,2,3.092,0
34,67,Mat Beck,GLTC - RWD,2:52.145,1,2,5.633,0
35,860,Nathan Manning,GLTC - RWD,2:52.860,1,2,2.422,0
36,881,Christian Duchesne,GLTC - FWD,2:53.499,1,2,1.498,0
37,715,Salil Shukla,GLTC - RWD,2:36.956,1,2,2.792,0
38,41,James Houghton,GLTC - FWD,2:35.929,1,1,1 Lap,0
39,917,Lena Chin,GLTC - RWD,2:42.021,1,1,7.732,0
40,5,Kevin Bandy,GLTC - RWD,2:46.357,1,1,7.496,0
41,32,Jake Joraanstad,GLTC - RWD,2:45.560,1,1,0.562,0
42,1,Gary Wimble,GLTC - RWD,2:47.583,1,1,0.1,0
43,155,Michael Pagano,GLTC - RWD,2:46.532,1,1,0.799,0
44,222,Kyle Hale,GLTC - RWD,2:48.251,1,1,0.862,0
45,78,Jason Kanakry,GLTC - RWD,2:50.055,1,1,0.695,0
46,2,Aryton Grim,GLTC - RWD,,0,,1 Lap,0
47,82,Eric Kutil,GLTC - FWD,,0,,35.611,0
DQ,109,Dana Basinski,GLTC - RWD,2:35.322,2,2,1.92,0
