GLTC Race 1 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,7,Luke Mcgrew,GLTC - RWD,2:35.501,2,5,,25
2,330,Eric Magnussen,GLTC - RWD,2:35.497,2,5,0.195,21
3,19,Aaron Leichty,GLTC - RWD,2:34.654,2,5,1.279,18
4,41,James Houghton,GLTC - FWD,2:35.464,2,5,1.261,16
5,3,Erik Meadows,GLTC - RWD,2:34.157,2,5,0.448,15
6,109,Dana Basinski,GLTC - RWD,2:34.606,2,5,0.904,14
7,212,Andy Smedegard,GLTC - RWD,2:34.619,2,5,2.32,13
8,245,Ryan Power,GLTC - RWD,2:33.160,2,5,0.671,12
9,72,Scott Heckert,GLTC - RWD,2:35.085,2,5,1.436,11
10,90,Matt Waldbaum,GLTC - RWD,2:35.501,2,5,1.191,10
11,374,Emile Tabb,GLTC - RWD,2:35.126,2,5,1.145,9
12,10,Brian Tyson,GLTC - FWD,2:36.155,2,5,1.345,8
13,40,Jeremy Boysen,GLTC - RWD,2:36.035,2,5,2.004,7
14,917,Lena Chin,GLTC - RWD,2:36.049,2,5,2.201,6
15,46,Ryan Kristoff,GLTC - FWD,2:37.816,2,5,0.394,5
16,77,Hans Horpedahl,GLTC - RWD,2:38.604,2,5,1.274,4
17,98,Andrew Rains,GLTC - RWD,2:38.347,2,5,1.443,3
18,17,Tony Marchev,GLTC - RWD,2:35.145,2,5,1.136,2
19,83,Carlos Mendez,GLTC - RWD,2:37.935,2,5,1.081,1
20,26,Louis Chatroop,GLTC - RWD,2:38.650,2,5,0.712,0
21,44,Kerry James,GLTC - RWD,2:38.686,2,5,1.826,0
22,136,Austin Cobb,GLTC - RWD,2:40.871,3,5,0.7,0
23,28,Peter Zhang,GLTC - RWD,2:41.530,3,5,0.57,0
24,630,Roy Dietsch,GLTC - RWD,2:42.043,3,5,1.676,0
25,150,Alex Moss,GLTC - RWD,2:41.412,2,5,1.073,0
26,69,James Forbis,GLTC - RWD,2:41.864,2,5,0.54,0
27,4,Adam Ulrich,GLTC - RWD,2:45.105,2,5,1.723,0
28,337,Bryan Leonard,GLTC - RWD,2:43.560,2,5,1.988,0
29,546,Andy Sundeen,GLTC - RWD,2:42.893,2,5,1.653,0
30,78,Jason Kanakry,GLTC - RWD,2:43.296,2,5,0.566,0
31,84,Thomas Lathrop,GLTC - RWD,2:43.019,2,5,1.253,0
32,25,Nicolas Fuller,GLTC - RWD,2:44.014,2,5,2.059,0
33,222,Kyle Hale,GLTC - RWD,2:44.519,2,5,1.587,0
34,162,Eddie Nakato,GLTC - RWD,2:43.918,2,5,0.797,0
35,5,Kevin Bandy,GLTC - RWD,2:45.290,3,5,0.974,0
36,58,Michael Pagano,GLTC - RWD,2:44.518,3,5,0.598,0
37,1,Gary Wimble,GLTC - RWD,2:40.837,2,5,1.434,0
38,202,Jake Price,GLTC - RWD,2:40.422,2,5,0.977,0
39,67,Mat Beck,GLTC - RWD,2:44.007,2,5,1.125,0
40,161,Larry Luck,GLTC - RWD,2:50.891,2,5,2.871,0
41,860,Nathan Manning,GLTC - RWD,2:58.191,2,5,1.31,0
42,881,Christian Duchesne,GLTC - FWD,2:59.598,2,5,1.048,0
43,11,Jeremy Zeitler,GLTC - FWD,2:55.312,1,1,4.651,0
44,2,Aryton Grim,GLTC - RWD,3:00.546,1,1,5.439,0
45,71,Joel Morrison,GLTC - RWD,5:42.157,1,1,17:29.141,0
46,241,Tyler Pappas,GLTC - RWD,,0,,1 Lap,0
47,34,Austin Hertel,GLTC - RWD,,0,,0.325,0
48,82,Eric Kutil,GLTC - FWD,,0,,0.559,0
DQ,32,Jake Joraanstad,GLTC - RWD,2:34.611,2,5,,0
DQ,144,Vytis Aranauskas,GLTC - RWD,2:36.240,2,5,,0
DQ,43,Joe Tullo,GLTC - RWD,2:42.919,2,5,,0
52,888,Dai Nguyen,GLTC - RWD,2:51.497,1,1,4 Laps,0
