GLTC/A Race 4 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,72,Scott Heckert,GLTC - RWD,59.393,10,13,,25
2,202,Jake Price,GLTC - RWD,59.386,11,13,0.97,21
3,49,Nicholas Barbato,GLTC - RWD,59.34,4,13,0.222,18
4,17,Tony Marchev,GLTC - RWD,59.449,7,13,1.53,16
5,55,Paul Darling,GLTC - RWD,59.427,3,13,0.616,15
6,99,Ronnie Vajdak,GLTC - FWD,59.482,7,13,1.443,14
7,90,Matt Waldbaum,GLTC - RWD,59.182,3,13,0.295,13
8,715,Salil Shukla,GLTC - RWD,59.556,13,13,1.506,12
9,41,James Houghton,GLTC - FWD,59.207,8,13,0.574,11
10,374,Emile Tabb,GLTC - RWD,59.206,8,13,4.296,10
11,3,Erik Meadows,GLTC - RWD,1:00.106,10,13,0.748,9
12,28,Peter Zhang,GLTC - RWD,59.862,10,13,0.192,8
13,77,Hans Horpedahl,GLTC - RWD,59.771,10,13,0.221,7
14,184,Eric Jensen,GLTC - RWD,59.479,10,13,0.419,6
15,917,Lena Chin,GLTC - RWD,59.157,10,13,2.645,5
16,212,Andy Smedegard,GLTC - RWD,59.239,8,13,1.203,4
17,213,Scott Robertson,GLTC - RWD,59.909,12,13,3.336,3
18,155,Michael Pagano,GLTC - RWD,1:00.223,12,13,1.741,2
19,404,Donald Lui,GLTC - RWD,1:00.678,4,13,3.626,1
20,159,Joshua Rubenstein,GLTC - RWD,1:00.394,8,13,0.226,0
21,86,Jackie Ding,GLTC - FWD,1:00.815,4,13,11.406,0
22,484,Matan Rosenberg,GLTC - RWD,,0,,13 Laps,0
23,85,Samuel Scott,GLTC - RWD,,0,,1.208,0
24,52,Mackenzie Korince,GLTC - FWD,,0,,,0
DQ,241,Tyler Pappas,GLTC - RWD,59.401,5,13,4.333,0
