GLTC/B Race 2 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,85,Samuel Scott,GLTC - RWD,58.686,2,15,,3
2,212,Andy Smedegard,GLTC - RWD,59.088,5,15,2.401,2
3,213,Scott Robertson,GLTC - RWD,59.418,5,15,15.415,1
4,65,Eric Thompson,GLTC - AWD,59.503,3,15,0.905,0
5,155,Michael Pagano,GLTC - RWD,1:00.012,3,15,2.064,0
6,37,Bryan Leonard,GLTC - RWD,59.564,8,15,4.489,0
7,42,Zac Lovoy,GLTC - RWD,1:00.589,3,15,1.762,0
8,243,Kevin Zhu,GLTC - FWD,59.27,15,15,0.017,0
9,515,Thomas Moss,GLTC - RWD,1:00.648,3,15,11.073,0
10,51,David Rudzinski,GLTC - FWD,1:02.459,4,15,17.704,0
11,162,Eddie Nakato,GLTC - RWD,1:00.469,13,15,0.071,0
12,45,Colton Wade,GLTC - RWD,59.514,4,15,0.677,0
13,992,Azim Aliriza,GLTC - RWD,1:01.972,8,15,1.028,0
14,714,Tony Barber,GLTC - RWD,1:02.080,7,15,0.982,0
15,11,Jeremy Zeitler,GLTC - FWD,1:01.374,7,15,0.177,0
16,84,Thomas Lathrop,GLTC - RWD,1:01.837,15,15,1.114,0
17,8,Jeff Wasilko,GLTC - RWD,1:01.893,12,15,0.783,0
18,161,Larry Luck,GLTC - RWD,1:00.927,13,15,3.295,0
19,205,Matias Arias,GLTC - FWD,1:02.449,12,14,1 Lap,0
20,39,Christopher Schooler,GLTC - RWD,1:02.184,10,14,0.756,0
21,26,Louis Chatroop,GLTC - RWD,1:01.316,7,14,3.053,0
22,311,Jose Santacruz,GLTC - FWD,1:03.018,5,14,7.936,0
23,179,Patrick Huxley,GLTC - FWD,1:02.892,12,14,0.666,0
24,120,Cyndie Picotte,GLTC - FWD,1:09.726,13,13,1 Lap,0
25,105,Brandon Ganem,GLTC - RWD,1:00.463,10,10,3 Laps,0
26,25,Nicolas Fuller,GLTC - RWD,1:03.163,6,7,3 Laps,0
