GLTC Race 4 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,129,James Cathers,GLTC - RWD,1:37.383,2,8,,25
2,99,Ronnie Vajdak,GLTC - FWD,1:37.402,4,8,0.657,21
3,41,James Houghton,GLTC - FWD,1:37.145,5,8,1.459,18
4,132,Jake Joraanstad,GLTC - RWD,1:38.724,5,8,1.944,16
5,34,Austin Hertel,GLTC - RWD,1:37.160,5,8,0.907,15
6,55,Paul Darling,GLTC - RWD,1:38.422,5,8,1.070,14
7,1,Gary Wimble,GLTC - RWD,1:38.306,5,8,1.289,13
8,17,Tony Marchev,GLTC - RWD,1:38.211,5,8,0.790,12
9,374,Emile Tabb,GLTC - RWD,1:38.311,1,8,1.153,11
10,484,Matan Rosenberg,GLTC - RWD,1:36.635,4,8,0.423,10
11,184,Eric Jensen,GLTC - RWD,1:37.668,3,8,0.967,9
12,2,Erik Meadows,GLTC - RWD,1:38.136,3,8,1.045,8
13,410,Shukla Salil,GLTC - RWD,1:38.474,4,8,0.467,7
14,42,Zac Lovoy,GLTC - RWD,1:38.729,3,8,0.657,6
15,202,Jacob Price,GLTC - RWD,1:38.527,4,8,0.760,5
16,71,Joel Morrison,GLTC - RWD,1:38.959,4,8,1.281,4
17,166,Ben Thorn,GLTC - FWD,1:39.063,4,8,0.941,3
18,40,Jeremy Boysen,GLTC - FWD,1:38.936,4,8,1.373,2
19,90,Matt Waldbaum,GLTC - RWD,1:38.550,3,8,1.979,1
20,77,Myriad Motorsports,GLTC - RWD,1:39.335,4,8,0.673,0
21,207,Adam Wood,GLTC - AWD,1:39.432,2,8,1.318,0
22,187,Chris Adams,GLTC - RWD,1:39.907,3,8,0.760,0
23,169,Derek King,GLTC - RWD,1:39.918,2,8,1.505,0
24,85,Samuel Scott,GLTC - RWD,1:39.699,4,8,1.019,0
25,52,Mackenzie Korince,GLTC - FWD,1:39.597,4,8,1.365,0
26,515,Thomas Moss,GLTC - RWD,1:40.716,3,8,1.838,0
27,243,Kevin Zhu,GLTC - FWD,1:39.731,3,8,1.383,0
28,261,Brad Kosiba,GLTC - RWD,1:40.305,3,8,0.602,0
29,546,Andy Sundeen,GLTC - RWD,1:40.993,3,8,0.687,0
30,171,Clayton Fitzpatrick,GLTC - RWD,1:40.673,3,8,1.268,0
29,541,Seth Gale,GLTC - FWD,1:41.434,3,8,1.001,0
30,104,Ben Lin,GLTC - RWD,1:43.058,2,8,0.773,0
31,203,Austin Leiphart,GLTC - RWD,1:44.363,2,8,1.199,0
32,32,Regular Guy Racing,GLTC - RWD,1:47.837,2,7,1 Lap,0
31,7,Luke Mcgrew,GLTC - RWD,1:37.994,4,4,3 Laps,0
32,911,Julio Crispin,GLTC - RWD,1:39.441,3,4,17.087,0
33,917,Lena Chin,GLTC - RWD,1:38.595,2,3,1 Lap,0
34,4,Adam Ulrich,GLTC - RWD,1:39.684,2,3,7.782,0
33,14,Carlos Mendez,GLTC - RWD,,0,,3 Laps,0
DQ,888,Dai Nguyen,GLTC - RWD,1:41.302,3,8,1.265,0
