GLTC Race 3 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,41,James Houghton,GLTC - FWD,1:35.999,4,6,,25
2,7,Luke Mcgrew,GLTC - RWD,1:36.098,4,6,0.185,21
3,34,Austin Hertel,GLTC - RWD,1:36.979,6,6,5.230,18
4,55,Paul Darling,GLTC - RWD,1:36.877,6,6,0.364,16
5,99,Ronnie Vajdak,GLTC - FWD,1:37.009,6,6,1.299,15
6,129,James Cathers,GLTC - RWD,1:36.790,6,6,0.458,14
7,132,Jake Joraanstad,GLTC - RWD,1:37.297,5,6,0.898,13
8,1,Gary Wimble,GLTC - RWD,1:37.257,5,6,0.610,12
9,374,Emile Tabb,GLTC - RWD,1:37.344,6,6,0.283,11
10,2,Erik Meadows,GLTC - RWD,1:38.002,5,6,2.500,10
11,17,Tony Marchev,GLTC - RWD,1:37.652,5,6,0.445,9
12,917,Lena Chin,GLTC - RWD,1:37.359,5,6,0.557,8
13,184,Eric Jensen,GLTC - RWD,1:37.468,3,6,2.418,7
14,410,Shukla Salil,GLTC - RWD,1:38.010,5,6,0.437,6
15,42,Zac Lovoy,GLTC - RWD,1:37.704,3,6,0.388,5
16,202,Jacob Price,GLTC - RWD,1:37.601,5,6,0.212,4
17,166,Ben Thorn,GLTC - FWD,1:37.463,5,6,0.323,3
18,71,Joel Morrison,GLTC - RWD,1:38.936,4,6,4.664,2
19,14,Carlos Mendez,GLTC - RWD,1:38.592,4,6,0.943,1
20,40,Jeremy Boysen,GLTC - FWD,1:38.547,5,6,0.211,0
21,4,Adam Ulrich,GLTC - RWD,1:38.475,5,6,0.264,0
22,911,Julio Crispin,GLTC - RWD,1:39.001,5,6,1.938,0
23,484,Matan Rosenberg,GLTC - RWD,1:36.507,4,6,0.010,0
24,187,Chris Adams,GLTC - RWD,1:39.443,6,6,2.745,0
25,85,Samuel Scott,GLTC - RWD,1:38.645,3,6,0.223,0
26,169,Derek King,GLTC - RWD,1:38.290,4,6,1.075,0
27,207,Adam Wood,GLTC - AWD,1:38.546,3,6,1.606,0
28,77,Myriad Motorsports,GLTC - RWD,1:38.690,6,6,2.651,0
29,546,Andy Sundeen,GLTC - RWD,1:40.681,5,6,6.266,0
30,261,Brad Kosiba,GLTC - RWD,1:40.697,6,6,0.741,0
31,515,Thomas Moss,GLTC - RWD,1:40.806,5,6,0.707,0
32,171,Clayton Fitzpatrick,GLTC - RWD,1:41.380,4,6,3.313,0
33,888,Dai Nguyen,GLTC - RWD,1:41.608,5,6,0.576,0
34,541,Seth Gale,GLTC - FWD,1:41.958,6,6,5.404,0
35,104,Ben Lin,GLTC - RWD,1:44.249,3,6,15.393,0
36,203,Austin Leiphart,GLTC - RWD,1:44.193,6,6,2.452,0
37,32,Regular Guy Racing,GLTC - RWD,1:46.521,6,6,7.483,0
38,860,Nathan Manning,GLTC - RWD,1:43.863,3,4,2 Laps,0
39,90,Matt Waldbaum,GLTC - RWD,,0,,,0
40,52,Mackenzie Korince,GLTC - FWD,,0,,,0
DQ,3,Jeremy Swenson,GLTC - RWD,1:35.725,5,6,,0
DQ,243,Kevin Zhu,GLTC - FWD,1:39.285,5,6,,0
