Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
59,726,Jacob Abbott,CLUB TR - AWD,2:58.556,Impreza
74,474,Derek Durkee,Club TR - AWD,3:16.880,CooperS
37,270,Max Rooney,CLUB TR - FWD,2:47.005,Civic Si
47,941,Justin Tilus,CLUB TR - FWD,2:51.122,Civic Si
60,230,Team NRB,CLUB TR - FWD,2:59.582,Celica
27,9,Drew Turner,CLUB TR - RWD,2:41.429,S2000
29,255,Ryan Seiler,CLUB TR - RWD,2:42.398,S2000
34,27,Ken Devriese,CLUB TR - RWD,2:45.339,S2000
38,777,Team D Squared,CLUB TR - RWD,2:47.344,BRZ
39,527,Jackson Jensen,CLUB TR - RWD,2:48.346,S2000
52,203,Austin Leiphart,CLUB TR - RWD,2:54.568,Mx-5
58,109,Dana Basinski,CLUB TR - RWD,2:58.510,Brz
49,46,Nehru Cheddie,STEET - RWD,2:52.348,e46 M3
12,7,Joshua Halka,STREET - AWD,2:32.171,Impreza WRX
18,55,Charles Miller,STREET - AWD,2:35.958,Evo 9
48,234,Brad Riemann,STREET - AWD,2:51.979,Focus RS
56,700,Tom Halka,STREET - AWD,2:56.352,2.5 RS
63,623,Stan Fayngold,STREET - AWD,3:02.725,EVO X
77,207,Adam Wood,STREET - AWD,,Impreza
61,124,PhD Racing V-Lobster,STREET - FWD,3:00.448,Veloster N
62,900,Ian Creps,STREET - FWD,3:02.298,Type R
66,47,Nicholas Lucchesi,STREET - FWD,3:07.103,Civic
11,87,Team Twitch,STREET - RWD,2:31.466,M3
22,625,samel meseljevic,STREET - RWD,2:38.532,350Z Nismo
31,621,Troy Mass,STREET - RWD,2:43.683,BRZ
53,48,Torry Skurski,STREET - RWD,2:54.730,328i
55,747,John Butler,STREET - RWD,2:54.973,M3
65,440,Taylor Steck,STREET - RWD,3:07.026,350z
9,77,Alex Artayet,STREET GT - RWD,2:30.852,M3
23,931,Brad Moore,STREET GT - RWD,2:39.280,M2
26,226,Jerry Liu,STREET GT - RWD,2:40.242,Supra
28,773,Keenan Prusank,STREET GT - RWD,2:41.980,CAMARO SS 1LE
30,351,Michael Barnes,STREET GT - RWD,2:43.140,Shelby GT350
32,363,Michael Kubiak,STREET GT - RWD,2:44.711,Corvette Z06
33,106,Jason Kanakry,STREET GT - RWD,2:44.809,M3
40,629,Jiaqi Li,STREET GT - RWD,2:48.850,Giulia
50,145,Devin Hoffman,STREET MOD - AWD,2:53.374,WRX STI
57,6,Michael Aumick,STREET MOD - AWD,2:58.296,Sti
76,211,Troy Videkovich,STREET MOD - AWD,,WRX
80,510,Piero Pucci,STREET MOD - AWD,,Evolution 8
81,14,Kal Fortner,STREET MOD - AWD,,S4
1,86,Jackie Ding,STREET MOD - RWD,2:19.702,Supra #TA90
14,150,Alex Moss,STREET MOD - RWD,2:33.103,S2000
21,35,Alex Westergaard,STREET MOD - RWD,2:38.021,S2000
25,575,Clay Davidson,STREET MOD - RWD,2:39.768,Mustang
35,205,Neal Scharte,STREET MOD - RWD,2:45.717,Rx8
36,107,Andre Wenzel,STREET MOD - RWD,2:46.606,Rx7
41,736,Cody Smith,STREET MOD - RWD,2:49.378,Cutlass
44,373,Ivan Onofriiciuc,STREET MOD - RWD,2:50.170,370z
51,177,Michael Neat,STREET MOD - RWD,2:53.448,FR-S
78,13,Jerami Bailey,STREET MOD - RWD,,Frs
64,411,Hard Times Racing,SUNDAE CUP - FWD,3:04.246,Fit
67,926,James Morgan,SUNDAE CUP - FWD,3:10.465,Fit
68,139,Team Brap,SUNDAE CUP - FWD,3:10.909,Fit
69,675,Adam Jabaay,SUNDAE CUP - FWD,3:12.526,Fit
70,395,Michael Smith,SUNDAE CUP - FWD,3:14.521,Fit
71,433,Bob Miller,SUNDAE CUP - FWD,3:14.616,Rio
72,594,Rory Lonergan,SUNDAE CUP - FWD,3:15.177,Fit
73,969,Peter Lindberg,SUNDAE CUP - FWD,3:15.686,FIT
75,716,Mike Mills,SUNDAE CUP - FWD,3:19.588,Fiesta
16,199,Jess Moeding,SUPER UNLIMITED - RWD,2:34.247,ASA
54,241,Lali Nyiri,Track Mod -,2:54.896,GTR
3,991,Jimmy Rauck,TRACK MOD - RWD,2:22.377,GT2RS
10,460,Grant Walker,TRACK MOD - RWD,2:30.972,Miata
13,814,Matt Samojedny,TRACK MOD - RWD,2:32.713,M3
15,120,Steve Loudin,TRACK MOD - RWD,2:33.579,Corvette ZR1
17,44,Joel Phillips,TRACK MOD - RWD,2:34.520,991
24,346,Nick Piper,TRACK MOD - RWD,2:39.746,M3
42,194,Christopher Mayfield,TRACK MOD - RWD,2:49.481,S2000
43,38,Ernestas Puzelis,TRACK MOD - RWD,2:49.622,370Z
45,437,Cory Ross,TRACK MOD - RWD,2:50.234,M3
46,942,Zachary Lovoy,TRACK MOD - RWD,2:50.844,M3
6,140,Arthur Soltys,Unlimited -,2:27.199,CS
5,45,Dan Kroll,UNLIMITED - AWD,2:25.037,STi
19,2,Ryan Dussex,UNLIMITED - AWD,2:36.563,Impreza
2,30,Steve Luca,UNLIMITED - RWD,2:19.724,Mustang
4,52,Nicholas Gardner,UNLIMITED - RWD,2:24.593,GT500
7,123,Christopher Bickford,UNLIMITED - RWD,2:27.771,Camaro ZL1 1LE
8,242,Erik Pylypchuk,UNLIMITED - RWD,2:30.175,335i
20,171,ANDRIUS BERTULIS,UNLIMITED - RWD,2:37.256,RC F
79,571,Mike DuSold,UNLIMITED - RWD,,Camaro
