Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,86,Jackie Ding,STREET MOD - RWD,2:18.396,Supra #TA90
2,52,Nicholas Gardner,UNLIMITED - RWD,2:27.467,GT500
3,123,Christopher Bickford,TRACK MOD - RWD,2:30.990,Camaro ZL1 1LE
4,55,Charles Miller,STREET - AWD,2:32.510,Evo 9
5,87,Team Twitch,STREET - RWD,2:32.800,M3
6,120,Steve Loudin,TRACK MOD - RWD,2:33.604,Corvette ZR1
7,575,Clay Davidson,STREET MOD - RWD,2:34.409,Mustang
8,6,Michael Aumick,STREET MOD - AWD,2:34.552,Sti
9,171,ANDRIUS BERTULIS,UNLIMITED - RWD,2:35.443,RC F
10,814,Matt Samojedny,TRACK MOD - RWD,2:36.119,M3
11,437,Cory Ross,TRACK MOD - RWD,2:36.396,M3
12,931,Brad Moore,STREET GT - RWD,2:36.586,M2
13,346,Nick Piper,TRACK MOD - RWD,2:36.858,M3
14,255,Ryan Seiler,CLUB TR - RWD,2:37.172,S2000
15,9,Drew Turner,CLUB TR - RWD,2:37.931,S2000
16,226,Jerry Liu,STREET GT - RWD,2:38.056,Supra
17,27,Ken Devriese,CLUB TR - RWD,2:38.131,S2000
18,351,Michael Barnes,STREET GT - RWD,2:38.931,Shelby GT350
19,145,Devin Hoffman,STREET MOD - AWD,2:39.115,WRX STI
20,109,Dana Basinski,CLUB TR - RWD,2:39.163,Brz
21,241,Lali Nyiri,Track Mod -,2:39.447,GTR
22,14,Kal Fortner,STREET MOD - AWD,2:39.584,S4
23,510,Piero Pucci,STREET MOD - AWD,2:39.892,Evolution 8
24,773,Keenan Prusank,STREET GT - RWD,2:41.088,CAMARO SS 1LE
25,7,Joshua Halka,STREET - AWD,2:41.865,Impreza WRX
26,13,Jerami Bailey,STREET MOD - RWD,2:43.791,Frs
27,106,Jason Kanakry,STREET GT - RWD,2:43.848,M3
28,621,Troy Mass,CLUB TR - RWD,2:43.884,BRZ
29,747,John Butler,STREET - RWD,2:44.190,M3
30,777,Team D Squared,CLUB TR - RWD,2:44.429,BRZ
31,941,Justin Tilus,CLUB TR - FWD,2:45.805,Civic Si
32,46,Nehru Cheddie,STEET - RWD,2:46.149,e46 M3
33,234,Brad Riemann,STREET - AWD,2:46.847,Focus RS
34,629,Jiaqi Li,STREET GT - RWD,2:47.945,Giulia
35,77,Alex Artayet,STREET GT - RWD,2:48.075,M3
36,124,PhD Racing V-Lobster,STREET - FWD,2:48.277,Veloster N
37,177,Michael Neat,STREET MOD - RWD,2:48.714,FR-S
38,726,Jacob Abbott,CLUB TR - AWD,2:49.912,Impreza
39,203,Austin Leiphart,CLUB TR - RWD,2:50.428,Mx-5
40,373,Ivan Onofriiciuc,STREET MOD - RWD,2:50.577,370z
41,48,Torry Skurski,STREET - RWD,2:53.948,328i
42,230,Team NRB,CLUB TR - FWD,2:55.162,Celica
43,47,Nicholas Lucchesi,STREET - FWD,2:59.066,Civic
44,411,Hard Times Racing,SUNDAE CUP - FWD,3:01.786,Fit
45,474,Derek Durkee,Club TR - AWD,3:01.962,CooperS
46,395,Michael Smith,SUNDAE CUP - FWD,3:02.450,Fit
47,926,James Morgan,SUNDAE CUP - FWD,3:05.722,Fit
48,675,Adam Jabaay,SUNDAE CUP - FWD,3:05.765,Fit
49,716,Mike Mills,SUNDAE CUP - FWD,3:08.266,Fiesta
50,600,Dalton Klein,SUNDAE CUP - FWD,3:13.012,Fit
51,433,Bob Miller,SUNDAE CUP - FWD,3:13.613,Rio
52,440,Taylor Steck,STREET - RWD,3:15.991,350z
53,925,Team Sumlin,SUNDAE CUP - FWD,3:20.384,2
54,199,Jess Moeding,SUPER UNLIMITED - RWD,,ASA
