TrackBattle Heat 2 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,29x,Kyle Mckiou,TRACK MOD - RWD,1:25.655,GR SUPRA
2,338,Ernestas Puzelis,UNLIMITED - RWD,1:26.287,S2000
3,89,Brandon Hodge,TRACK MOD - RWD,1:27.833,GR SUPRA
4,171,Andrius Bertulis,UNLIMITED - RWD,1:28.701,RCF
5,307,Andy Hsiao,TRACK MOD - RWD,1:28.926,CORVETTE
6,314,Michael Puglisi,TRACK MOD - AWD,1:29.075,LANCER
7,150,Alex Moss,STREET MOD - RWD,1:29.671,S2000
8,721,Chris Smith,TRACK MOD - RWD,1:30.543,1 SERIES
9,84,Ido Waksman,STREET GT - RWD,1:30.822,CORVETTE
10,886,Team Mediocre-K,STREET MOD - RWD,1:30.975,FR-S
11,364,Nicholas Hendrix,STREET GT - RWD,1:31.394,CORVETTE
12,82,Jaime Santos,STREET MOD - RWD,1:31.714,1 SERIES
13,187,Keenan Prusank,STREET GT - RWD,1:31.767,CAMARO
14,226,Team GT4 Gang,STREET MOD - RWD,1:31.960,GT4 RS
15,733,Edvinas Cinga,UNLIMITED - RWD,1:32.343,M3
16,555,Joe Mielke,STREET - AWD,1:32.385,WRX STI
17,193,Brad Moore,STREET - RWD,1:32.545,CAYMAN
18,734,Austin Hertel,STREET GT - RWD,1:32.794,M2
19,61,Fez Babar,CLUB TR - RWD,1:33.438,GR86
20,841,Luka Lumovic,STREET MOD - RWD,1:33.485,1 SERIES
21,623,Stan Fayngold,CLUB TR - RWD,1:33.533,86
22,204,Christopher Heideman,CLUB TR - RWD,1:33.610,S2000
23,511,Peter Granberg,CLUB TR - RWD,1:33.624,BRZ
24,966,Michael Young,TRACK MOD - RWD,1:33.640,Z06
25,531,Evan Weider,CLUB TR - FWD,1:33.682,CIVIC
26,179,Derek Linderholm,STREET MOD - AWD,1:33.747,LANCER
27,625,Sam Bosnian,STREET - RWD,1:33.852,350Z
28,40,Ben Bulthuis,STREET GT - RWD,1:34.225,GR SUPRA
29,711,Anthony Leclerc,STREET MOD - RWD,1:34.418,4C
30,94,Mike Bryant,CLUB TR - RWD,1:34.443,MX-5
31,38,Aaron Rekkedahl,STREET - FWD,1:34.836,CIVIC TYPE R
32,123,Whiskey Danger Racing,CLUB TR - RWD,1:34.952,S2000
33,420,Aric Streeter,UNLIMITED - RWD,1:35.138,SEVEN
34,655,Allen Ma,TRACK MOD - RWD,1:35.139,RX-7
35,822,Dallas Reed,STREET GT - RWD,1:35.346,CORVETTE
36,45,Ross Ligibel,STREET - RWD,1:35.384,M3
37,199,Ian Flavin,CLUB TR - RWD,1:35.454,BRZ
38,64,Alex Westergaard,TRACK MOD - RWD,1:35.839,S2000
39,443,Andy Holst,STREET - RWD,1:35.870,M3
40,156,Mike Janssen,STREET GT - AWD,1:36.522,MODEL 3
41,44,Joel Phillips,STREET GT - RWD,1:36.565,911
42,13,Jerami Bailey,CLUB TR - RWD,1:36.925,FR-S
43,73,Jeremy Salenius,STREET MOD - RWD,1:37.091,CORVETTE
44,912,Mason Mcgavock,TRACK MOD - AWD,1:37.278,CX-50
45,241,Dariush Lotfi,CLUB TR - RWD,1:37.691,MX-5 MIATA
46,415,Ivan Onofriiciuc,STREET - RWD,1:37.692,370Z
47,126,Jacob Abbott,CLUB TR - RWD,1:37.993,BRZ
48,622,Jake Rawson,CLUB TR - RWD,1:38.040,3 SERIES
49,260,Matthew Morehouse,STREET - AWD,1:38.606,FORESTER
50,238,Garrett Gloceri,CLUB TR - RWD,1:39.076,RX-8
51,988,Andriy Minenko,STREET - RWD,1:39.191,S2000
52,75,Jerome Cahuzac,STREET GT - RWD,1:39.412,M2
53,46,Nehru Cheddie,STREET GT - RWD,1:39.490,CORVETTE
54,169,Dan Mai,CLUB TR - RWD,1:39.639,325I
55,736,Cody Smith,STREET MOD - RWD,1:39.746,CUTLASS
56,519,Malindima Sampa,CLUB TR - RWD,1:40.993,350Z
57,372,Aladin Klicic,STREET - RWD,1:41.669,370Z
58,528,Richard Sawicki,SUNDAE CUP - RWD,1:43.437 DQ,MX-5 MIATA
59,627,Ben Ciric,STREET - RWD,1:44.325,370Z
60,116,Lennon Radcliffe,SUNDAE CUP - FWD,1:44.374,COROLLA
61,216,Nickolas Berg,SUNDAE CUP - FWD,1:45.091,CIVIC
62,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:45.145,FIT
63,122,Jason Davidson,SUNDAE CUP - FWD,1:45.754,FIT
64,488,Matt Dietlin,SUNDAE CUP - FWD,1:46.299,FIT
65,370,Sam Deuling,SUNDAE CUP - FWD,1:46.353,FIT
66,248,Nathan Schlawin,SUNDAE CUP - FWD,1:46.975,FIT
67,707,Piotr Boczek,SUNDAE CUP - FWD,1:47.059,FIT
68,509,Team WendtSpeed,CLUB TR - FWD,1:48.503,CR-X
69,67,Jonathan Denk,STREET MOD - FWD,1:49.259,CIVIC
70,636,Noah Masse,SUNDAE CUP - FWD,1:50.021,FIT
71,433,Robert Miller,SUNDAE CUP - FWD,1:50.313,RIO
72,292,Jim Frohwirth,SUNDAE CUP - FWD,1:52.007,FIT
73,117,Team SundaeFunday,SUNDAE CUP - FWD,,FIT
74,43,John Farrow,TRACK MOD - AWD,,COROLLA
75,297,Brian Van Orsdol,STREET MOD - RWD,,GR SUPRA
