TrackBattle Heat 6 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,500,Steven Luca,UNLIMITED - RWD,1:24.265,MUSTANG
2,338,Ernestas Puzelis,UNLIMITED - RWD,1:24.511,S2000
3,89,Brandon Hodge,TRACK MOD - RWD,1:26.854,GR SUPRA
4,150,Alex Moss,STREET MOD - RWD,1:27.242 DQ,S2000
5,171,Andrius Bertulis,UNLIMITED - RWD,1:28.885,RCF
6,314,Michael Puglisi,TRACK MOD - AWD,1:29.074,LANCER
7,307,Andy Hsiao,TRACK MOD - RWD,1:29.909,CORVETTE
8,82,Jaime Santos,STREET MOD - RWD,1:29.918,1 SERIES
9,886,Team Mediocre-K,STREET MOD - RWD,1:30.862,FR-S
10,364,Nicholas Hendrix,STREET GT - RWD,1:31.806,CORVETTE
11,555,Joe Mielke,STREET - AWD,1:32.027,WRX STI
12,226,Team GT4 Gang,STREET MOD - RWD,1:32.050,GT4 RS
13,297,Brian Van Orsdol,STREET MOD - RWD,1:32.053,GR SUPRA
14,625,Sam Bosnian,STREET - RWD,1:32.164,350Z
15,623,Stan Fayngold,CLUB TR - RWD,1:32.537,86
16,187,Keenan Prusank,STREET GT - RWD,1:32.653,CAMARO
17,733,Edvinas Cinga,UNLIMITED - RWD,1:32.669,M3
18,193,Brad Moore,STREET - RWD,1:32.827,CAYMAN
19,511,Peter Granberg,CLUB TR - RWD,1:33.106,BRZ
20,199,Ian Flavin,CLUB TR - RWD,1:33.720,BRZ
21,13,Jerami Bailey,CLUB TR - RWD,1:33.899,FR-S
22,61,Fez Babar,CLUB TR - RWD,1:33.965,GR86
23,123,Whiskey Danger Racing,CLUB TR - RWD,1:34.134,S2000
24,38,Aaron Rekkedahl,STREET - FWD,1:34.330,CIVIC TYPE R
25,26,Arthur Dvortsen,CLUB TR - RWD,1:35.390,MX-5 MIATA
26,45,Ross Ligibel,STREET - RWD,1:35.511,M3
27,622,Jake Rawson,CLUB TR - RWD,1:36.566,3 SERIES
28,208,Jerry Samountry,STREET GT - RWD,1:38.238,M4
29,372,Aladin Klicic,STREET - RWD,1:39.931,370Z
30,169,Dan Mai,CLUB TR - RWD,1:40.075,325I
31,627,Ben Ciric,STREET - RWD,1:40.136,370Z
32,519,Malindima Sampa,CLUB TR - RWD,1:40.334,350Z
33,67,Jonathan Denk,STREET MOD - FWD,1:41.008,CIVIC
34,116,Lennon Radcliffe,SUNDAE CUP - FWD,1:44.316,COROLLA
35,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:44.330,FIT
36,370,Sam Deuling,SUNDAE CUP - FWD,1:44.694,FIT
37,216,Nickolas Berg,SUNDAE CUP - FWD,1:45.149,CIVIC
38,488,Matt Dietlin,SUNDAE CUP - FWD,1:46.578,FIT
39,636,Noah Masse,SUNDAE CUP - FWD,1:47.141,FIT
40,292,Jim Frohwirth,SUNDAE CUP - FWD,1:49.291,FIT
41,117,Team SundaeFunday,SUNDAE CUP - FWD,1:52.510,FIT
42,966,Michael Young,TRACK MOD - RWD,,Z06
