TrackBattle Heat 4 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,29x,Kyle Mckiou,TRACK MOD - RWD,1:25.456,GR SUPRA
2,338,Ernestas Puzelis,UNLIMITED - RWD,1:26.598,S2000
3,687,Jackie Ding,TRACK MOD - RWD,1:27.087,M2
4,89,Brandon Hodge,TRACK MOD - RWD,1:27.609,GR SUPRA
5,150,Alex Moss,STREET MOD - RWD,1:28.391,S2000
6,307,Andy Hsiao,TRACK MOD - RWD,1:28.811,CORVETTE
7,314,Michael Puglisi,TRACK MOD - AWD,1:28.917,LANCER
8,84,Ido Waksman,STREET GT - RWD,1:29.261,CORVETTE
9,886,Team Mediocre-K,STREET MOD - RWD,1:30.114,FR-S
10,226,Team GT4 Gang,STREET MOD - RWD,1:31.143,GT4 RS
11,297,Brian Van Orsdol,STREET MOD - RWD,1:31.351,GR SUPRA
12,555,Joe Mielke,STREET - AWD,1:31.419,WRX STI
13,420,Aric Streeter,UNLIMITED - RWD,1:31.596,SEVEN
14,655,Allen Ma,TRACK MOD - RWD,1:31.744,RX-7
15,625,Sam Bosnian,STREET - RWD,1:31.799,350Z
16,364,Nicholas Hendrix,STREET GT - RWD,1:31.894,CORVETTE
17,966,Michael Young,TRACK MOD - RWD,1:32.047,Z06
18,511,Peter Granberg,CLUB TR - RWD,1:32.078,BRZ
19,171,Andrius Bertulis,UNLIMITED - RWD,1:32.312,RCF
20,82,Jaime Santos,STREET MOD - RWD,1:32.321,1 SERIES
21,73,Jeremy Salenius,STREET MOD - RWD,1:32.359,CORVETTE
22,734,Austin Hertel,STREET GT - RWD,1:32.361,M2
23,841,Luka Lumovic,STREET MOD - RWD,1:32.418,1 SERIES
24,187,Keenan Prusank,STREET GT - RWD,1:32.625,CAMARO
25,212,Chris Smith,TRACK MOD - RWD,1:32.673,1 SERIES
26,204,Christopher Heideman,CLUB TR - RWD,1:32.716,S2000
27,623,Stan Fayngold,CLUB TR - RWD,1:32.780,86
28,156,Mike Janssen,STREET GT - AWD,1:32.793,MODEL 3
29,193,Brad Moore,STREET - RWD,1:32.907,CAYMAN
30,531,Evan Weider,CLUB TR - FWD,1:32.924,CIVIC
31,61,Fez Babar,CLUB TR - RWD,1:33.111,GR86
32,94,Mike Bryant,CLUB TR - RWD,1:33.510,MX-5
33,822,Dallas Reed,STREET GT - RWD,1:33.626,CORVETTE
34,711,Anthony Leclerc,STREET MOD - RWD,1:33.651,4C
35,40,Ben Bulthuis,STREET GT - RWD,1:33.778,GR SUPRA
36,38,Aaron Rekkedahl,STREET - FWD,1:34.316,CIVIC TYPE R
37,13,Jerami Bailey,CLUB TR - RWD,1:34.417,FR-S
38,45,Ross Ligibel,STREET - RWD,1:34.579,M3
39,26,Arthur Dvortsen,CLUB TR - RWD,1:34.721,MX-5 MIATA
40,733,Edvinas Cinga,UNLIMITED - RWD,1:34.769,M3
41,199,Ian Flavin,CLUB TR - RWD,1:34.790,BRZ
42,22,Mitchell Hickling,STREET GT - RWD,1:35.253,M4
43,44,Joel Phillips,STREET GT - RWD,1:35.415,911
44,64,Alex Westergaard,TRACK MOD - RWD,1:36.315,S2000
45,123,Whiskey Danger Racing,CLUB TR - RWD,1:36.444,S2000
46,622,Jake Rawson,CLUB TR - RWD,1:36.750,3 SERIES
47,179,Derek Linderholm,STREET MOD - AWD,1:36.784,LANCER
48,241,Dariush Lotfi,CLUB TR - RWD,1:37.183,MX-5 MIATA
49,238,Garrett Gloceri,CLUB TR - RWD,1:37.252,RX-8
50,126,Jacob Abbott,CLUB TR - RWD,1:37.318,BRZ
51,415,Ivan Onofriiciuc,STREET - RWD,1:37.522,370Z
52,75,Jerome Cahuzac,STREET GT - RWD,1:37.841,M2
53,736,Cody Smith,STREET MOD - RWD,1:38.876,CUTLASS
54,260,Matthew Morehouse,STREET - AWD,1:39.071,FORESTER
55,169,Dan Mai,CLUB TR - RWD,1:39.803,325I
56,208,Jerry Samountry,STREET GT - RWD,1:40.822,M4
57,627,Ben Ciric,STREET - RWD,1:40.994,370Z
58,519,Malindima Sampa,CLUB TR - RWD,1:42.607,350Z
59,528,Richard Sawicki,SUNDAE CUP - RWD,1:43.162 DQ,MX-5 MIATA
60,116,Lennon Radcliffe,SUNDAE CUP - FWD,1:43.948,COROLLA
61,216,Nickolas Berg,SUNDAE CUP - FWD,1:43.990,CIVIC
62,372,Aladin Klicic,STREET - RWD,1:44.273,370Z
63,370,Sam Deuling,SUNDAE CUP - FWD,1:44.451,FIT
64,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:44.824,FIT
65,707,Piotr Boczek,SUNDAE CUP - FWD,1:45.347,FIT
66,67,Jonathan Denk,STREET MOD - FWD,1:45.893,CIVIC
67,248,Nathan Schlawin,SUNDAE CUP - FWD,1:46.640,FIT
68,488,Matt Dietlin,SUNDAE CUP - FWD,1:46.697,FIT
69,122,Jason Davidson,SUNDAE CUP - FWD,1:46.701,FIT
70,292,Jim Frohwirth,SUNDAE CUP - FWD,1:48.498,FIT
71,433,Robert Miller,SUNDAE CUP - FWD,1:49.514,RIO
72,636,Noah Masse,SUNDAE CUP - FWD,1:50.009,FIT
73,117,Team SundaeFunday,SUNDAE CUP - FWD,1:55.573,FIT
74,509,Team WendtSpeed,CLUB TR - FWD,,CR-X
75,500,Steven Luca,UNLIMITED - RWD,,MUSTANG
