TrackBattle Heat 3 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,338,Ernestas Puzelis,UNLIMITED - RWD,1:24.617,S2000
2,29x,Kyle Mckiou,TRACK MOD - RWD,1:25.119,GR SUPRA
3,687,Jackie Ding,TRACK MOD - RWD,1:27.538,M2
4,171,Andrius Bertulis,UNLIMITED - RWD,1:28.483,RCF
5,89,Brandon Hodge,TRACK MOD - RWD,1:28.517,GR SUPRA
6,314,Michael Puglisi,TRACK MOD - AWD,1:29.430,LANCER
7,307,Andy Hsiao,TRACK MOD - RWD,1:29.439,CORVETTE
8,150,Alex Moss,STREET MOD - RWD,1:29.931,S2000
9,721,Chris Smith,TRACK MOD - RWD,1:30.206,1 SERIES
10,84,Ido Waksman,STREET GT - RWD,1:30.429,CORVETTE
11,82,Jaime Santos,STREET MOD - RWD,1:30.903,1 SERIES
12,364,Nicholas Hendrix,STREET GT - RWD,1:32.423,CORVETTE
13,420,Aric Streeter,UNLIMITED - RWD,1:32.759,SEVEN
14,179,Derek Linderholm,STREET MOD - AWD,1:32.767,LANCER
15,511,Peter Granberg,CLUB TR - RWD,1:32.936,BRZ
16,841,Luka Lumovic,STREET MOD - RWD,1:33.111,1 SERIES
17,822,Dallas Reed,STREET GT - RWD,1:33.206,CORVETTE
18,966,Michael Young,TRACK MOD - RWD,1:33.425,Z06
19,226,Team GT4 Gang,STREET MOD - RWD,1:33.488,GT4 RS
20,297,Brian Van Orsdol,STREET MOD - RWD,1:33.532,GR SUPRA
21,531,Evan Weider,CLUB TR - FWD,1:33.590,CIVIC
22,886,Team Mediocre-K,STREET MOD - RWD,1:33.618,FR-S
23,204,Christopher Heideman,CLUB TR - RWD,1:33.812,S2000
24,156,Mike Janssen,STREET GT - AWD,1:33.840,MODEL 3
25,623,Stan Fayngold,CLUB TR - RWD,1:33.949,86
26,94,Mike Bryant,CLUB TR - RWD,1:33.998,MX-5
27,625,Sam Bosnian,STREET - RWD,1:34.099,350Z
28,123,Whiskey Danger Racing,CLUB TR - RWD,1:34.121,S2000
29,73,Jeremy Salenius,STREET MOD - RWD,1:34.399,CORVETTE
30,199,Ian Flavin,CLUB TR - RWD,1:34.598,BRZ
31,40,Ben Bulthuis,STREET GT - RWD,1:34.806,GR SUPRA
32,38,Aaron Rekkedahl,STREET - FWD,1:35.212,CIVIC TYPE R
33,45,Ross Ligibel,STREET - RWD,1:35.246,M3
34,13,Jerami Bailey,CLUB TR - RWD,1:35.259,FR-S
35,26,Arthur Dvortsen,CLUB TR - RWD,1:35.950,MX-5 MIATA
36,64,Alex Westergaard,TRACK MOD - RWD,1:36.273,S2000
37,415,Ivan Onofriiciuc,STREET - RWD,1:36.884,370Z
38,622,Jake Rawson,CLUB TR - RWD,1:37.101,3 SERIES
39,126,Jacob Abbott,CLUB TR - RWD,1:37.676,BRZ
40,736,Cody Smith,STREET MOD - RWD,1:38.321,CUTLASS
41,75,Jerome Cahuzac,STREET GT - RWD,1:38.548,M2
42,988,Andriy Minenko,STREET - RWD,1:38.686,S2000
43,208,Jerry Samountry,STREET GT - RWD,1:39.210,M4
44,169,Dan Mai,CLUB TR - RWD,1:39.401,325I
45,260,Matthew Morehouse,STREET - AWD,1:39.564,FORESTER
46,627,Ben Ciric,STREET - RWD,1:40.216,370Z
47,519,Malindima Sampa,CLUB TR - RWD,1:41.454,350Z
48,43,John Farrow,TRACK MOD - AWD,1:42.024,COROLLA
49,528,Richard Sawicki,SUNDAE CUP - RWD,1:42.731 DQ,MX-5 MIATA
50,509,Team WendtSpeed,CLUB TR - FWD,1:43.427,CR-X
51,116,Lennon Radcliffe,SUNDAE CUP - FWD,1:44.985,COROLLA
52,122,Jason Davidson,SUNDAE CUP - FWD,1:46.335,FIT
53,370,Sam Deuling,SUNDAE CUP - FWD,1:46.416,FIT
54,488,Matt Dietlin,SUNDAE CUP - FWD,1:46.575,FIT
55,248,Nathan Schlawin,SUNDAE CUP - FWD,1:46.640,FIT
56,67,Jonathan Denk,STREET MOD - FWD,1:46.754,CIVIC
57,707,Piotr Boczek,SUNDAE CUP - FWD,1:47.087,FIT
58,636,Noah Masse,SUNDAE CUP - FWD,1:47.885,FIT
59,433,Robert Miller,SUNDAE CUP - FWD,1:51.533,RIO
60,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:52.281,FIT
61,117,Team SundaeFunday,SUNDAE CUP - FWD,1:54.978,FIT
62,22,Mitchell Hickling,STREET GT - RWD,,M4
63,733,Edvinas Cinga,UNLIMITED - RWD,,M3
