TrackBattle Heat 2 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model
1,921,Jim Rauck,UNLIMITED - FWD,53.380,CIVIC
2,687,Jackie Ding,TRACK MOD - RWD,54.168,M2
3,70,Dewey Dewitt,STREET MOD - AWD,55.162,IMPREZA
4,33,Chris Boersma,TRACK MOD - FWD,55.303,CIVIC
5,150,Alex Moss,STREET MOD - RWD,55.933,S2000
6,212,Chris Smith,TRACK MOD - RWD,56.202,1 SERIES
7,14,Kal Fortner,STREET MOD - RWD,56.890,MERCEDES-AMG GT
8,82,Jaime Santos,STREET MOD - RWD,56.910,1 SERIES
9,125,Jeremy Lowder,UNLIMITED - RWD,57.244,CAMARO
10,404,David Bamforth,TRACK MOD - RWD,57.310,CAYMAN
11,364,Nicholas Hendrix,STREET GT - RWD,57.354,CORVETTE
12,114,Bronson Mcnemar,TRACK MOD - RWD,57.367,MX-5 MIATA
13,211,Ryan Mathews,STREET GT - RWD,57.649,CORVETTE
14,511,Peter Granberg,CLUB TR - RWD,57.688,BRZ
15,93,John Veloso,SUPER UNLIMITED - RWD,57.863,NSX
16,909,Mark Kilgore,STREET GT - RWD,57.943,M4
17,540,Bucky Lasek,TRACK MOD - AWD,58.251,WRX
18,868,Steven Cheng,STREET GT - RWD,58.445,M3
19,494,Tom Ogorman,TRACK MOD - RWD,58.953 DQ,442
20,167,Michael Kosior,STREET MOD - AWD,58.995,LANCER
21,777,Joshua Halka,STREET - AWD,59.089,IMPREZA
22,230,Daniel Persing,CLUB TR - RWD,59.184,BRZ
23,997,Jason Gaydos,CLUB TR - RWD,59.561,BRZ
24,327,Daley Pagano,STREET GT - RWD,59.877,M4
25,470,Eddy Segal,STREET - FWD,59.879,CIVIC TYPE R
26,244,Mike Burroughs,TRACK MOD - RWD,59.894,244 GTK
27,514,Evan Mclaren,CLUB TR - FWD,59.935,INTEGRA
28,518,Michael Budai,CLUB TR - FWD,59.944,CIVIC
29,534,Max Gourley,STREET MOD - AWD,59.995,WRX
30,145,Devin Hofmann,STREET MOD - AWD,1:00.044,WRX
31,13,Jerami Bailey,CLUB TR - RWD,1:00.227,FR-S
32,218,Jason Mulderig,CLUB TR - RWD,1:00.302,S2000
33,15,Adam Wrobel,CLUB TR - FWD,1:00.403,INTEGRA
34,241,Dariush Lotfi,CLUB TR - RWD,1:00.544,MX-5 MIATA
35,442,Logan Geyer,CLUB TR - RWD,1:00.679,BRZ
36,127,Mark Johnson,UNLIMITED - RWD,1:00.911,CIVIC
37,69,Cody Umbaugh,STREET - FWD,1:00.999,CIVIC TYPE R
38,238,Garrett Gloceri,CLUB TR - RWD,1:01.055,RX-8
39,71,Kevin Horn,CLUB TR - RWD,1:01.110,FR-S
40,76,Ethan Brown,STREET MOD - FWD,1:01.170,GTI
41,262,Noah Janke,CLUB TR - RWD,1:01.469,MR2
42,2,Connor Gallagher,STREET GT - AWD,1:01.497,GT-R
43,40,Ben Bulthuis,STREET GT - RWD,1:01.639,GR SUPRA
44,156,Mike Janssen,STREET GT - AWD,1:01.642,M3
45,669,Carlos Alvarez,STREET GT - RWD,DQ 1:01.659,M2
46,80,Chris Nahill,STREET - FWD,1:02.004,CIVIC
47,48,Jeremy Hensley,STREET - AWD,1:02.298,IMPREZA
48,541,Chuck Mayer,STREET - AWD,1:02.388,IMPREZA
49,7,Thomas Halka,STREET - AWD,1:02.523,IMPREZA
50,915,Dylan Rodgers,CLUB TR - RWD,1:02.646,MX-5 MIATA
51,203,Christopher Gaydos,UNLIMITED - RWD,1:02.873,M3
52,198,Bruce Yhun,CLUB TR - FWD,1:02.973,CIVIC
53,432,Connor Omara,CLUB TR - AWD,1:03.074,R32
54,973,Luke Paglione,CLUB TR - FWD,1:03.655,INTEGRA
55,412,Austin Obrien,CLUB SC - FWD,1:04.229 DQ,FIT
56,370,Sam Deuling,CLUB SC - FWD,1:04.380,FIT
57,67,Jonathan Denk,STREET MOD - FWD,1:04.917,CIVIC
58,357,Luis Rodriguez,CLUB SC - FWD,1:05.650,FIT
59,401,Sean Sullivan,STREET - FWD,1:06.072,GOLF GTI
60,981,Tim Pforzheimer,CLUB SC - FWD,1:06.324,FIT
61,122,Jason Davidson,CLUB SC - FWD,1:06.451,FIT
62,744,Ian Stone,CLUB SC - FWD,1:06.626,FIT
63,818,Jonny Grunwald,TRACK MOD - RWD,1:07.741,RX-7
64,986,Jeff Daniels,STREET MOD - AWD,1:07.893,OUTBACK
65,328,Dominick Tucci,STREET MOD - FWD,1:08.210,FIESTA
66,888,Amos Winter,STREET - RWD,1:09.572,911 SC
67,444,Mark Gaydos,TRACK MOD - RWD,1:11.984,3 SERIES
"Penalty Car 669: 4 off, no self report - Disallow all times in session",,,,,
Penalty Car 494: Change of chassis and class - Invalidate all times Heat 1-5,,,,,
"Penalty Car 412: Impound Violation, Class Compliance - Invalidate all times Heat 1-5",,,,,
"Penalty Car 369: Impound Violation, Class Compliance - Invalidate all times Heat 1-5",,,,,
,,,,,Officials results 8/15 12:51
