TrackBattle Heat 6 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model
1,33,Chris Boersma,TRACK MOD - FWD,54.883,CIVIC
2,369,Igor Kesilyov,TRACK MOD - AWD,54.999,MODEL S
3,212,Chris Smith,TRACK MOD - RWD,55.209,1 SERIES
4,494,Tom Ogorman,TRACK MOD - RWD,55.359,442
5,379,Jake Ertel,UNLIMITED - RWD,55.938,CORVETTE
6,125,Jeremy Lowder,UNLIMITED - RWD,56.478,CAMARO
7,114,Bronson Mcnemar,TRACK MOD - RWD,56.926,MX-5 MIATA
8,14,Kal Fortner,STREET MOD - RWD,57.845,MERCEDES-AMG GT
9,540,Bucky Lasek,TRACK MOD - AWD,57.997,WRX
10,777,Joshua Halka,STREET - AWD,58.098,IMPREZA
11,511,Peter Granberg,CLUB TR - RWD,58.274,BRZ
12,220,Jesse Echanique,TRACK MOD - AWD,58.296,ECLIPSE
13,868,Steven Cheng,STREET GT - RWD,58.672,M3
14,387,Clay Coughlin,SUPER UNLIMITED - RWD,58.815,Cardinal
15,13,Jerami Bailey,CLUB TR - RWD,59.022,FR-S
16,518,Michael Budai,CLUB TR - FWD,59.125,CIVIC
17,230,Daniel Persing,CLUB TR - RWD,59.332,BRZ
18,997,Jason Gaydos,CLUB TR - RWD,59.665,BRZ
19,327,Daley Pagano,STREET GT - RWD,1:00.123,M4
20,156,Mike Janssen,STREET GT - AWD,1:00.348,M3
21,145,Devin Hofmann,STREET MOD - AWD,1:00.462,WRX
22,15,Adam Wrobel,CLUB TR - FWD,1:00.789,INTEGRA
23,470,Eddy Segal,STREET - FWD,1:00.918,CIVIC TYPE R
24,238,Garrett Gloceri,CLUB TR - RWD,1:00.984,RX-8
25,669,Carlos Alvarez,STREET GT - RWD,1:01.216,M2
26,973,Luke Paglione,CLUB TR - FWD,1:01.296,INTEGRA
27,71,Kevin Horn,CLUB TR - RWD,1:01.530,FR-S
28,218,Jason Mulderig,CLUB TR - RWD,1:01.652,S2000
29,534,Max Gourley,STREET MOD - AWD,1:01.671,WRX
30,69,Cody Umbaugh,STREET - FWD,1:01.747,CIVIC TYPE R
31,241,Dariush Lotfi,CLUB TR - RWD,1:01.749,MX-5 MIATA
32,203,Christopher Gaydos,UNLIMITED - RWD,1:01.989,M3
33,915,Dylan Rodgers,CLUB TR - RWD,1:02.061,MX-5 MIATA
34,76,Ethan Brown,STREET MOD - FWD,1:02.114,GTI
35,541,Chuck Mayer,STREET - AWD,1:02.176,IMPREZA
36,442,Logan Geyer,CLUB TR - RWD,1:02.385,BRZ
37,67,Jonathan Denk,STREET MOD - FWD,1:02.562,CIVIC
38,262,Noah Janke,CLUB TR - RWD,1:02.600,MR2
39,48,Jeremy Hensley,STREET - AWD,1:02.895,IMPREZA
40,40,Ben Bulthuis,STREET GT - RWD,1:03.211,GR SUPRA
41,198,Bruce Yhun,CLUB TR - FWD,1:03.283,CIVIC
42,401,Sean Sullivan,STREET - FWD,1:03.518,GOLF GTI
43,328,Dominick Tucci,STREET MOD - FWD,1:04.387,FIESTA
44,370,Sam Deuling,CLUB SC - FWD,1:04.583,FIT
45,412,Austin Obrien,CLUB SC - FWD,1:04.802,FIT
46,7,Thomas Halka,STREET - AWD,1:04.810,IMPREZA
47,357,Luis Rodriguez,CLUB SC - FWD,1:05.356,FIT
48,122,Jason Davidson,CLUB SC - FWD,1:06.134,FIT
49,888,Amos Winter,STREET - RWD,1:06.190,911 SC
50,744,Ian Stone,CLUB SC - FWD,1:06.496,FIT
51,981,Tim Pforzheimer,CLUB SC - FWD,1:06.635,FIT
52,343,Matthew Reinhart,CLUB SC - FWD,1:09.977,FIT
53,432,Connor Omara,CLUB TR - AWD,,R32
54,82,Jaime Santos,STREET MOD - RWD,,1 SERIES
Penalty Car 82: Failure to Self Report from 4-wheels off - All times invalidated,,,,,
,,,,,Official results 8/16 17:52
