Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,180,Robert Thorne,UNLIMITED - RWD,1:23.336,911
2,86,Jackie Ding,STREET MODIFIED - RWD,1:23.857,GR Supra
3,79,Nicholas Kohrs,STREET MODIFIED - FWD,1:28.072,Civic Si
4,714,Rockwell Autosport Deveolpment,UNLIMITED - FWD,1:28.432,RS3 TCR
5,14,Kal Fortner,STREET MODIFIED - RWD,1:29.393,GTS
6,176,Cody Hunt,STREET GT - RWD,1:30.167,Corvette
7,63,Luca Barberis,STREET - AWD,1:31.169,Lancer Evolution 9
8,74,Grant Davidson,CLUB TR - FWD,1:31.213,GSR
9,226,Jierui Liu,STREET MODIFIED - RWD,1:31.571,GR Supra
10,73,Kevin Hu,CLUB TR - RWD,1:31.580,S2000
11,66,Ben Thorn,CLUB TR - FWD,1:31.767,Civic
12,514,Evan Mclaren,CLUB TR - FWD,1:31.926,Integra
13,44,Edgar Bernard,STREET MODIFIED - AWD,1:31.978,STi
14,225,Evan Motl,STREET - FWD,1:31.981,Civic Type-R
15,488,Blake Fitzgerald,CLUB TR - RWD,1:32.265,S2000
16,77,Alex Artayet,STREET GT - RWD,1:32.574,M3
17,525,Christopher Quashnie,TRACK MODIFIED - RWD,1:32.639,Camaro ZL1 1LE
18,43,Drew Vosk,STREET GT - RWD,1:33.202,Supra
19,85,James Barry,TRACK MODIFIED - RWD,1:33.548,370z Nismo
20,774,Brian Tyson,CLUB TR - RWD,1:33.560,GR86
21,632,Chris Ferraro,STREET MODIFIED - RWD,1:33.658,M3
22,745,Andy Hong,CLUB TR - RWD,1:33.704,S2000
23,343,Freddy De La Rosa Almonte,STREET - RWD,1:33.711,S2000
24,449,Colin Fitzgerald,STREET MODIFIED - AWD,1:34.161,Impreza
25,268,Craig Krzywicki,CLUB TR - RWD,1:34.171,BRZ
26,323,Nick Rivadeneira,CLUB TR - RWD,1:34.351,S2000
27,33,Chris Boersma,TRACK MODIFIED - FWD,1:34.390,Civic
28,470,Edward Segal,STREET - FWD,1:34.398,Civic Type R
29,464,Nicholas Babin,CLUB TR - RWD,1:35.323,Miata
30,145,Hofmann Devin,STREET MODIFIED - AWD,1:35.399,WRX STi
31,827,Vito Jin,STREET - RWD,1:35.588,M3
32,95,Darian Taggart,CLUB TR - RWD,1:35.652,S2000
33,529,Christopher Nahill,STREET MODIFIED - RWD,1:36.024,GR Supra
34,384,Prashin Karanam,STREET GT - RWD,1:36.205,M3
35,233,Otto Munoz,CLUB TR - RWD,1:36.207,S2000
36,994,Nathaniel Brown,STREET - FWD,1:36.256,GTI
37,144,Kevin Parlett,UNLIMITED - RWD,1:36.400,G35
38,28,Peter Zhang,CLUB TR - RWD,1:36.658,FRS
39,982,Bryan Mccrea,CLUB TR - RWD,1:36.718,FR-S
40,921,Devin Herndon,STREET - AWD,1:36.858,GLA 45 AMG
41,442,Logan Geyer,CLUB TR - RWD,1:37.027,BRZ
42,53,Benson Tai,CLUB TR - RWD,1:37.046,S2000
43,531,Evan Weider,CLUB TR - FWD,1:37.109,Civic
44,724,Vijay Lorick,STREET - AWD,1:37.255,Golf
45,499,Joseph Muench,STREET - AWD,1:37.410,WRX
46,998,Thomas Bitterman,CLUB TR - FWD,1:37.650,Civic Si
47,403,Donald Tsunmin Lui,CLUB TR - RWD,1:37.746,BRZ
48,392,Victor Vilece,STREET GT - RWD,1:38.194,Mustang Boss 302
49,444,Brian Smith,STREET MODIFIED - FWD,1:40.153,GTI
50,198,Bruce Yhun,STREET - FWD,1:40.380,Civic
51,336,William Wu Chen,CLUB TR - RWD,1:40.666,S2000
52,328,Marshall Chang,STREET MODIFIED - RWD,1:40.792,Supra
53,463,Jonathan Trimboli,STREET MODIFIED - RWD,1:40.817,BRZ
54,880,Dimitri Paras,STREET MODIFIED - FWD,1:41.221,Gold GTI
55,228,Justin Kennedy,STREET - FWD,1:44.561,Cooper S
56,13,Jerami Bailey,CLUB TR - RWD,1:44.732,FR-S
57,352,David Dinh,STREET - RWD,1:45.691,BRZ
58,505,Bronson Furman,SUNDAE CUP  - FWD,1:46.082,CR-Z
59,395,Michael Smith,SUNDAE CUP  - FWD,1:46.212,Fit
60,362,Fsrhan Iqbal,STREET - RWD,1:47.006,GR86
61,301,Stewart Storm,SUNDAE CUP  - FWD,1:47.090,Fit
62,121,Joseph King,SUNDAE CUP  - FWD,1:49.107,Protege
63,545,Daniel Kruger,SUNDAE CUP  - FWD,1:49.905,Fit Sport
64,801,Daniel Malloy,SUNDAE CUP  - FWD,1:50.202,2
65,725,Erik Voelkle,SUNDAE CUP  - FWD,1:56.391,Fit
66,70,Eric Dewitt,STREET MODIFIED - AWD,,Impreza L
