Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,86,Jackie Ding,STREET MODIFIED - RWD,1:22.476,GR Supra
2,180,Robert Thorne,UNLIMITED - RWD,1:23.204,911
3,79,Nicholas Kohrs,STREET MODIFIED - FWD,1:26.969,Civic Si
4,70,Eric Dewitt,STREET MODIFIED - AWD,1:26.996,Impreza L
5,714,Rockwell Autosport Deveolpment,UNLIMITED - FWD,1:27.334,RS3 TCR
6,14,Kal Fortner,STREET MODIFIED - RWD,1:27.604,GTS
7,66,Ben Thorn,CLUB TR - FWD,1:28.990,Civic
8,74,Grant Davidson,CLUB TR - FWD,1:29.299,GSR
9,176,Cody Hunt,STREET GT - RWD,1:29.459,Corvette
10,63,Luca Barberis,STREET - AWD,1:30.238,Lancer Evolution 9
11,226,Jierui Liu,STREET MODIFIED - RWD,1:30.246,GR Supra
12,77,Alex Artayet,STREET GT - RWD,1:30.293,M3
13,514,Evan Mclaren,CLUB TR - FWD,1:30.349,Integra
14,44,Edgar Bernard,STREET MODIFIED - AWD,1:30.402,STi
15,632,Chris Ferraro,STREET MODIFIED - RWD,1:30.507,M3
16,525,Christopher Quashnie,TRACK MODIFIED - RWD,1:30.633,Camaro ZL1 1LE
17,531,Evan Weider,CLUB TR - FWD,1:30.760,Civic
18,529,Christopher Nahill,STREET MODIFIED - RWD,1:31.656,GR Supra
19,144,Kevin Parlett,UNLIMITED - RWD,1:31.758,G35
20,43,Drew Vosk,STREET GT - RWD,1:31.888,Supra
21,403,Donald Tsunmin Lui,CLUB TR - RWD,1:32.145,BRZ
22,73,Kevin Hu,CLUB TR - RWD,1:32.187,S2000
23,488,Blake Fitzgerald,CLUB TR - RWD,1:32.519,S2000
24,225,Evan Motl,STREET - FWD,1:32.582,Civic Type-R
25,268,Craig Krzywicki,CLUB TR - RWD,1:32.864,BRZ
26,745,Andy Hong,CLUB TR - RWD,1:32.871,S2000
27,145,Hofmann Devin,STREET MODIFIED - AWD,1:33.044,WRX STi
28,85,James Barry,TRACK MODIFIED - RWD,1:33.054,370z Nismo
29,470,Edward Segal,STREET - FWD,1:33.245,Civic Type R
30,343,Freddy De La Rosa Almonte,CLUB TR - RWD,1:33.369,S2000
31,774,Brian Tyson,CLUB TR - RWD,1:33.412,GR86
32,384,Prashin Karanam,STREET GT - RWD,1:33.583,M3
33,328,Marshall Chang,STREET MODIFIED - RWD,1:33.652,Supra
34,323,Nick Rivadeneira,CLUB TR - RWD,1:33.857,S2000
35,449,Colin Fitzgerald,STREET MODIFIED - AWD,1:34.067,Impreza
36,499,Joseph Muench,STREET - AWD,1:34.133,WRX
37,233,Otto Munoz,CLUB TR - RWD,1:34.636,S2000
38,183,Carlos Prat,CLUB TR - RWD,1:35.045,FRS
39,392,Victor Vilece,STREET GT - RWD,1:35.271,Mustang Boss 302
40,543,Vincent Nardone,STREET GT - RWD,1:35.565,Mustang
41,821,Evan Madore,STREET - FWD,1:35.568,Cooper
42,724,Vijay Lorick,STREET - AWD,1:35.884,Golf
43,463,Jonathan Trimboli,STREET MODIFIED - RWD,1:35.906,BRZ
44,982,Bryan Mccrea,CLUB TR - RWD,1:36.254,FR-S
45,95,Darian Taggart,CLUB TR - RWD,1:36.303,S2000
46,28,Peter Zhang,CLUB TR - RWD,1:36.307,FRS
47,53,Benson Tai,CLUB TR - RWD,1:36.323,S2000
48,921,Devin Herndon,STREET - AWD,1:36.634,GLA 45 AMG
49,442,Logan Geyer,CLUB TR - RWD,1:36.689,BRZ
50,464,Nicholas Babin,CLUB TR - RWD,1:36.999,Miata
51,444,Brian Smith,STREET MODIFIED - FWD,1:37.249,GTI
52,13,Jerami Bailey,CLUB TR - RWD,1:37.478,FR-S
53,198,Bruce Yhun,STREET - FWD,1:37.733,Civic
54,994,Nathan Brown,STREET - FWD,1:37.764,GTI
55,998,Thomas Bitterman,CLUB TR - FWD,1:38.096,Civic Si
56,336,William Wu Chen,CLUB TR - RWD,1:39.371,S2000
57,880,Dimitri Paras,STREET MODIFIED - FWD,1:39.568,Gold GTI
58,228,Justin Kennedy,STREET - FWD,1:40.972,Cooper S
59,362,Fsrhan Iqbal,STREET - RWD,1:41.004,GR86
60,93,Derick Hohenshilt,STREET MODIFIED - FWD,1:41.335,CRX
61,430,Mark Mullen,STREET - RWD,1:42.015,BRZ
62,352,David Dinh,STREET - RWD,1:42.770,BRZ
63,236,Chris Pak,STREET - AWD,1:43.497,Golf R
64,395,Michael Smith,SUNDAE CUP  - FWD,1:44.180,Fit
65,827,Vito Jin,STREET - RWD,1:44.213,M3
66,301,Stewart Storm,SUNDAE CUP  - FWD,1:45.655,Fit
67,505,Bronson Furman,SUNDAE CUP  - FWD,1:46.294,CR-Z
68,545,Daniel Kruger,SUNDAE CUP  - FWD,1:48.394,Fit Sport
69,801,Daniel Malloy,SUNDAE CUP  - FWD,1:49.014,2
70,121,Joseph King,SUNDAE CUP  - FWD,1:51.585,Protege
