Heat 7 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,180,Robert Thorne,UNLIMITED - RWD,1:22.573,911
2,70,Eric Dewitt,STREET MODIFIED - AWD,1:26.020,Impreza L
3,14,Kal Fortner,STREET MODIFIED - RWD,1:27.126,GTS
4,176,Cody Hunt,STREET GT - RWD,1:28.275,Corvette
5,714,Rockwell Autosport Deveolpment,UNLIMITED - FWD,1:28.481,RS3 TCR
6,74,Grant Davidson,CLUB TR - FWD,1:29.294,GSR
7,66,Ben Thorn,CLUB TR - FWD,1:29.472,Civic
8,77,Alex Artayet,STREET GT - RWD,1:29.558,M3
9,514,Evan Mclaren,CLUB TR - FWD,1:30.270,Integra
10,226,Jierui Liu,STREET MODIFIED - RWD,1:30.564,GR Supra
11,531,Evan Weider,CLUB TR - FWD,1:31.006,Civic
12,529,Christopher Nahill,STREET MODIFIED - RWD,1:31.485,GR Supra
13,225,Evan Motl,STREET - FWD,1:32.086,Civic Type-R
14,43,Drew Vosk,STREET GT - RWD,1:32.222,Supra
15,488,Blake Fitzgerald,CLUB TR - RWD,1:32.608,S2000
16,449,Colin Fitzgerald,STREET MODIFIED - AWD,1:32.749,Impreza
17,95,Darian Taggart,CLUB TR - RWD,1:33.315,S2000
18,470,Edward Segal,STREET - FWD,1:33.521,Civic Type R
19,384,Prashin Karanam,STREET GT - RWD,1:33.522,M3
20,323,Nick Rivadeneira,CLUB TR - RWD,1:33.544,S2000
21,268,Craig Krzywicki,CLUB TR - RWD,1:33.548,BRZ
22,85,James Barry,TRACK MODIFIED - RWD,1:33.619,370z Nismo
23,343,Freddy De La Rosa Almonte,CLUB TR - RWD,1:33.772,S2000
24,73,Kevin Hu,CLUB TR - RWD,1:34.015,S2000
25,745,Andy Hong,CLUB TR - RWD,1:34.073,S2000
26,403,Donald Tsunmin Lui,CLUB TR - RWD,1:34.201,BRZ
27,328,Marshall Chang,STREET MODIFIED - RWD,1:34.275,Supra
28,233,Otto Munoz,CLUB TR - RWD,1:34.431,S2000
29,982,Bryan Mccrea,CLUB TR - RWD,1:34.526,FR-S
30,499,Joseph Muench,STREET - AWD,1:35.015,WRX
31,543,Vincent Nardone,STREET GT - RWD,1:35.044,Mustang
32,821,Evan Madore,STREET - FWD,1:35.386,Cooper
33,28,Peter Zhang,CLUB TR - RWD,1:35.408,FRS
34,463,Jonathan Trimboli,STREET MODIFIED - RWD,1:35.416,BRZ
35,13,Jerami Bailey,CLUB TR - RWD,1:36.087,FR-S
36,183,Carlos Prat,CLUB TR - RWD,1:36.111,FRS
37,998,Thomas Bitterman,CLUB TR - FWD,1:36.191,Civic Si
38,198,Bruce Yhun,STREET - FWD,1:37.039,Civic
39,994,Nathan Brown,STREET - FWD,1:37.423,GTI
40,228,Justin Kennedy,STREET - FWD,1:37.658,Cooper S
41,336,William Wu Chen,CLUB TR - RWD,1:38.428,S2000
42,430,Mark Mullen,STREET - RWD,1:39.897,BRZ
43,352,David Dinh,STREET - RWD,1:40.407,BRZ
44,395,Michael Smith,SUNDAE CUP  - FWD,1:44.969,Fit
45,301,Stewart Storm,SUNDAE CUP  - FWD,1:45.967,Fit
46,545,Daniel Kruger,SUNDAE CUP  - FWD,1:46.019,Fit Sport
47,505,Bronson Furman,SUNDAE CUP  - FWD,1:46.583,CR-Z
48,121,Joseph King,SUNDAE CUP  - FWD,1:50.245,Protege
49,464,Nicholas Babin,CLUB TR - RWD,,Miata
