Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,180,Robert Thorne,UNLIMITED - RWD,1:22.590,911
2,86,Jackie Ding,STREET MODIFIED - RWD,1:22.670,GR Supra
3,79,Nicholas Kohrs,STREET MODIFIED - FWD,1:26.387,Civic Si
4,14,Kal Fortner,STREET MODIFIED - RWD,1:27.424,GTS
5,176,Cody Hunt,STREET GT - RWD,1:29.420,Corvette
6,66,Ben Thorn,CLUB TR - FWD,1:29.521,Civic
7,77,Alex Artayet,STREET GT - RWD,1:29.582,M3
8,714,Rockwell Autosport Deveolpment,UNLIMITED - FWD,1:30.160,RS3 TCR
9,514,Evan Mclaren,CLUB TR - FWD,1:30.462,Integra
10,44,Edgar Bernard,STREET MODIFIED - AWD,1:30.505,STi
11,226,Jierui Liu,STREET MODIFIED - RWD,1:30.557,GR Supra
12,220,Jesse Echanique,TRACK MODIFIED - AWD,1:30.718,Eclipse GSX
13,525,Christopher Quashnie,TRACK MODIFIED - RWD,1:30.762,Camaro ZL1 1LE
14,531,Evan Weider,CLUB TR - FWD,1:31.176,Civic
15,63,Luca Barberis,STREET - AWD,1:31.283,Lancer Evolution 9
16,145,Hofmann Devin,STREET MODIFIED - AWD,1:31.404,WRX STi
17,632,Chris Ferraro,STREET MODIFIED - RWD,1:32.008,M3
18,470,Edward Segal,STREET - FWD,1:32.793,Civic Type R
19,449,Colin Fitzgerald,STREET MODIFIED - AWD,1:32.793,Impreza
20,488,Blake Fitzgerald,CLUB TR - RWD,1:32.829,S2000
21,73,Kevin Hu,CLUB TR - RWD,1:33.076,S2000
22,144,Kevin Parlett,UNLIMITED - RWD,1:33.174,G35
23,774,Brian Tyson,CLUB TR - RWD,1:33.199,GR86
24,43,Drew Vosk,STREET GT - RWD,1:33.364,Supra
25,343,Freddy De La Rosa Almonte,CLUB TR - RWD,1:33.612,S2000
26,745,Andy Hong,CLUB TR - RWD,1:33.768,S2000
27,268,Craig Krzywicki,CLUB TR - RWD,1:33.809,BRZ
28,384,Prashin Karanam,STREET GT - RWD,1:33.935,M3
29,323,Nick Rivadeneira,CLUB TR - RWD,1:33.953,S2000
30,328,Marshall Chang,STREET MODIFIED - RWD,1:34.093,Supra
31,95,Darian Taggart,CLUB TR - RWD,1:34.120,S2000
32,85,James Barry,TRACK MODIFIED - RWD,1:34.666,370z Nismo
33,724,Vijay Lorick,STREET - AWD,1:34.891,Golf
34,183,Carlos Prat,CLUB TR - RWD,1:34.935,FRS
35,233,Otto Munoz,CLUB TR - RWD,1:35.235,S2000
36,543,Vincent Nardone,STREET GT - RWD,1:35.249,Mustang
37,403,Donald Tsunmin Lui,CLUB TR - RWD,1:35.339,BRZ
38,982,Bryan Mccrea,CLUB TR - RWD,1:35.479,FR-S
39,392,Victor Vilece,STREET GT - RWD,1:35.580,Mustang Boss 302
40,499,Joseph Muench,STREET - AWD,1:35.660,WRX
41,53,Benson Tai,CLUB TR - RWD,1:36.016,S2000
42,821,Evan Madore,STREET - FWD,1:36.107,Cooper
43,464,Nicholas Babin,CLUB TR - RWD,1:36.129,Miata
44,827,Vito Jin,STREET - RWD,1:36.293,M3
45,463,Jonathan Trimboli,STREET MODIFIED - RWD,1:36.460,BRZ
46,28,Peter Zhang,CLUB TR - RWD,1:36.492,FRS
47,921,Devin Herndon,STREET - AWD,1:36.707,GLA 45 AMG
48,13,Jerami Bailey,CLUB TR - RWD,1:36.909,FR-S
49,998,Thomas Bitterman,CLUB TR - FWD,1:37.428,Civic Si
50,198,Bruce Yhun,STREET - FWD,1:37.561,Civic
51,994,Nathan Brown,STREET - FWD,1:38.500,GTI
52,880,Dimitri Paras,STREET MODIFIED - FWD,1:38.829,Gold GTI
53,225,Evan Motl,STREET - FWD,1:39.301,Civic Type-R
54,228,Justin Kennedy,STREET - FWD,1:39.331,Cooper S
55,430,Mark Mullen,STREET - RWD,1:39.433,BRZ
56,362,Fsrhan Iqbal,STREET - RWD,1:40.159,GR86
57,336,William Wu Chen,CLUB TR - RWD,1:40.616,S2000
58,236,Chris Pak,STREET - AWD,1:40.779,Golf R
59,93,Derick Hohenshilt,STREET MODIFIED - FWD,1:41.877,CRX
60,352,David Dinh,STREET - RWD,1:43.577,BRZ
61,444,Brian Smith,STREET MODIFIED - FWD,1:44.161,GTI
62,395,Michael Smith,SUNDAE CUP  - FWD,1:44.266,Fit
63,301,Stewart Storm,SUNDAE CUP  - FWD,1:46.201,Fit
64,505,Bronson Furman,SUNDAE CUP  - FWD,1:46.509,CR-Z
65,545,Daniel Kruger,SUNDAE CUP  - FWD,1:46.936,Fit Sport
66,801,Daniel Malloy,SUNDAE CUP  - FWD,1:47.493,2
67,121,Joseph King,SUNDAE CUP  - FWD,1:52.260,Protege
68,529,Christopher Nahill,STREET MODIFIED - RWD,1:53.934,GR Supra
69,70,Eric Dewitt,STREET MODIFIED - AWD,6:47.094,Impreza L
70,767,Mark Johnson,UNLIMITED - FWD,,Civic
