Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,86,Jackie Ding,STREET MODIFIED - RWD,1:22.495,GR Supra
2,180,Robert Thorne,UNLIMITED - RWD,1:25.408,911
3,714,Rockwell Autosport Deveolpment,UNLIMITED - FWD,1:27.588,RS3 TCR
4,70,Eric Dewitt,STREET MODIFIED - AWD,1:27.729,Impreza L
5,79,Nicholas Kohrs,STREET MODIFIED - FWD,1:28.223,Civic Si
6,33,Chris Boersma,TRACK MODIFIED - FWD,1:28.338,Civic
7,14,Kal Fortner,STREET MODIFIED - RWD,1:28.756,GTS
8,74,Grant Davidson,CLUB TR - FWD,1:28.988,GSR
9,176,Cody Hunt,STREET GT - RWD,1:29.357,Corvette
10,63,Luca Barberis,STREET - AWD,1:29.966,Lancer Evolution 9
11,66,Ben Thorn,CLUB TR - FWD,1:30.589,Civic
12,514,Evan Mclaren,CLUB TR - FWD,1:30.845,Integra
13,77,Alex Artayet,STREET GT - RWD,1:31.002,M3
14,226,Jierui Liu,STREET MODIFIED - RWD,1:31.192,GR Supra
15,632,Chris Ferraro,STREET MODIFIED - RWD,1:31.221,M3
16,44,Edgar Bernard,STREET MODIFIED - AWD,1:31.247,STi
17,43,Drew Vosk,STREET GT - RWD,1:31.459,Supra
18,531,Evan Weider,CLUB TR - FWD,1:32.037,Civic
19,488,Blake Fitzgerald,CLUB TR - RWD,1:32.541,S2000
20,529,Christopher Nahill,STREET MODIFIED - RWD,1:32.780,GR Supra
21,403,Donald Tsunmin Lui,CLUB TR - RWD,1:32.952,BRZ
22,225,Evan Motl,STREET - FWD,1:33.021,Civic Type-R
23,85,James Barry,TRACK MODIFIED - RWD,1:33.029,370z Nismo
24,745,Andy Hong,CLUB TR - RWD,1:33.148,S2000
25,470,Edward Segal,STREET - FWD,1:33.177,Civic Type R
26,73,Kevin Hu,CLUB TR - RWD,1:33.238,S2000
27,343,Freddy De La Rosa Almonte,STREET - RWD,1:33.245,S2000
28,268,Craig Krzywicki,CLUB TR - RWD,1:33.620,BRZ
29,145,Hofmann Devin,STREET MODIFIED - AWD,1:33.652,WRX STi
30,774,Brian Tyson,CLUB TR - RWD,1:33.768,GR86
31,499,Joseph Muench,STREET - AWD,1:33.833,WRX
32,449,Colin Fitzgerald,STREET MODIFIED - AWD,1:34.258,Impreza
33,233,Otto Munoz,CLUB TR - RWD,1:34.266,S2000
34,827,Vito Jin,STREET - RWD,1:34.317,M3
35,392,Victor Vilece,STREET GT - RWD,1:34.519,Mustang Boss 302
36,323,Nick Rivadeneira,CLUB TR - RWD,1:34.648,S2000
37,384,Prashin Karanam,STREET GT - RWD,1:34.765,M3
38,95,Darian Taggart,CLUB TR - RWD,1:35.125,S2000
39,982,Bryan Mccrea,CLUB TR - RWD,1:35.136,FR-S
40,328,Marshall Chang,STREET MODIFIED - RWD,1:35.611,Supra
41,994,Nathaniel Brown,STREET - FWD,1:35.727,GTI
42,464,Nicholas Babin,CLUB TR - RWD,1:35.908,Miata
43,442,Logan Geyer,CLUB TR - RWD,1:35.962,BRZ
44,998,Thomas Bitterman,CLUB TR - FWD,1:36.481,Civic Si
45,724,Vijay Lorick,STREET - AWD,1:36.737,Golf
46,28,Peter Zhang,CLUB TR - RWD,1:36.774,Toyota FRS
47,53,Benson Tai,CLUB TR - RWD,1:37.246,S2000
48,821,Evan Madore,STREET - FWD,1:37.429,Cooper
49,198,Bruce Yhun,STREET - FWD,1:37.642,Civic
50,13,Jerami Bailey,CLUB TR - RWD,1:38.074,FR-S
51,921,Devin Herndon,STREET - AWD,1:38.179,GLA 45 AMG
52,463,Jonathan Trimboli,STREET MODIFIED - RWD,1:38.288,BRZ
53,336,William Wu Chen,CLUB TR - RWD,1:38.635,S2000
54,880,Dimitri Paras,STREET MODIFIED - FWD,1:41.257,Gold GTI
55,228,Justin Kennedy,STREET - FWD,1:41.844,Cooper S
56,543,Vincent Nardone,STREET GT - RWD,1:42.609,Mustang
57,352,David Dinh,STREET - RWD,1:43.194,BRZ
58,362,Fsrhan Iqbal,STREET - RWD,1:45.496,GR86
59,505,Bronson Furman,SUNDAE CUP  - FWD,1:46.303,CR-Z
60,301,Stewart Storm,SUNDAE CUP  - FWD,1:46.757,Fit
61,121,Joseph King,SUNDAE CUP  - FWD,1:48.423,Protege
62,801,Daniel Malloy,SUNDAE CUP  - FWD,1:49.730,2
63,545,Daniel Kruger,SUNDAE CUP  - FWD,1:52.109,Fit Sport
64,725,Erik Voelkle,SUNDAE CUP  - FWD,1:55.751,Fit
65,395,Michael Smith,SUNDAE CUP  - FWD,,Fit
66,444,Brian Smith,STREET MODIFIED - FWD,,GTI
