Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,86,Jackie Ding,STREET MODIFIED - RWD,1:21.638,GR Supra
2,180,Robert Thorne,UNLIMITED - RWD,1:22.510,911
3,79,Nicholas Kohrs,STREET MODIFIED - FWD,1:25.685,Civic Si
4,14,Kal Fortner,STREET MODIFIED - RWD,1:26.717,GTS
5,714,Rockwell Autosport Deveolpment,UNLIMITED - FWD,1:26.954,RS3 TCR
6,70,Eric Dewitt,STREET MODIFIED - AWD,1:27.089,Impreza L
7,220,Jesse Echanique,TRACK MODIFIED - AWD,1:27.182,Eclipse GSX
8,176,Cody Hunt,STREET GT - RWD,1:28.029,Corvette
9,74,Grant Davidson,CLUB TR - FWD,1:28.540,GSR
10,66,Ben Thorn,CLUB TR - FWD,1:28.800,Civic
11,77,Alex Artayet,STREET GT - RWD,1:28.874,M3
12,44,Edgar Bernard,STREET MODIFIED - AWD,1:30.228,STi
13,514,Evan Mclaren,CLUB TR - FWD,1:30.335,Integra
14,226,Jierui Liu,STREET MODIFIED - RWD,1:30.391,GR Supra
15,632,Chris Ferraro,STREET MODIFIED - RWD,1:30.670,M3
16,525,Christopher Quashnie,TRACK MODIFIED - RWD,1:30.704,Camaro ZL1 1LE
17,470,Edward Segal,STREET - FWD,1:30.976,Civic Type R
18,529,Christopher Nahill,STREET MODIFIED - RWD,1:30.995,GR Supra
19,145,Hofmann Devin,STREET MODIFIED - AWD,1:31.009,WRX STi
20,531,Evan Weider,CLUB TR - FWD,1:31.168,Civic
21,85,James Barry,TRACK MODIFIED - RWD,1:31.918,370z Nismo
22,403,Donald Tsunmin Lui,CLUB TR - RWD,1:32.146,BRZ
23,449,Colin Fitzgerald,STREET MODIFIED - AWD,1:32.183,Impreza
24,73,Kevin Hu,CLUB TR - RWD,1:32.326,S2000
25,774,Brian Tyson,CLUB TR - RWD,1:32.330,GR86
26,43,Drew Vosk,STREET GT - RWD,1:32.381,Supra
27,225,Evan Motl,STREET - FWD,1:32.394,Civic Type-R
28,268,Craig Krzywicki,CLUB TR - RWD,1:32.662,BRZ
29,343,Freddy De La Rosa Almonte,CLUB TR - RWD,1:32.839,S2000
30,323,Nick Rivadeneira,CLUB TR - RWD,1:33.062,S2000
31,488,Blake Fitzgerald,CLUB TR - RWD,1:33.296,S2000
32,745,Andy Hong,CLUB TR - RWD,1:33.487,S2000
33,724,Vijay Lorick,STREET - AWD,1:33.521,Golf
34,328,Marshall Chang,STREET MODIFIED - RWD,1:33.643,Supra
35,95,Darian Taggart,CLUB TR - RWD,1:33.703,S2000
36,982,Bryan Mccrea,CLUB TR - RWD,1:33.794,FR-S
37,233,Otto Munoz,CLUB TR - RWD,1:33.903,S2000
38,543,Vincent Nardone,STREET GT - RWD,1:34.015,Mustang
39,384,Prashin Karanam,STREET GT - RWD,1:34.605,M3
40,821,Evan Madore,STREET - FWD,1:34.629,Cooper
41,827,Vito Jin,STREET - RWD,1:34.851,M3
42,28,Peter Zhang,CLUB TR - RWD,1:35.116,FRS
43,921,Devin Herndon,STREET - AWD,1:35.334,GLA 45 AMG
44,183,Carlos Prat,CLUB TR - RWD,1:35.378,FRS
45,53,Benson Tai,CLUB TR - RWD,1:35.410,S2000
46,994,Nathan Brown,STREET - FWD,1:35.697,GTI
47,998,Thomas Bitterman,CLUB TR - FWD,1:35.736,Civic Si
48,499,Joseph Muench,STREET - AWD,1:36.012,WRX
49,464,Nicholas Babin,CLUB TR - RWD,1:36.016,Miata
50,198,Bruce Yhun,STREET - FWD,1:36.297,Civic
51,13,Jerami Bailey,CLUB TR - RWD,1:36.616,FR-S
52,336,William Wu Chen,CLUB TR - RWD,1:37.040,S2000
53,463,Jonathan Trimboli,STREET MODIFIED - RWD,1:37.936,BRZ
54,444,Brian Smith,STREET MODIFIED - FWD,1:38.286,GTI
55,430,Mark Mullen,STREET - RWD,1:38.718,BRZ
56,880,Dimitri Paras,STREET MODIFIED - FWD,1:38.772,Gold GTI
57,228,Justin Kennedy,STREET - FWD,1:39.215,Cooper S
58,352,David Dinh,STREET - RWD,1:40.312,BRZ
59,93,Derick Hohenshilt,STREET MODIFIED - FWD,1:40.672,CRX
60,505,Bronson Furman,SUNDAE CUP  - FWD,1:44.366,CR-Z
61,395,Michael Smith,SUNDAE CUP  - FWD,1:44.440,Fit
62,301,Stewart Storm,SUNDAE CUP  - FWD,1:45.442,Fit
63,801,Daniel Malloy,SUNDAE CUP  - FWD,1:47.505,2
64,121,Joseph King,SUNDAE CUP  - FWD,1:51.629,Protege
65,545,Daniel Kruger,SUNDAE CUP  - FWD,1:53.715,Fit Sport
66,144,Kevin Parlett,UNLIMITED - RWD,,G35
