TrackBattle Heat 7 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model
1,304,Allen Patten,TRACK MOD - RWD,1:29.955,CORVETTE
2,70,Dewey Dewitt,STREET MOD - AWD,1:30.719,IMPREZA
3,29,Kyle Mckiou,STREET MOD - RWD,1:31.156,GR SUPRA
4,551,Austin Barnes,TRACK MOD - RWD,1:31.946,CORVETTE
5,445,Justin Peachey,TRACK MOD - RWD,1:33.229,CORVETTE
6,14,Kal Fortner,STREET MOD - RWD,1:33.393,MERCEDES-AMG GT
7,444,Luca Barberis,STREET MOD - RWD,1:33.568,GR SUPRA
8,212,Chris Smith,TRACK MOD - RWD,1:33.581,1 SERIES
9,299,Colton Drescosky,TRACK MOD - RWD,1:33.620,VIPER
10,51,Jon Roed,STREET MOD - RWD,1:33.664,MX-5 MIATA
11,121,Ryan Mathews,STREET MOD - RWD,1:33.785,CORVETTE
12,93,John Veloso,SUPER UNLIMITED - RWD,1:33.992,CIVIC
13,338,Ernestas Puzelis,UNLIMITED - RWD,1:34.398,CORVETTE
14,606,Christian Aranha,TRACK MOD - RWD,1:34.952,GR SUPRA
15,1,Luke Mcgrew,STREET GT - RWD,1:35.268,CORVETTE
16,171,Andrius Bertulis,UNLIMITED - RWD,1:36.278,RCF
17,211,Ryan Mathews,STREET GT - RWD,1:36.296,CORVETTE
18,777,Joshua Halka,STREET - AWD,1:36.439,IMPREZA
19,33,Chris Boersma,TRACK MOD - FWD,1:37.508,CIVIC
20,128,Daniel Moore,TRACK MOD - FWD,1:37.666,CIVIC
21,310,Mike Coons,STREET - AWD,1:37.807,IMPREZA
22,55,Charles Miller,STREET - AWD,1:37.975,EVO
23,193,Brad Moore,STREET - RWD,1:37.977,718 CAYMAN
24,30,Seth Brown,STREET GT - RWD,1:38.374,CORVETTE
25,470,Zac Zhou,TRACK MOD - RWD,1:38.479 DQ,GALLARDO
26,145,Devin Hofmann,STREET MOD - AWD,1:38.638,WRX
27,326,Stan Fayngold,CLUB TR - RWD,1:38.762,FR-S
28,94,Mike Bryant,CLUB TR - RWD,1:38.896,MX-5 MIATA
29,96,Michael Young,TRACK MOD - RWD,1:38.945,CORVETTE
30,466,Willem Drees,STREET - FWD,1:39.058,ELANTRA N
31,228,Brad Smith,STREET GT - RWD,1:39.167,CAMARO
32,13,Jerami Bailey,CLUB TR - RWD,1:39.301,FR-S
33,511,Peter Granberg,CLUB TR - RWD,1:39.362,BRZ
34,571,John Laughlin,STREET - FWD,1:39.470,CIVIC
35,22,Dallas Reed,STREET GT - AWD,1:39.479,CORVETTE
36,716,Darius Zajac,TRACK MOD - RWD,1:39.704,CORVETTE
37,40,Ben Bulthuis,STREET GT - RWD,1:39.785,GR SUPRA
38,525,Jeremy Lowder,UNLIMITED - RWD,1:40.236,CAMARO
39,199,Ian Flavin,CLUB TR - RWD,1:40.293,BRZ
40,625,Sam Bosnian,STREET - RWD,1:40.798,350Z
41,44,Joel Phillips,TRACK MOD - RWD,1:40.972,911
42,718,Ruben Manrique,STREET - RWD,1:41.265,718 CAYMAN
43,23,King Thao,CLUB TR - FWD,1:41.275,CIVIC
44,48,Jeremy Hensley,STREET - AWD,1:41.458,IMPREZA
45,319,Chris Schuster,CLUB TR - RWD,1:41.644,GR86
46,311,Jan Wildner,STREET - RWD,1:41.810,240SX
47,26,Arthur Dvortsen,CLUB TR - RWD,1:41.865,MX-5 MIATA
48,498,Bradley Folse,STREET - AWD,1:41.949,IMPREZA
49,204,Christopher Heideman,CLUB TR - RWD,1:43.071,S2000
50,740,Alexis Fregoso,CLUB TR - FWD,1:43.498,RSX
51,83,Ben Ciric,STREET - RWD,1:43.724,370Z
52,360,Randy Ramchand,CLUB TR - RWD,1:43.729,S2000
53,541,Chuck Mayer,STREET - AWD,1:44.048,WRX
54,262,Noah Janke,CLUB TR - RWD,1:44.517,MR2
55,7,Thomas Halka,STREET - AWD,1:44.615,IMPREZA
56,142,Juan Johnson,CLUB TR - RWD,1:45.321,S2000
57,240,Eric Knerr,CLUB TR - FWD,1:45.348,CIVIC
58,432,Connor Omara,CLUB TR - AWD,1:45.622,R32
59,15,Adam Wrobel,CLUB TR - FWD,1:46.300,INTEGRA
60,169,Dan Mai,CLUB TR - RWD,1:46.494,325I
61,614,Mark Riehle,CLUB TR - FWD,1:47.964,COOPER
62,509,Kevin Wendt,CLUB TR - FWD,1:48.338,CR-X
63,16,Justin Lachausse,STREET - AWD,1:49.824,COROLLA
64,806,Jordan Gunther,CLUB TR - RWD,1:50.417,BRZ
65,134,David Best,CLUB SC - FWD,1:51.044,FIT
66,67,Jonathan Denk,STREET MOD - FWD,1:51.945,CIVIC
67,156,Mike Janssen,CLUB SC - FWD,1:52.070,CIVIC
68,91,Chris Rice,CLUB SC - FWD,1:52.427,FIT
69,370,Sam Deuling,CLUB SC - FWD,1:52.472,FIT
70,144,Ryan Mukherjee,CLUB SC - FWD,1:52.575,FIT
71,216,Nickolas Berg,CLUB SC - FWD,1:53.232,CIVIC
72,122,Jason Davidson,CLUB SC - FWD,1:54.325,FIT
73,357,Luis Rodriguez,CLUB SC - FWD,1:55.150,FIT
74,343,Matthew Reinhart,CLUB SC - FWD,1:55.316,FIT
75,95,Alex Gomez,CLUB SC - FWD,1:59.177,FIT
76,117,Daniel Glasgow,CLUB SC - FWD,2:00.982,FIT
77,20,Israel Trejo,CLUB SC - FWD,2:01.865,DEL SOL
78,11,Graham Gaylord,STREET MOD - AWD,,IMPREZA
"Penalty Car 470: Impound Violation, Technical Compliance for Class - Heat 1 - 7 Times Invalidated",,,,,
,,,,,Provisional Results published 9:35 6/8/25
