TrackBattle Heat 5 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model
1,29,Kyle Mckiou,STREET MOD - RWD,1:31.190,GR SUPRA
2,338,Ernestas Puzelis,UNLIMITED - RWD,1:32.120,CORVETTE
3,551,Austin Barnes,TRACK MOD - RWD,1:33.025,CORVETTE
4,299,Colton Drescosky,TRACK MOD - RWD,1:33.149,VIPER
5,51,Jon Roed,STREET MOD - RWD,1:33.179,MX-5 MIATA
6,212,Chris Smith,TRACK MOD - RWD,1:33.910,1 SERIES
7,14,Kal Fortner,STREET MOD - RWD,1:34.052,MERCEDES-AMG GT
8,606,Christian Aranha,TRACK MOD - RWD,1:35.394,GR SUPRA
9,93,John Veloso,SUPER UNLIMITED - RWD,1:35.640,CIVIC
10,444,Luca Barberis,STREET MOD - RWD,1:36.034,GR SUPRA
11,777,Joshua Halka,STREET - AWD,1:36.306,IMPREZA
12,717,Luke Mcgrew,STREET GT - RWD,1:36.627,CORVETTE
13,451,Christopher Lewis,TRACK MOD - RWD,1:37.115,CORVETTE
14,211,Ryan Mathews,STREET GT - RWD,1:37.175,CORVETTE
15,773,Luie Zendejas,UNLIMITED - RWD,1:37.275,CORVETTE
16,193,Brad Moore,STREET - RWD,1:37.422,718 CAYMAN
17,128,Daniel Moore,TRACK MOD - FWD,1:37.834,CIVIC
18,30,Seth Brown,STREET GT - RWD,1:38.432,CORVETTE
19,96,Michael Young,TRACK MOD - RWD,1:38.847,CORVETTE
20,326,Stan Fayngold,CLUB TR - RWD,1:39.109,FR-S
21,511,Peter Granberg,CLUB TR - RWD,1:39.136,BRZ
22,727,Mario Mirone,CLUB TR - FWD,1:39.156,CIVIC
23,228,Brad Smith,STREET GT - RWD,1:39.327,CAMARO
24,22,Dallas Reed,STREET GT - AWD,1:39.487,CORVETTE
25,466,Willem Drees,STREET - FWD,1:39.609,ELANTRA N
26,716,Darius Zajac,TRACK MOD - RWD,1:39.739,CORVETTE
27,13,Jerami Bailey,CLUB TR - RWD,1:39.786,FR-S
28,525,Jeremy Lowder,UNLIMITED - RWD,1:39.789,CAMARO
29,625,Sam Bosnian,STREET - RWD,1:39.836,350Z
30,94,Mike Bryant,CLUB TR - RWD,1:39.919,MX-5 MIATA
31,571,John Laughlin,STREET - FWD,1:40.207,CIVIC
32,145,Devin Hofmann,STREET MOD - AWD,1:40.342,WRX
33,199,Ian Flavin,CLUB TR - RWD,1:40.664,BRZ
34,310,Mike Coons,STREET - AWD,1:40.742,IMPREZA
35,204,Christopher Heideman,CLUB TR - RWD,1:40.775,S2000
36,194,Mike Callaway,STREET - AWD,1:40.821,IMPREZA
37,311,Jan Wildner,STREET - RWD,1:40.853,240SX
38,470,Zac Zhou,TRACK MOD - RWD,1:41.089 DQ,GALLARDO
39,55,Charles Miller,STREET - AWD,1:41.237,EVO
40,40,Ben Bulthuis,STREET GT - RWD,1:41.476,GR SUPRA
41,718x,Zach Moore,STREET - RWD,1:42.737,CAYMAN
42,319,Chris Schuster,CLUB TR - RWD,1:42.865,GR86
43,23,King Thao,CLUB TR - FWD,1:43.145,CIVIC
44,262,Noah Janke,CLUB TR - RWD,1:43.282,MR2
45,26,Arthur Dvortsen,CLUB TR - RWD,1:43.302,MX-5 MIATA
46,48,Jeremy Hensley,STREET - AWD,1:43.421,IMPREZA
47,541,Chuck Mayer,STREET - AWD,1:43.660,WRX
48,238,Garrett Gloceri,CLUB TR - RWD,1:43.715,RX-8
49,15,Adam Wrobel,CLUB TR - FWD,1:43.771,INTEGRA
50,7,Thomas Halka,STREET - AWD,1:43.965,IMPREZA
51,360,Randy Ramchand,CLUB TR - RWD,1:43.978,S2000
52,241,Dariush Lotfi,CLUB TR - RWD,1:44.096,MX-5 MIATA
53,240,Eric Knerr,CLUB TR - FWD,1:44.155,CIVIC
54,202,Rebekah Cohen,STREET - FWD,1:44.366,CIVIC TYPE R
55,521,Juniper Zarder,STREET MOD - RWD,1:44.540,Z
56,83,Ben Ciric,STREET - RWD,1:44.686,370Z
57,142,Juan Johnson,CLUB TR - RWD,1:44.949,S2000
58,818,Sonya Klaus,STREET MOD - RWD,1:45.173,350Z
59,56,Nicholas Alpin,TRACK MOD - RWD,1:45.343,CORVETTE
60,598,Cory Gordinier,STREET MOD - RWD,1:45.544,MX-5 MIATA
61,498,Bradley Folse,STREET - AWD,1:45.925,IMPREZA
62,432,Connor Omara,CLUB TR - AWD,1:46.203,R32
63,509,Kevin Wendt,CLUB TR - FWD,1:47.998,CR-X
64,445,Justin Peachey,TRACK MOD - RWD,1:48.593,CORVETTE
65,614,Mark Riehle,CLUB TR - FWD,1:48.749,COOPER
66,16,Justin Lachausse,STREET - AWD,1:49.509,COROLLA
67,11,Graham Gaylord,STREET MOD - AWD,1:50.928,IMPREZA
68,156,Mike Janssen,CLUB SC - FWD,1:51.182,CIVIC
69,134,David Best,CLUB SC - FWD,1:51.586,FIT
70,91,Chris Rice,CLUB SC - FWD,1:52.659,FIT
71,144,Ryan Mukherjee,CLUB SC - FWD,1:53.175,FIT
