TrackBattle Heat 4 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,687,Jackie Ding,TRACK MOD - RWD,1:34.000,M2
2,34,Andy Voelkel,STREET GT - RWD,1:35.434,CORVETTE
3,14,Kal Fortner,STREET MOD - RWD,1:35.544,AMG GT S
4,84,Ido Waksman,STREET GT - RWD,1:35.939,CORVETTE
5,525,Jeremy Lowder,UNLIMITED - RWD,1:37.977,CAMARO
6,404,David Bamforth,TRACK MOD - RWD,1:38.318,CAYMAN
7,297,Brian Van Orsdol,STREET MOD - RWD,1:38.403,GR SUPRA
8,29,Kyle Mckiou,STREET MOD - RWD,1:38.457,GR SUPRA
9,555,Joe Mielke,STREET - AWD,1:38.508,WRX STI
10,187,Keenan Prusank,STREET GT - RWD,1:38.595,CAMARO
11,822,Team VitourP1.com,STREET GT - RWD,1:39.271 DQ,CORVETTE
12,215,Vito Jin,STREET GT - RWD,1:39.577,GR SUPRA
13,326,Stan Fayngold,CLUB TR - RWD,1:39.590,86
14,41,James Houghton,CLUB TR - FWD,1:39.680,TSX
15,171,Andrius Bertulis,UNLIMITED - RWD,1:39.842,RCF
16,511,Peter Granberg,CLUB TR - RWD,1:40.353,BRZ
17,236,Jimmy Vajdak,CLUB TR - RWD,1:40.423,GR86
18,61,Fez Babar,CLUB TR - RWD,1:40.666,GR86
19,700,Paul Jaquish,TRACK MOD - AWD,1:41.156,TALON
20,98,Steven Stewart,TRACK MOD - AWD,1:41.571,IMPREZA
21,654,Nick Aegerter,STREET - AWD,1:41.769,FOCUS
22,470,Eddy Segal,STREET - FWD,1:41.782,CIVIC
23,82,Jaime Santos,STREET - FWD,1:41.956,FOCUS
24,22,Mitchell Hickling,STREET GT - RWD,1:42.124,M4
25,199,Ian Flavin,CLUB TR - RWD,1:42.246,BRZ
26,45,Ross Ligibel,STREET - RWD,1:42.896,M3
27,58,Grant White,STREET MOD - RWD,1:43.339,MUSTANG
28,86,Jackie Ding,UNLIMITED - RWD,1:43.778,Corolla AE86
29,123,Whiskey Danger Racing,CLUB TR - RWD,1:43.924,S2000
30,64,Alex Westergaard,TRACK MOD - RWD,1:43.942,S2000
31,94,Mike Bryant,CLUB TR - RWD,1:44.168,MX-5
32,151,Nathan Poulson,CLUB TR - RWD,1:44.254,BRZ
33,50,Azmath Mohammed,CLUB TR - RWD,1:44.518,MR2
34,609,Michael Hartigan,STREET - FWD,1:44.895,ELANTRA
35,204,Emir Halilovic,STREET - RWD,1:45.077,FR-S
36,423,Jacob Elkins,STREET GT - RWD,1:45.142,CORVETTE
37,281,Randy Reeves,STREET MOD - RWD,1:45.258,MX-5 MIATA
38,25,Christopher Quashnie,STREET - FWD,1:45.644,CIVIC
39,961,John Veloso,STREET GT - RWD,1:46.109,GR SUPRA
40,155,Munzir Habibovic,STREET - RWD,1:46.232,350Z
41,241,Dariush Lotfi,CLUB TR - RWD,1:46.766,MX-5 MIATA
42,415,Ivan Onofriiciuc,STREET - RWD,1:47.125,370Z
43,462,Natalie Corder,TRACK MOD - RWD,1:47.202,MX-5 MIATA
44,360,Gopihath Ramchand,CLUB TR - RWD,1:47.284,S2000
45,260,Matthew Morehouse,STREET - AWD,1:47.330,FORESTER
46,718,Richard Moussa,STREET - RWD,1:49.219,718 CAYMAN
47,327,Aaron Dukes,CLUB TR - FWD,1:49.286,RSX
48,614,Mark Riehle,CLUB TR - FWD,1:49.347,COOPER
49,737,Cody Platschorre,STREET - RWD,1:50.155,G
50,519,Malindima Sampa,CLUB TR - RWD,1:50.262,350Z
51,611,Benjamin Carter,CLUB TR - RWD,1:50.363,S2000
52,509,Kevin Wendt,CLUB TR - FWD,1:50.715,CIVIC
53,728,Nathan Traxler,CLUB TR - RWD,1:51.673,BOXSTER
54,806,Jordan Gunther,STREET - AWD,1:52.173,WRX
55,134,Best David,SUNDAE CUP - FWD,1:52.984,FIT
56,370,Sam Deuling,SUNDAE CUP - FWD,1:53.187,FIT
57,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:53.752,FIT
58,707,Piotr Boczek,SUNDAE CUP - FWD,1:53.792,FIT
59,156,Mike Janssen,SUNDAE CUP - FWD,1:53.880,COOPER
60,116,Lennon Radcliffe,SUNDAE CUP - FWD,1:53.907,COROLLA
61,428,Brad Smith,SUNDAE CUP - FWD,1:55.100,FIT
62,729,Chris Murray,SUNDAE CUP - RWD,1:55.116,MX-5 MIATA
63,292,Jim Frohwirth,SUNDAE CUP - FWD,1:56.114,FIT
64,248,Nathan Schlawin,SUNDAE CUP - FWD,1:56.199,FIT
65,216,Nickolas Berg,SUNDAE CUP - FWD,1:58.689,CIVIC
66,433,Robert Miller,SUNDAE CUP - FWD,1:58.825,RIO
67,762,Alec Lavelle,SUNDAE CUP - FWD,2:00.554,FIT
68,99,George Reeves,CLUB TR - RWD,2:01.207,Miata
69,993,Samuel Miller,SUNDAE CUP - RWD,2:04.566 DQ,MX-5 MIATA
70,107,Marcin Bobak,SUNDAE CUP - FWD,2:07.544,FIT
71,600,Izak Ambrose,STREET - AWD,DNF,IMPREZA
