TrackBattle Heat 3 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,6,Michael Aumick,STREET MOD - AWD,1:34.148,IMPREZA
2,687,Jackie Ding,TRACK MOD - RWD,1:34.390,M2
3,299,Colton Drescosky,TRACK MOD - RWD,1:34.960,VIPER
4,34,Andy Voelkel,STREET GT - RWD,1:35.552,CORVETTE
5,84,Ido Waksman,STREET GT - RWD,1:36.062,CORVETTE
6,14,Kal Fortner,STREET MOD - RWD,1:36.577,AMG GT S
7,525,Jeremy Lowder,UNLIMITED - RWD,1:36.665,CAMARO
8,212,Chris Smith,TRACK MOD - RWD,1:37.281,1 SERIES
9,51,Jon Roed,STREET MOD - RWD,1:37.525,MX-5 MIATA
10,44,Joel Phillips,STREET GT - RWD,1:37.857,911
11,297,Brian Van Orsdol,STREET MOD - RWD,1:38.508,GR SUPRA
12,171,Andrius Bertulis,UNLIMITED - RWD,1:38.869,RCF
13,215,Vito Jin,STREET GT - RWD,1:39.374,GR SUPRA
14,187,Keenan Prusank,STREET GT - RWD,1:39.457,CAMARO
15,822,Team VitourP1.com,STREET GT - RWD,1:39.676 DQ,CORVETTE
16,404,David Bamforth,TRACK MOD - RWD,1:39.696,CAYMAN
17,445,Justin Peachey,TRACK MOD - RWD,1:39.710,CORVETTE
18,326,Stan Fayngold,CLUB TR - RWD,1:39.728,86
19,29,Kyle Mckiou,STREET MOD - RWD,1:39.883,GR SUPRA
20,41,James Houghton,CLUB TR - FWD,1:39.985,TSX
21,236,Jimmy Vajdak,CLUB TR - RWD,1:40.240,GR86
22,511,Peter Granberg,CLUB TR - RWD,1:40.636,BRZ
23,61,Fez Babar,CLUB TR - RWD,1:40.757,GR86
24,531,Evan Weider,CLUB TR - FWD,1:40.795,CIVIC
25,123,Whiskey Danger Racing,CLUB TR - RWD,1:40.926,S2000
26,625,Sam Bosnian,STREET - RWD,1:41.082,350Z
27,470,Eddy Segal,STREET - FWD,1:41.733,CIVIC
28,82,Jaime Santos,STREET - FWD,1:41.755,FOCUS
29,22,Mitchell Hickling,STREET GT - RWD,1:41.959,M4
30,199,Ian Flavin,CLUB TR - RWD,1:41.972,BRZ
31,155,Munzir Habibovic,STREET - RWD,1:42.050,350Z
32,700,Paul Jaquish,TRACK MOD - AWD,1:42.578,TALON
33,443,Andy Holst,STREET - RWD,1:42.603,M3
34,654,Nick Aegerter,STREET - AWD,1:42.810,FOCUS
35,94,Mike Bryant,CLUB TR - RWD,1:42.929,MX-5
36,45,Ross Ligibel,STREET - RWD,1:43.079,M3
37,86,Jackie Ding,UNLIMITED - RWD,1:43.329,Corolla AE86
38,50,Azmath Mohammed,CLUB TR - RWD,1:43.905,MR2
39,961,John Veloso,STREET GT - RWD,1:44.093,GR SUPRA
40,410,Foster Johnson,CLUB TR - RWD,1:44.139,S2000
41,194,Mike Callaway,STREET - AWD,1:44.150,IMPREZA
42,58,Grant White,STREET MOD - RWD,1:44.158,MUSTANG
43,281,Randy Reeves,STREET MOD - RWD,1:44.168,MX-5 MIATA
44,423,Jacob Elkins,STREET GT - RWD,1:44.330,CORVETTE
45,77,Jason Kanakry,TRACK MOD - RWD,1:44.333,M3
46,64,Alex Westergaard,TRACK MOD - RWD,1:44.396,S2000
47,609,Michael Hartigan,STREET - FWD,1:44.635,ELANTRA
48,204,Emir Halilovic,STREET - RWD,1:44.786,FR-S
49,151,Nathan Poulson,CLUB TR - RWD,1:44.953,BRZ
50,25,Christopher Quashnie,STREET - FWD,1:45.206,CIVIC
51,260,Matthew Morehouse,STREET - AWD,1:45.420,FORESTER
52,600,Izak Ambrose,STREET - AWD,1:45.756,IMPREZA
53,727,Mario Mirone,CLUB TR - FWD,1:45.917,CIVIC
54,462,Natalie Corder,TRACK MOD - RWD,1:46.001,MX-5 MIATA
55,415,Ivan Onofriiciuc,STREET - RWD,1:46.006,370Z
56,775,William Rori,STREET - FWD,1:46.767,ELANTRA
57,241,Dariush Lotfi,CLUB TR - RWD,1:47.698,MX-5 MIATA
58,611,Benjamin Carter,CLUB TR - RWD,1:48.131,S2000
59,519,Malindima Sampa,CLUB TR - RWD,1:48.568,350Z
60,614,Mark Riehle,CLUB TR - FWD,1:48.923,COOPER
61,169,Dan Mai,CLUB TR - RWD,1:49.014,325I
62,360,Gopihath Ramchand,CLUB TR - RWD,1:49.122,S2000
63,327,Aaron Dukes,CLUB TR - FWD,1:49.134,RSX
64,718,Richard Moussa,STREET - RWD,1:49.214,718 CAYMAN
65,598,Cory Gordinier,STREET MOD - RWD,1:49.273,MX-5 MIATA
66,509,Kevin Wendt,CLUB TR - FWD,1:50.661,CIVIC
67,728,Nathan Traxler,CLUB TR - RWD,1:51.144,BOXSTER
68,806,Jordan Gunther,STREET - AWD,1:52.406,WRX
69,124,Damian Mccann,STREET - AWD,1:52.580,IMPREZA
70,130,James Smith,SUNDAE CUP - FWD,1:52.674,FIT
71,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:52.730,FIT
72,156,Mike Janssen,SUNDAE CUP - FWD,1:52.980,COOPER
73,134,Best David,SUNDAE CUP - FWD,1:53.275,FIT
74,729,Chris Murray,SUNDAE CUP - RWD,1:53.445,MX-5 MIATA
75,370,Sam Deuling,SUNDAE CUP - FWD,1:53.521,FIT
76,428,Brad Smith,SUNDAE CUP - FWD,1:53.675,FIT
77,707,Piotr Boczek,SUNDAE CUP - FWD,1:53.920,FIT
78,116,Lennon Radcliffe,SUNDAE CUP - FWD,1:54.167,COROLLA
79,99,George Reeves,CLUB TR - RWD,1:56.126,Miata
80,248,Nathan Schlawin,SUNDAE CUP - FWD,1:56.648,FIT
81,808,Lucas Schaar,SUNDAE CUP - FWD,1:57.866,YARIS
82,292,Jim Frohwirth,SUNDAE CUP - FWD,1:57.895,FIT
83,762,Alec Lavelle,SUNDAE CUP - FWD,1:59.587,FIT
84,433,Robert Miller,SUNDAE CUP - FWD,1:59.750,RIO
85,216,Nickolas Berg,SUNDAE CUP - FWD,2:04.088,CIVIC
86,993,Samuel Miller,SUNDAE CUP - RWD,2:05.322 DQ,MX-5 MIATA
87,107,Marcin Bobak,SUNDAE CUP - FWD,2:08.890,FIT
88,823,Erin Weaver,CLUB TR - RWD,2:11.534,MX-5 MIATA
89,737,Cody Platschorre,STREET - RWD,DNF,G
90,555,Joe Mielke,STREET - AWD,DNF,WRX STI
