TrackBattle Heat 6 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,77,Jason Kanakry,TRACK MOD - RWD,1:32.726,M3
2,299,Colton Drescosky,TRACK MOD - RWD,1:33.685,VIPER
3,525,Jeremy Lowder,UNLIMITED - RWD,1:35.111,CAMARO
4,687,Jackie Ding,TRACK MOD - RWD,1:35.245,M2
5,14,Kal Fortner,STREET MOD - RWD,1:35.267,AMG GT S
6,34,Andy Voelkel,STREET GT - RWD,1:36.125,CORVETTE
7,51,Jon Roed,STREET MOD - RWD,1:36.781,MX-5 MIATA
8,29,Kyle Mckiou,STREET MOD - RWD,1:38.117,GR SUPRA
9,297,Brian Van Orsdol,STREET MOD - RWD,1:38.416,GR SUPRA
10,187,Keenan Prusank,STREET GT - RWD,1:38.596,CAMARO
11,98,Steven Stewart,TRACK MOD - AWD,1:38.872,IMPREZA
12,44,Joel Phillips,STREET GT - RWD,1:39.081,911
13,445,Justin Peachey,TRACK MOD - RWD,1:39.090,CORVETTE
14,404,David Bamforth,TRACK MOD - RWD,1:39.159,CAYMAN
15,22,Team VitourP1.com,UNLIMITED - RWD,1:39.530,CORVETTE
16,281,Randy Reeves,STREET MOD - RWD,1:39.635,MX-5 MIATA
17,212,Chris Smith,TRACK MOD - RWD,1:39.645,1 SERIES
18,215,Vito Jin,STREET GT - RWD,1:39.682,GR SUPRA
19,236,Jimmy Vajdak,CLUB TR - RWD,1:39.747,GR86
20,700,Paul Jaquish,TRACK MOD - AWD,1:39.864,TALON
21,84,Ido Waksman,STREET GT - RWD,1:39.870,CORVETTE
22,531,Evan Weider,CLUB TR - FWD,1:39.940,CIVIC
23,511,Peter Granberg,CLUB TR - RWD,1:40.153,BRZ
24,326,Stan Fayngold,CLUB TR - RWD,1:40.238,86
25,781,Lyle Zyra,CLUB TR - RWD,1:40.314,GR86
26,22,Mitchell Hickling,STREET GT - RWD,1:40.553,M4
27,199,Ian Flavin,CLUB TR - RWD,1:40.996,BRZ
28,155,Munzir Habibovic,STREET - RWD,1:41.044,350Z
29,61,Fez Babar,CLUB TR - RWD,1:41.262,GR86
30,13,Jerami Bailey,CLUB TR - RWD,1:41.286,FR-S
31,410,Foster Johnson,CLUB TR - RWD,1:41.595,S2000
32,470,Eddy Segal,STREET - FWD,1:41.685,CIVIC
33,194,Mike Callaway,STREET - AWD,1:41.829,IMPREZA
34,45,Ross Ligibel,STREET - RWD,1:42.090,M3
35,82,Jaime Santos,STREET - FWD,1:42.463,FOCUS
36,50,Azmath Mohammed,CLUB TR - RWD,1:42.475,MR2
37,58,Grant White,STREET MOD - RWD,1:42.794,MUSTANG
38,423,Jacob Elkins,STREET GT - RWD,1:42.829,CORVETTE
39,961,John Veloso,STREET GT - RWD,1:42.944,GR SUPRA
40,609,Michael Hartigan,STREET - FWD,1:42.988,ELANTRA
41,64,Alex Westergaard,TRACK MOD - RWD,1:43.109,S2000
42,126,Jacob Abbott,CLUB TR - RWD,1:44.143,FR-S
43,25,Christopher Quashnie,STREET - FWD,1:44.558,CIVIC
44,123,Whiskey Danger Racing,CLUB TR - RWD,1:44.868,S2000
45,260,Matthew Morehouse,STREET - AWD,1:45.128,FORESTER
46,415,Ivan Onofriiciuc,STREET - RWD,1:45.369,370Z
47,519,Malindima Sampa,CLUB TR - RWD,1:46.304,350Z
48,727,Mario Mirone,CLUB TR - FWD,1:46.601,CIVIC
49,718,Richard Moussa,STREET - RWD,1:47.015,718 CAYMAN
50,360,Gopihath Ramchand,CLUB TR - RWD,1:47.276,S2000
51,462,Natalie Corder,TRACK MOD - RWD,1:47.525,MX-5 MIATA
52,598,Cory Gordinier,STREET MOD - RWD,1:48.002,MX-5 MIATA
53,611,Benjamin Carter,CLUB TR - RWD,1:48.004,S2000
54,169,Dan Mai,CLUB TR - RWD,1:48.450,325I
55,327,Aaron Dukes,CLUB TR - FWD,1:48.606,RSX
56,614,Mark Riehle,CLUB TR - FWD,1:48.829,COOPER
57,728,Nathan Traxler,CLUB TR - RWD,1:49.408,BOXSTER
58,806,Jordan Gunther,STREET - AWD,1:51.038,WRX
59,729,Chris Murray,SUNDAE CUP - RWD,1:52.248,MX-5 MIATA
60,370,Sam Deuling,SUNDAE CUP - FWD,1:52.348,FIT
61,134,Best David,SUNDAE CUP - FWD,1:52.621,FIT
62,156,Mike Janssen,SUNDAE CUP - FWD,1:52.680,COOPER
63,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:52.699,FIT
64,428,Brad Smith,SUNDAE CUP - FWD,1:52.864,FIT
65,707,Piotr Boczek,SUNDAE CUP - FWD,1:52.905,FIT
66,116,Lennon Radcliffe,SUNDAE CUP - FWD,1:53.070,COROLLA
67,124,Damian Mccann,STREET - AWD,1:53.443,IMPREZA
68,99,George Reeves,CLUB TR - RWD,1:54.437,Miata
69,737,Cody Platschorre,STREET - RWD,1:55.842,G
70,808,Lucas Schaar,SUNDAE CUP - FWD,1:56.044,YARIS
71,292,Jim Frohwirth,SUNDAE CUP - FWD,1:56.702,FIT
72,216,Nickolas Berg,SUNDAE CUP - FWD,1:56.931,CIVIC
73,248,Nathan Schlawin,SUNDAE CUP - FWD,1:57.180,FIT
74,433,Robert Miller,SUNDAE CUP - FWD,1:57.644,RIO
75,762,Alec Lavelle,SUNDAE CUP - FWD,1:59.585,FIT
76,993,Samuel Miller,SUNDAE CUP - RWD,2:06.559,MX-5 MIATA
77,41,James Houghton,CLUB TR - FWD,,TSX
