Heat 7 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,500,Steve Luca,UNLIMITED - RWD,1:32.864,Mustang
2,27,Brad Perkins,UNLIMITED - RWD,1:34.439,M3
3,610,Nick Anderson,UNLIMITED - RWD,1:35.954,VIPER
4,29,Kyle Mckiou,STREET MOD - RWD,1:40.892,GR SUPRA
5,570,Kyle Magnuson,STREET GT - RWD,1:42.650,718 CAYMAN
6,128,Daniel Moore,STREET MOD - FWD,1:42.698,CIVIC
7,826,Tim Fleury,TRACK MOD - RWD,1:42.997,CAMARO
8,34,Andy Voelkel,STREET GT - RWD,1:43.044,CORVETTE
9,364,Nicholas Hendrix,STREET GT - RWD,1:43.517,CORVETTE
10,109,Dana Basinski,CLUB TR - RWD,1:43.681,BRZ
11,727,Mario Mirone,CLUB TR - FWD,1:44.405,CIVIC
12,61,Fez Babar,CLUB TR - RWD,1:45.133,GR86
13,525,Jeremy Lowder,UNLIMITED - RWD,1:45.564,Corvette
14,309,Tony Starks,STREET - FWD,1:45.591,TL
15,326,Stan Fayngold,CLUB TR - RWD,1:45.923,86
16,511,Peter Granberg,CLUB TR - RWD,1:46.272,BRZ
17,199,Ian Flavin,CLUB TR - RWD,1:46.491,BRZ
18,39,Gregory Formosa,STREET - AWD,1:46.642,LANCER
19,239,Tan Nguyen,CLUB TR - RWD,1:46.806,S2000
20,510,Piero Pucci,CLUB TR - RWD,1:47.271,FR-S
21,13,Jerami Bailey,CLUB TR - RWD,1:47.420,FR-S
22,546,Andy Sundeen,TRACK MOD - RWD,1:48.061,M3
23,36,Daniel Cummings,SUPER UNLIMITED - RWD,1:49.993,360
24,223,Kunwoo Lee,CLUB TR - RWD,1:50.256,GR86
25,417,Drew Sanford,CLUB TR - RWD,1:51.146,S2000
26,186,Trip Walker,CLUB TR - RWD,1:52.917,FR-S
27,995,Thomas Martinez,STREET GT - RWD,1:53.061,M2
28,126,Jacob Abbott,SUNDAE CUP - FWD,1:57.041,FIT
29,369,Lucas Urban,SUNDAE CUP - FWD,1:57.228,ZX2
30,130,James Smith,SUNDAE CUP - FWD,1:57.418,FIT
31,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:57.418,FIT
32,470,Cooper Pierce,SUNDAE CUP - FWD,1:57.458,FIT
33,156,Mike Janssen,SUNDAE CUP - FWD,1:57.533,HARDTOP
34,138,David Bruner,STREET - RWD,1:58.098,350Z
35,88,Collin Ryser,SUNDAE CUP - FWD,1:58.825,COOPER
36,488,Matt Dietlin,SUNDAE CUP - FWD,2:00.660,FIT
37,60,Steven Bright,TRACK MOD - RWD,2:01.878,350Z
38,804,Joey Vance,SUNDAE CUP - FWD,2:03.733,FIT
39,269,Christian Wendland,SUNDAE CUP - FWD,2:11.904,FIT
