Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,27,Brad Perkins,UNLIMITED - RWD,1:35.265,M3
2,70,Dewey Dewitt,STREET MOD - AWD,1:38.441,IMPREZA
3,77,Jason Kanakry,TRACK MOD - RWD,1:38.974,720S
4,29,Kyle Mckiou,STREET MOD - RWD,1:40.814,GR SUPRA
5,299,Colton Drescosky,UNLIMITED - RWD,1:41.680,VIPER
6,63,Luca Barberis,STREET - AWD,1:43.066,LANCER
7,570,Kyle Magnuson,STREET GT - RWD,1:43.329,718 CAYMAN
8,34,Andy Voelkel,STREET GT - RWD,1:43.681,CORVETTE
9,364,Nicholas Hendrix,STREET GT - RWD,1:43.723,CORVETTE
10,67,Mat Beck,TRACK MOD - RWD,1:44.010,240SX
11,128,Daniel Moore,STREET MOD - FWD,1:44.198,CIVIC
12,55,Charles Miller,STREET - AWD,1:44.491,LANCER
13,109,Dana Basinski,CLUB TR - RWD,1:44.624,BRZ
14,605,Aaron Meyer,UNLIMITED - RWD,1:44.974,VIPER
15,40,Jeremy Boysen,TRACK MOD - RWD,1:45.125,CORVETTE
16,338,Ernestas Puzelis,UNLIMITED - RWD,1:46.491,CAYMAN
17,326,Stan Fayngold,CLUB TR - RWD,1:46.543,86
18,826,Tim Fleury,TRACK MOD - RWD,1:46.775,CAMARO
19,654,Nick Aegerter,STREET - AWD,1:46.941,FOCUS
20,511,Peter Granberg,CLUB TR - RWD,1:47.102,BRZ
21,309,Tony Starks,STREET - FWD,1:47.248,TL
22,38,Aaron Rekkedahl,STREET - FWD,1:47.622,CIVIC TYPE R
23,722,Cody Sawyers,STREET - AWD,1:47.826,GOLF R
24,239,Tan Nguyen,CLUB TR - RWD,1:48.388,S2000
25,398,Mike Vaniperen,TRACK MOD - RWD,1:49.010,MUSTANG
26,39,Gregory Formosa,STREET - AWD,1:49.104,LANCER
27,199,Ian Flavin,CLUB TR - RWD,1:49.106,BRZ
28,163,Luke Records,STREET GT - RWD,1:49.664,CORVETTE
29,572,Ivan Munoz,CLUB TR - RWD,1:49.681,FRS
30,11,Graham Gaylord,CLUB TR - AWD,1:49.824,GR COROLLA
31,546,Andy Sundeen,TRACK MOD - RWD,1:50.202,M3
32,417,Drew Sanford,CLUB TR - RWD,1:50.610,S2000
33,510,Piero Pucci,CLUB TR - RWD,1:50.804,FR-S
34,13,Jerami Bailey,CLUB TR - RWD,1:50.840,FR-S
35,19,Josh Powers,TRACK MOD - RWD,1:51.584,CORVETTE
36,36,Daniel Cummings,SUPER UNLIMITED - RWD,1:51.812,360
37,186,Trip Walker,CLUB TR - RWD,1:51.980,FR-S
38,223,Kunwoo Lee,CLUB TR - RWD,1:52.750,GR86
39,995,Thomas Martinez,STREET GT - RWD,1:52.800,M2
40,828,Matthew Smith,CLUB TR - RWD,1:52.986,S2000
41,740,Alexis Fregoso,CLUB TR - FWD,1:53.038,RSX
42,46,Nehru Cheddie,CLUB TR - AWD,1:55.606,GR COROLLA
43,113,Chip Smith,STREET GT - RWD,1:55.781,MUSTANG
44,304,Cesar Molina,CLUB TR - FWD,1:56.953,CIVIC
45,470,Cooper Pierce,SUNDAE CUP - FWD,1:57.333,FIT
46,138,David Bruner,STREET - RWD,1:57.918,350Z
47,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:58.058,FIT
48,126,Jacob Abbott,SUNDAE CUP - FWD,1:58.241,FIT
49,156,Mike Janssen,SUNDAE CUP - FWD,1:58.341,HARDTOP
50,130,James Smith,SUNDAE CUP - FWD,1:58.567,FIT
51,369,Lucas Urban,SUNDAE CUP - FWD,1:58.775,ZX2
52,413,Parker Field,CLUB TR - FWD,2:01.050,RABBIT
53,675,Adam Jabaay,SUNDAE CUP - FWD,2:04.723,Fit
54,804,Joey Vance,SUNDAE CUP - FWD,2:08.428,FIT
55,727,Mario Mirone,CLUB TR - FWD,,CIVIC
