Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,27,Brad Perkins,UNLIMITED - RWD,1:35.253,M3
2,610,Nick Anderson,UNLIMITED - RWD,1:36.883,VIPER
3,77,Jason Kanakry,TRACK MOD - RWD,1:38.869,720S
4,70,Dewey Dewitt,STREET MOD - AWD,1:40.254,IMPREZA
5,171,Andrius Bertulis,UNLIMITED - RWD,1:40.975,RCF
6,29,Kyle Mckiou,STREET MOD - RWD,1:41.738,GR SUPRA
7,570,Kyle Magnuson,STREET GT - RWD,1:43.037,718 CAYMAN
8,67,Mat Beck,TRACK MOD - RWD,1:43.040,240SX
9,299,Colton Drescosky,UNLIMITED - RWD,1:43.739,VIPER
10,826,Tim Fleury,TRACK MOD - RWD,1:43.833,CAMARO
11,34,Andy Voelkel,STREET GT - RWD,1:44.126,CORVETTE
12,364,Nicholas Hendrix,STREET GT - RWD,1:44.188,CORVETTE
13,109,Dana Basinski,CLUB TR - RWD,1:44.381,BRZ
14,55,Charles Miller,STREET - AWD,1:44.456,LANCER
15,310,Mike Coons,STREET - AWD,1:44.529,IMPREZA
16,128,Daniel Moore,STREET MOD - FWD,1:44.987,CIVIC
17,338,Ernestas Puzelis,UNLIMITED - RWD,1:45.581,CAYMAN
18,61,Fez Babar,CLUB TR - RWD,1:45.765,GR86
19,727,Mario Mirone,CLUB TR - FWD,1:46.500,CIVIC
20,722,Cody Sawyers,STREET - AWD,1:46.615,GOLF R
21,605,Aaron Meyer,UNLIMITED - RWD,1:46.647,VIPER
22,326,Stan Fayngold,CLUB TR - RWD,1:46.752,86
23,654,Nick Aegerter,STREET - AWD,1:47.572,FOCUS
24,39,Gregory Formosa,STREET - AWD,1:47.752,LANCER
25,38,Aaron Rekkedahl,STREET - FWD,1:47.880,CIVIC TYPE R
26,309,Tony Starks,STREET - FWD,1:47.954,TL
27,199,Ian Flavin,CLUB TR - RWD,1:48.510,BRZ
28,510,Piero Pucci,CLUB TR - RWD,1:48.644,FR-S
29,511,Peter Granberg,CLUB TR - RWD,1:48.784,BRZ
30,19,Josh Powers,TRACK MOD - RWD,1:49.180,CORVETTE
31,239,Tan Nguyen,CLUB TR - RWD,1:49.484,S2000
32,398,Mike Vaniperen,TRACK MOD - RWD,1:49.581,MUSTANG
33,546,Andy Sundeen,TRACK MOD - RWD,1:49.727,M3
34,163,Luke Records,STREET GT - RWD,1:50.207,CORVETTE
35,572,Ivan Munoz,CLUB TR - RWD,1:50.361,FRS
36,11,Graham Gaylord,CLUB TR - AWD,1:50.664,GR COROLLA
37,757,Ernie Ramirez,STREET - AWD,1:50.825,LANCER
38,13,Jerami Bailey,CLUB TR - RWD,1:50.852,FR-S
39,36,Daniel Cummings,SUPER UNLIMITED - RWD,1:51.624,360
40,417,Drew Sanford,CLUB TR - RWD,1:51.982,S2000
41,186,Trip Walker,CLUB TR - RWD,1:52.657,FR-S
42,995,Thomas Martinez,STREET GT - RWD,1:52.683,M2
43,191,Jessica Powers,TRACK MOD - RWD,1:53.127,CORVETTE
44,223,Kunwoo Lee,CLUB TR - RWD,1:53.387,GR86
45,828,Matthew Smith,CLUB TR - RWD,1:54.728,S2000
46,622,Jake Rawson,STREET MOD - RWD,1:55.588,M3
47,113,Chip Smith,STREET GT - RWD,1:56.216,MUSTANG
48,470,Cooper Pierce,SUNDAE CUP - FWD,1:57.668,FIT
49,304,Cesar Molina,CLUB TR - FWD,1:58.071,CIVIC
50,130,James Smith,SUNDAE CUP - FWD,1:58.085,FIT
51,126,Jacob Abbott,SUNDAE CUP - FWD,1:58.234,FIT
52,369,Lucas Urban,SUNDAE CUP - FWD,1:58.251,ZX2
53,60,Steven Bright,TRACK MOD - RWD,1:58.354,350Z
54,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:58.551,FIT
55,46,Nehru Cheddie,CLUB TR - AWD,1:58.806,GR COROLLA
56,156,Mike Janssen,SUNDAE CUP - FWD,1:59.603,HARDTOP
57,488,Matt Dietlin,SUNDAE CUP - FWD,1:59.998,FIT
58,138,David Bruner,STREET - RWD,2:02.659,350Z
59,413,Parker Field,CLUB TR - FWD,2:02.896,RABBIT
60,433,Robert Miller,SUNDAE CUP - FWD,2:05.243,RIO
61,675,Adam Jabaay,SUNDAE CUP - FWD,2:05.415,Fit
62,40,Jeremy Boysen,TRACK MOD - RWD,,CORVETTE
63,63,Luca Barberis,STREET - AWD,,LANCER
