Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,500,Steve Luca,UNLIMITED - RWD,1:33.818,Mustang
2,27,Brad Perkins,UNLIMITED - RWD,1:34.353,M3
3,610,Nick Anderson,UNLIMITED - RWD,1:34.887,VIPER
4,70,Dewey Dewitt,STREET MOD - AWD,1:37.727,IMPREZA
5,29,Kyle Mckiou,STREET MOD - RWD,1:39.905,GR SUPRA
6,171,Andrius Bertulis,UNLIMITED - RWD,1:40.606,RCF
7,63,Luca Barberis,STREET - AWD,1:41.993,LANCER
8,128,Daniel Moore,STREET MOD - FWD,1:42.658,CIVIC
9,570,Kyle Magnuson,STREET GT - RWD,1:42.825,718 CAYMAN
10,34,Andy Voelkel,STREET GT - RWD,1:43.155,CORVETTE
11,364,Nicholas Hendrix,STREET GT - RWD,1:43.286,CORVETTE
12,109,Dana Basinski,CLUB TR - RWD,1:43.974,BRZ
13,55,Charles Miller,STREET - AWD,1:44.422,LANCER
14,727,Mario Mirone,CLUB TR - FWD,1:44.715,CIVIC
15,605,Aaron Meyer,UNLIMITED - RWD,1:45.004,VIPER
16,38,Aaron Rekkedahl,STREET - FWD,1:45.355,CIVIC TYPE R
17,61,Fez Babar,CLUB TR - RWD,1:45.403,GR86
18,525,Jeremy Lowder,UNLIMITED - RWD,1:46.012,Corvette
19,39,Gregory Formosa,STREET - AWD,1:46.065,LANCER
20,199,Ian Flavin,CLUB TR - RWD,1:46.563,BRZ
21,309,Tony Starks,STREET - FWD,1:46.847,TL
22,511,Peter Granberg,CLUB TR - RWD,1:47.037,BRZ
23,722,Cody Sawyers,STREET - AWD,1:47.094,GOLF R
24,510,Piero Pucci,CLUB TR - RWD,1:47.174,FR-S
25,239,Tan Nguyen,CLUB TR - RWD,1:47.487,S2000
26,546,Andy Sundeen,TRACK MOD - RWD,1:47.932,M3
27,13,Jerami Bailey,CLUB TR - RWD,1:48.853,FR-S
28,757,Ernie Ramirez,STREET - AWD,1:49.323,LANCER
29,36,Daniel Cummings,SUPER UNLIMITED - RWD,1:49.504,360
30,223,Kunwoo Lee,CLUB TR - RWD,1:50.184,GR86
31,622,Jake Rawson,STREET MOD - RWD,1:50.725,M3
32,191,Jessica Powers,TRACK MOD - RWD,1:51.387,CORVETTE
33,828,Matthew Smith,CLUB TR - RWD,1:51.725,S2000
34,740,Alexis Fregoso,CLUB TR - FWD,1:51.906,RSX
35,417,Drew Sanford,CLUB TR - RWD,1:51.958,S2000
36,186,Trip Walker,CLUB TR - RWD,1:52.198,FR-S
37,995,Thomas Martinez,STREET GT - RWD,1:53.740,M2
38,304,Cesar Molina,CLUB TR - FWD,1:56.501,CIVIC
39,113,Chip Smith,STREET GT - RWD,1:56.678,MUSTANG
40,156,Mike Janssen,SUNDAE CUP - FWD,1:57.062,HARDTOP
41,126,Jacob Abbott,SUNDAE CUP - FWD,1:57.090,FIT
42,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:57.114,FIT
43,138,David Bruner,STREET - RWD,1:57.357,350Z
44,369,Lucas Urban,SUNDAE CUP - FWD,1:57.541,ZX2
45,470,Cooper Pierce,SUNDAE CUP - FWD,1:57.595,FIT
46,130,James Smith,SUNDAE CUP - FWD,1:58.468,FIT
47,88,Collin Ryser,SUNDAE CUP - FWD,1:58.553,COOPER
48,60,Steven Bright,TRACK MOD - RWD,1:58.907,350Z
49,488,Matt Dietlin,SUNDAE CUP - FWD,1:59.567,FIT
50,413,Parker Field,CLUB TR - FWD,2:00.731,RABBIT
51,675,Adam Jabaay,SUNDAE CUP - FWD,2:03.313,Fit
52,433,Robert Miller,SUNDAE CUP - FWD,2:06.045,RIO
53,804,Joey Vance,SUNDAE CUP - FWD,2:09.092,FIT
54,826,Tim Fleury,TRACK MOD - RWD,5:22.699,CAMARO
55,326,Stan Fayngold,CLUB TR - RWD,,86
56,269,Christian Wendland,SUNDAE CUP - FWD,,FIT
